ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/0/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",14,,Минимальный дефицит точки росы,,1,К,Deprecated,Original
grib2/4/2/0/0/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",15,,Виртуальная потенциальная температура,,,К,Operational,Original
grib2/4/2/0/0/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",16,,"Поток тепла, связанный с изменением фазы снега",,,Вт ⋅ м-2,Operational,Original
grib2/4/2/0/0/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",17,,Температура поверхностного слоя,,,К,Operational,Original
grib2/4/2/0/0/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",18,,Температура снега (поверхность снега),,,К,Operational,Original
grib2/4/2/0/0/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",19,,Коэффициент турбулентного переноса тепла,,,Числ.,Operational,Original
grib2/4/2/0/0/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",20,,Коэффициент турбулентной диффузии тепла,,,м2 ⋅ с-1,Operational,Original
grib2/4/2/0/0/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",21,,Эффективная температура,,30,К,Operational,Original
grib2/4/2/0/0/22,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",22,,"Температурная тенденция, обусловленная коротковолновой радиацией",,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/23,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",23,,"Температурная тенденция, обусловленная длинноволновой радиацией",,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/24,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",24,,"Температурная тенденция, обусловленная коротковолновой радиацией, при безоблачном небе",,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/25,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",25,,"Температурная тенденция, обусловленная длинноволновой радиацией, при безоблачном небе",,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/26,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",26,,"Температурная тенденция, обусловленная параметризацией",,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/27,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",27,,Температура по смоченному термометру,,,К,Operational,Original
grib2/4/2/0/0/28,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",28,,Несбалансированная компонента температуры,,,К,Operational,Original
grib2/4/2/0/0/29,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",29,,Адвекция температуры,,,К ⋅ с-1,Operational,Original
grib2/4/2/0/0/30-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",30-191,,Зарезервированы,,,,Operational,Original
grib2/4/2/0/0/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/2/0/0/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",255,,Отсутствующий,,,,Operational,Original
