ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/6/38,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",38,,Массовая плотность облачных капель,,,кг ⋅ м-3,Operational,Original
grib2/4/2/0/6/39,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",39,,Массовая плотность облачного льда,,,кг ⋅ м-3,Operational,Original
grib2/4/2/0/6/40,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",40,,Массовая плотность водяных капель конвективного облака,,,кг ⋅ м-3,Operational,Original
grib2/4/2/0/6/41-46,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",41-46,,Зарезервированы,,,,Operational,Original
grib2/4/2/0/6/47,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",47,,Объемная доля облачных водяных капель,,11,Числ.,Operational,Original
grib2/4/2/0/6/48,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",48,,Объемная доля облачных ледяных частиц,,11,Числ.,Operational,Original
grib2/4/2/0/6/49,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",49,,Объемная доля облака (лед и/или вода),,11,Числ.,Operational,Original
grib2/4/2/0/6/50-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",50-191,,Зарезервированы,,,,Operational,Original
grib2/4/2/0/6/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/2/0/6/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",255,,Отсутствующий,,,,Operational,Original
