ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/3/1/63,Номер образца определения сетки,,63,,Спектральная модель в конформной проекции Ламберта с определением подобластей моделирования,,,,Operational,Original
grib2/3/1/64-89,Номер образца определения сетки,,64-89,,Зарезервированы,,,,Operational,Original
grib2/3/1/90,Номер образца определения сетки,,90,,"Перспективная или ортографическая, видимая из космоса",,,,Operational,Original
grib2/3/1/91-99,Номер образца определения сетки,,91-99,,Зарезервированы,,,,Operational,Original
grib2/3/1/100,Номер образца определения сетки,,100,,"Треугольная, на основе икосаэдра",,,,Operational,Original
grib2/3/1/101,Номер образца определения сетки,,101,,Общая неструктурированная сетка,,,,Operational,Original
grib2/3/1/102-109,Номер образца определения сетки,,102-109,,Зарезервированы,,,,Operational,Original
grib2/3/1/110,Номер образца определения сетки,,110,,Экваториальная азимутальная равноудаленная проекция,,,,Operational,Original
grib2/3/1/111-119,Номер образца определения сетки,,111-119,,Зарезервированы,,,,Operational,Original
grib2/3/1/120,Номер образца определения сетки,,120,,Азимутальная проекция,,,,Operational,Original
grib2/3/1/121-139,Номер образца определения сетки,,121-139,,Зарезервированы,,,,Operational,Original
grib2/3/1/140,Номер образца определения сетки,,140,,Азимутальная равновеликая проекция Ламберта,,,,Operational,Original
grib2/3/1/141-999,Номер образца определения сетки,,141-999,,Зарезервированы,,,,Operational,Original
grib2/3/1/1000,Номер образца определения сетки,,1000,,"Сетка для представления разрезов с узлами, равноотстоящими по горизонтали",,,,Experimental,Original
grib2/3/1/1001-1099,Номер образца определения сетки,,1001-1099,,Зарезервированы,,,,Operational,Original
grib2/3/1/1100,Номер образца определения сетки,,1100,,"Сетка для представления разрезов с узлами, равноотстоящими по горизонтали, в виде диаграмм Хофмеллера",,,,Experimental,Original
grib2/3/1/1101-1199,Номер образца определения сетки,,1101-1199,,Зарезервированы,,,,Operational,Original
grib2/3/1/1200,Номер образца определения сетки,,1200,,Сетка для представления временного разреза,,,,Experimental,Original
grib2/3/1/1201-32767,Номер образца определения сетки,,1201-32767,,Зарезервированы,,,,Operational,Original
grib2/3/1/32768-65534,Номер образца определения сетки,,32768-65534,,Зарезервированы для местного использования,,,,Operational,Original
grib2/3/1/65535,Номер образца определения сетки,,65535,,Отсутствующее,,,,Operational,Original
