ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/5/24,Типы и единицы измерения фиксированных поверхностей,,24,,"Самый высокий уровень, на котором концентрация в воздухе превышает указанное значение (верхняя граница для заданного порогового значения концентрации в воздухе)",,,Бк ⋅ м-3,Operational,PDF
grib2/4/5/25,Типы и единицы измерения фиксированных поверхностей,,25,,"Самый высокий уровень, на котором радиолокационная отражаемость превышает указанное значение (верхняя граница эхо для заданного порогового значения отражаемости)",,,dBZ,Operational,PDF
grib2/4/5/26-99,Типы и единицы измерения фиксированных поверхностей,,26-99,,Зарезервированы,,,,Operational,PDF
grib2/4/5/100,Типы и единицы измерения фиксированных поверхностей,,100,,Изобатическая поверхность,,,Па,Operational,PDF
grib2/4/5/101,Типы и единицы измерения фиксированных поверхностей,,101,,Средний уровень моря,,,,Operational,PDF
grib2/4/5/102,Типы и единицы измерения фиксированных поверхностей,,102,,Установленная высота над средним уровнем моря,,,м,Operational,PDF
grib2/4/5/103,Типы и единицы измерения фиксированных поверхностей,,103,,Установленный уровень высоты над поверхностью земли,,,м,Operational,PDF
grib2/4/5/104,Типы и единицы измерения фиксированных поверхностей,,104,,Сигма-уровень,,,величина «сигма»,Operational,PDF
grib2/4/5/105,Типы и единицы измерения фиксированных поверхностей,,105,,Гибридный уровень,,,—,Operational,PDF
grib2/4/5/106,Типы и единицы измерения фиксированных поверхностей,,106,,Глубина от поверхности земли,,,м,Operational,PDF
grib2/4/5/107,Типы и единицы измерения фиксированных поверхностей,,107,,Изентропический (тета) уровень,,,К,Operational,PDF
grib2/4/5/108,Типы и единицы измерения фиксированных поверхностей,,108,,"Уровень, определяемый разностью давления на этом уровне с давлением у поверхности земли",,,Па,Operational,PDF
grib2/4/5/109,Типы и единицы измерения фиксированных поверхностей,,109,,Поверхность потенциального вихря,,,К ⋅ м2 ⋅ кг-1 ⋅ с-1,Operational,PDF
grib2/4/5/110,Типы и единицы измерения фиксированных поверхностей,,110,,Зарезервировано,,,,Operational,PDF
grib2/4/5/111,Типы и единицы измерения фиксированных поверхностей,,111,,Уровень Etaw,,85,—,Operational,PDF
grib2/4/5/112,Типы и единицы измерения фиксированных поверхностей,,112,,Зарезервировано,,,,Operational,PDF
grib2/4/5/113,Типы и единицы измерения фиксированных поверхностей,,113,,Логарифмический гибридный уровень,,,,Operational,PDF
grib2/4/5/114,Типы и единицы измерения фиксированных поверхностей,,114,,Снеговой покров,,,Числ.,Operational,PDF
grib2/4/5/115,Типы и единицы измерения фиксированных поверхностей,,115,,Сигма-уровень высоты,(см. примечание 4),75,—,Operational,PDF
grib2/4/5/116,Типы и единицы измерения фиксированных поверхностей,,116,,Зарезервировано,,,,Operational,PDF
grib2/4/5/117,Типы и единицы измерения фиксированных поверхностей,,117,,Глубина перемешанного слоя,,,м,Operational,PDF
grib2/4/5/118,Типы и единицы измерения фиксированных поверхностей,,118,,Гибридный уровень высоты,,54,—,Operational,PDF
grib2/4/5/119,Типы и единицы измерения фиксированных поверхностей,,119,,Гибридный уровень давления,,55,—,Operational,PDF
grib2/4/5/120-149,Типы и единицы измерения фиксированных поверхностей,,120-149,,Зарезервированы,,,,Operational,PDF
grib2/4/5/150,Типы и единицы измерения фиксированных поверхностей,,150,,Обобщенная система вертикальных координат,(см. примечание 5),84,—,Operational,PDF
grib2/4/5/151,Типы и единицы измерения фиксированных поверхностей,,151,,Уровень почвы,(см. примечание 6),100,Числ.,Operational,PDF
grib2/4/5/152-159,Типы и единицы измерения фиксированных поверхностей,,152-159,,Зарезервированы,,,,Operational,PDF
grib2/4/5/160,Типы и единицы измерения фиксированных поверхностей,,160,,Глубина ниже уровня моря,,,м,Operational,PDF
grib2/4/5/161,Типы и единицы измерения фиксированных поверхностей,,161,,Глубина от водной поверхности,,,м,Operational,PDF
grib2/4/5/162,Типы и единицы измерения фиксированных поверхностей,,162,,Дно озера или реки,,,—,Operational,PDF
grib2/4/5/163,Типы и единицы измерения фиксированных поверхностей,,163,,Нижняя граница слоя наносов,,,—,Operational,PDF
grib2/4/5/164,Типы и единицы измерения фиксированных поверхностей,,164,,Нижняя граница термически активного слоя наносов,,,—,Operational,PDF
grib2/4/5/165,Типы и единицы измерения фиксированных поверхностей,,165,,"Нижняя граница слоя наносов, в который проникает термическая волна",,,—,Operational,PDF
grib2/4/5/166,Типы и единицы измерения фиксированных поверхностей,,166,,Слой смешивания,,,—,Operational,PDF
grib2/4/5/167,Типы и единицы измерения фиксированных поверхностей,,167,,Нижняя граница прикорневой зоны,,,—,Operational,PDF
grib2/4/5/168,Типы и единицы измерения фиксированных поверхностей,,168,,Уровень модели океана,,,Числ.,Operational,PDF
grib2/4/5/169,Типы и единицы измерения фиксированных поверхностей,,169,,"Уровень океана, определяемый разницей плотности воды (сигма-тета) от приповерхностного слоя до уровня",(см. примечание 7),18,кг ⋅ м-3,Operational,PDF
grib2/4/5/170,Типы и единицы измерения фиксированных поверхностей,,170,,"Уровень океана, определяемый разницей потенциальных температур воды от приповерхностного слоя до уровня",(см. примечание 7),18,K,Operational,PDF
grib2/4/5/171-173,Типы и единицы измерения фиксированных поверхностей,,171-173,,Зарезервированы,,,,Operational,PDF
grib2/4/5/174,Типы и единицы измерения фиксированных поверхностей,,174,,"Верхний слой поверхности льда на море, озере или реке",,,—,Operational,PDF
grib2/4/5/175,Типы и единицы измерения фиксированных поверхностей,,175,,"Верхний слой поверхности льда под снежным покровом на море, озере или реке",,,—,Operational,PDF
grib2/4/5/176,Типы и единицы измерения фиксированных поверхностей,,176,,"Нижний слой поверхности льда (обратная сторона) на море, озере или реке",,,—,Operational,PDF
grib2/4/5/177,Типы и единицы измерения фиксированных поверхностей,,177,,Глубокие слои почвы (неопределенная глубина),,,—,Operational,PDF
grib2/4/5/178,Типы и единицы измерения фиксированных поверхностей,,178,,Зарезервировано,,,,Operational,PDF
grib2/4/5/179,Типы и единицы измерения фиксированных поверхностей,,179,,Верхний слой поверхности ледникового и внутриматерикового льда,,,—,Operational,PDF
grib2/4/5/180,Типы и единицы измерения фиксированных поверхностей,,180,,Глубокие слои внутриматерикового и ледникового льда (неопределенная глубина),,,—,Operational,PDF
grib2/4/5/181,Типы и единицы измерения фиксированных поверхностей,,181,,Доля суши в покрытии тайла сетки в качестве поверхности в модели,,,—,Operational,PDF
grib2/4/5/182,Типы и единицы измерения фиксированных поверхностей,,182,,Доля воды в покрытии тайла сетки в качестве поверхности в модели,,,—,Operational,PDF
grib2/4/5/183,Типы и единицы измерения фиксированных поверхностей,,183,,"Доля льда на море, озере или реке в покрытии тайла сетки в качестве поверхности в модели",,,—,Operational,PDF
grib2/4/5/184,Типы и единицы измерения фиксированных поверхностей,,184,,Доля ледникового и внутриматерикового льда в покрытии тайла сетки в качестве поверхности в модели,,,—,Operational,PDF
grib2/4/5/185-191,Типы и единицы измерения фиксированных поверхностей,,185-191,,Зарезервированы,,,,Operational,PDF
grib2/4/5/192-254,Типы и единицы измерения фиксированных поверхностей,,192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/5/255,Типы и единицы измерения фиксированных поверхностей,,255,,Отсутствующее,,,,Operational,PDF
