ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/20/54,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",54,,Скорость снижения общей химической концентрации,,,моль ⋅ м-3 ⋅ с-1,Operational,Original
grib2/4/2/0/20/55,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",55,,Приземный поток,,,моль ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/56,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",56,,Изменения количества в атмосфере (см. примечание),,5,моль ⋅ c-1,Operational,Original
grib2/4/2/0/20/57,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",57,,Суммарное годовое среднее содержание в атмосфере,,,моль,Operational,Original
grib2/4/2/0/20/58,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",58,,Суммарная годовая осредненная потеря в атмосфере (см. примечание 1),,5,моль ⋅ c-1,Operational,Original
grib2/4/2/0/20/59,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",59,,Концентрация числа частиц аэрозоля (см. примечание 2),,20,м-3,Operational,Original
grib2/4/2/0/20/60,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",60,,Удельная численная концентрация частиц аэрозоля (см. примечание 2),,20,кг-1,Operational,Original
grib2/4/2/0/20/61,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",61,,Максимальная массовая плотность в слое (см. примечание 1),,5,кг ⋅ м-3,Operational,Original
grib2/4/2/0/20/62,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",62,,Высота максимальной массовой плотности,,,м,Operational,Original
grib2/4/2/0/20/63,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",63,,"Массовая плотность в слое, усредненная по столбу",,,кг ⋅ м-3,Operational,Original
grib2/4/2/0/20/64,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",64,,Молярная доля в сухом воздухе,,,моль ⋅ моль-1,Operational,Original
grib2/4/2/0/20/65,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",65,,Молярная доля во влажном воздухе,,,моль ⋅ моль-1,Operational,Original
grib2/4/2/0/20/66,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",66,,Интегрированная по столбу скорость вымывания примесей осадками в облаках,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/67,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",67,,Интегрированная по столбу скорость вымывания примесей осадками ниже облаков,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/68,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",68,,Интегрированная по столбу скорость выброса из испаряющихся осадков,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/69,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",69,,Интегрированная по столбу скорость вымывания примесей крупномасштабными осадками в облаках,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/70,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",70,,Интегрированная по столбу скорость вымывания примесей крупномасштабными осадками ниже облаков,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/71,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",71,,Интегрированная по столбу скорость выброса из испаряющихся крупномасштабных осадков,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/72,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",72,,Интегрированная по столбу скорость вымывания примесей конвективными осадками в облаках,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/73,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",73,,Интегрированная по столбу скорость вымывания примесей конвективными осадками ниже облаков Параметр,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/74,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",74,,Интегрированная по столбу скорость выброса из испаряющихся конвективных осадков,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/75,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",75,,Поток стихийных пожаров,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/76,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",76,,Интенсивность выброса,,,кг ⋅ кг-1 ⋅ с-1,Operational,Original
grib2/4/2/0/20/77,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",77,,Поток выбросов с поверхности,,,кг ⋅ м-2 ⋅ с-1,Operational,Original
grib2/4/2/0/20/78-99,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",78-99,,Зарезервированы,,,,,Original
grib2/4/2/0/20/100,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",100,,Плотность по площади в приземном слое (аэрозоль),,,м-1,Operational,Original
grib2/4/2/0/20/101,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",101,,Визуальная дальность видимости по вертикали,,,м,Operational,Original
grib2/4/2/0/20/102,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",102,,Оптическая толщина аэрозоля,,,Числ.,Operational,Original
grib2/4/2/0/20/103,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",103,,Альбедо однократного рассеяния,,,Числ.,Operational,Original
grib2/4/2/0/20/104,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",104,,Фактор асимметрии,,,Числ.,Operational,Original
grib2/4/2/0/20/105,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",105,,Коэффициент аэрозольного ослабления,,,м-1,Operational,Original
grib2/4/2/0/20/106,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",106,,Коэффициент аэрозольного поглощения,,,м-1,Operational,Original
grib2/4/2/0/20/107,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",107,,Обратное рассеяние аэрозоля при лидарном зондировании со спутника,,,м-1 ⋅ ср-1,Operational,Original
grib2/4/2/0/20/108,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",108,,Обратное рассеяние аэрозоля при лидарном зондировании с земной поверхности,,,м-1 ⋅ ср-1,Operational,Original
grib2/4/2/0/20/109,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",109,,Экстинкция аэрозоля при лидарном зондировании со спутника,,,м-1,Operational,Original
grib2/4/2/0/20/110,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",110,,Экстинкция аэрозоля при лидарном зондировании с земной поверхности,,,м-1,Operational,Original
grib2/4/2/0/20/111,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",111,,Экспонента Ангстрема,,,Числ.,Operational,Original
grib2/4/2/0/20/112-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",112-191,,Зарезервированы,,,,,Original
grib2/4/2/0/20/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/2/0/20/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 20: химические составляющие атмосферы",255,,Отсутствует,,,,Operational,Original
