ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/2/27,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",27,,Компонента u движения шторма,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/28,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",28,,Компонента v движения шторма,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/29,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",29,,Коэффициент торможения,,,Числ.,Operational,PDF
grib2/4/2/0/2/30,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",30,,Скорость трения,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/31,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",31,,Коэффициент турбулентной диффузии количества движения,,,м2 ⋅ с-1,Operational,PDF
grib2/4/2/0/2/32,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",32,,ЕТА — координата вертикальной скорости,,,с-1,Operational,PDF
grib2/4/2/0/2/33,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",33,,Разгон ветра,,,м,Operational,PDF
grib2/4/2/0/2/34,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",34,,Нормальная компонента ветра,,15,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/35,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",35,,Касательная компонента ветра,,15,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/36,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",36,,Функция амплитуды для огибающей волн Россби для меридионального ветра,,110,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/37,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",37,,Турбулентное поверхностное напряжение в северном направлении,,"6,140",Н ⋅ м-2 ⋅ с,Deprecated,PDF
grib2/4/2/0/2/38,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",38,,Турбулентное поверхностное напряжение в восточном направлении,,"6,140",Н ⋅ м-2 ⋅ с,Deprecated,PDF
grib2/4/2/0/2/39,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",39,,"Тенденция восточного ветра, обусловленная параметризацией",,,м ⋅ с-2,Operational,PDF
grib2/4/2/0/2/40,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",40,,"Тенденция северного ветра, обусловленная параметризацией",,,м ⋅ с-2,Operational,PDF
grib2/4/2/0/2/41,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",41,,Компонента u геострофического ветра,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/42,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",42,,Компонента v геострофического ветра,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/43,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",43,,Направление геострофического ветра,,,истинные градусы,Operational,PDF
grib2/4/2/0/2/44,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",44,,Скорость геострофического ветра,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/45,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",45,,Несбалансированная компонента дивергенции,,,с-1,Operational,PDF
grib2/4/2/0/2/46,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",46,,Адвекция вихря,,,с-2,Operational,PDF
grib2/4/2/0/2/47-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",47-191,,Зарезервированы,,,,Operational,PDF
grib2/4/2/0/2/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/2/0/2/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",255,,Отсутствующий,,,,Operational,PDF
