ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translation_source
grib2/4/0/13,Номер образца определения продукции,,13,,Вычисленные прогнозы на основе кластера членов ансамбля по прямоугольному району на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале,,,,Operational,PDF
grib2/4/0/14,Номер образца определения продукции,,14,,Вычисленные прогнозы на основе кластера членов ансамбля по круговому району на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале,,,,Operational,PDF
grib2/4/0/15,Номер образца определения продукции,,15,,"Средние, экстремальные значения, значения накопленных сумм или другие статистически обработанные значения по пространственной поверхности на горизонтальном уровне или в горизонтальном слое в момент времени",,,,Operational,PDF
grib2/4/0/16-19,Номер образца определения продукции,,16-19,,Зарезервированы,,,,Operational,PDF
grib2/4/0/20,Номер образца определения продукции,,20,,Радиолокационная продукция,,,,Operational,PDF
grib2/4/0/21-29,Номер образца определения продукции,,21-29,,Зарезервированы,,,,Operational,PDF
grib2/4/0/30,Номер образца определения продукции,,30,,Спутниковая продукция (исключено),,,,Deprecated,PDF
grib2/4/0/31,Номер образца определения продукции,,31,,Спутниковая продукция,,,,Operational,PDF
grib2/4/0/32,Номер образца определения продукции,,32,,Анализ или прогноз на горизонтальном уровне или в горизонтальном слое на данный момент времени для смоделированных (синтезированных) спутниковых данных,,,,Operational,PDF
grib2/4/0/33,Номер образца определения продукции,,33,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для смоделированных (синтезированных) спутниковых данных",,,,Operational,PDF
grib2/4/0/34,Номер образца определения продукции,,34,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для смоделированных (синтезированных) спутниковых данных",,,,Operational,PDF
grib2/4/0/35-39,Номер образца определения продукции,,35-39,,Зарезервированы,,,,Operational,PDF
grib2/4/0/40,Номер образца определения продукции,,40,,Анализ или прогноз на горизонтальном уровне или в горизонтальном слое в узле сетки во времени для химических составляющих атмосферы,,,,Operational,PDF
grib2/4/0/41,Номер образца определения продукции,,41,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/42,Номер образца определения продукции,,42,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале времени для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/43,Номер образца определения продукции,,43,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/44,Номер образца определения продукции,,44,,Анализ или прогноз на горизонтальном уровне или в горизонтальном слое на данный момент времени для аэрозоля,,,,Deprecated,PDF
grib2/4/0/45,Номер образца определения продукции,,45,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для аэрозоля",,,,Operational,PDF
grib2/4/0/46,Номер образца определения продукции,,46,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале времени для аэрозоля",,,,Operational,PDF
grib2/4/0/47,Номер образца определения продукции,,47,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для аэрозоля",,,,Operational,PDF
grib2/4/0/48,Номер образца определения продукции,,48,,Анализ или прогноз по горизонтальному уровню или горизонтальному слою на данный момент времени для оптических свойств аэрозоля,,,,Operational,PDF
grib2/4/0/49,Номер образца определения продукции,,49,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для оптических свойств аэрозоля",,,,Operational,PDF
grib2/4/0/50,Номер образца определения продукции,,50,,Зарезервировано,,,,Operational,PDF
grib2/4/0/51,Номер образца определения продукции,,51,,Категориальные прогнозы на горизонтальном уровне или в горизонтальном слое на данный момент времени,,,,Operational,PDF
grib2/4/0/52,Номер образца определения продукции,,52,,Зарезервировано,,,,Operational,PDF
grib2/4/0/53,Номер образца определения продукции,,53,,Разделенные параметры на горизонтальном уровне или в горизонтальном слое на заданный момент времени,,,,Operational,PDF
grib2/4/0/54,Номер образца определения продукции,,54,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на заданный момент времени для разделенных параметров",,,,Operational,PDF
grib2/4/0/55,Номер образца определения продукции,,55,,Пространственно-временные изменения подстилающей поверхности (тайлов) на горизонтальном уровне или в горизонтальном слое на данный момент времени,,,,Operational,PDF
grib2/4/0/56,Номер образца определения продукции,,56,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для параметров пространственно-временных изменений подстилающей поверхности (тайлов) (не рекомендуется)",,,,Deprecated,PDF
grib2/4/0/57,Номер образца определения продукции,,57,,Анализ или прогноз на горизонтальном уровне или в горизонтальном слое на данный момент времени для химических составляющих атмосферы на основе функции распределения,,,,Operational,PDF
grib2/4/0/58,Номер образца определения продукции,,58,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для химических составляющих атмосферы на основе функции распределения",,,,Operational,PDF
grib2/4/0/59,Номер образца определения продукции,,59,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для параметров пространственно-временных изменений подстилающей поверхности (тайлов) (скорректированная версия образца 4.56)",,,,Operational,PDF
grib2/4/0/60,Номер образца определения продукции,,60,,"Индивидуальный ансамблевый повторный прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на заданный момент времени",,,,Operational,PDF
grib2/4/0/61,Номер образца определения продукции,,61,,"Индивидуальный ансамблевый повторный прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени",,,,Operational,PDF
grib2/4/0/62,Номер образца определения продукции,,62,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для пространственно-временны́х изменений тайлов (типов подстилающей поверхности) на горизонтальном уровне или в горизонтальном слое на данный момент времени",,,,Operational,PDF
grib2/4/0/63,Номер образца определения продукции,,63,,"Индивидуальный ансамблевый прогноз, контрольный и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для пространственно-временны́х изменений тайлов (типов подстилающей поверхности)",,,,Operational,PDF
grib2/4/0/64-66,Номер образца определения продукции,,64-66,,Зарезервированы,,,,Operational,PDF
grib2/4/0/67,Номер образца определения продукции,,67,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для химических составляющих атмосферы на основе функции распределения",,,,Operational,PDF
grib2/4/0/68,Номер образца определения продукции,,68,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для химических составляющих атмосферы на основе функции распределения",,,,Operational,PDF
grib2/4/0/69,Номер образца определения продукции,,69,,Зарезервировано,,,,Operational,PDF
grib2/4/0/70,Номер образца определения продукции,,70,,Анализ или прогноз по горизонтальному уровню или горизонтальному слою на данный момент времени в результате постпроцессинга,,,,Operational,PDF
grib2/4/0/71,Номер образца определения продукции,,71,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени в результате постпроцессинга",,,,Operational,PDF
grib2/4/0/72,Номер образца определения продукции,,72,,"Средние значения, экстремальные значения, значения накопленных сумм или другие статистически обработанные значения на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале времени по результатам постпроцессинга",,,,Operational,PDF
grib2/4/0/73,Номер образца определения продукции,,73,,"Индивидуальный ансамблевый прогноз, контролируемый и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени в результате постпроцессинга",,,,Operational,PDF
grib2/4/0/74-75,Номер образца определения продукции,,74-75,,Зарезервированы,,,,Operational,PDF
grib2/4/0/76,Номер образца определения продукции,,76,,Анализ или прогноз по горизонтальному уровню или горизонтальному слою на данный момент времени для химических составляющих атмосферы,,,,Operational,PDF
grib2/4/0/77,Номер образца определения продукции,,77,,"Индивидуальный ансамблевый прогноз, контрольный и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/78,Номер образца определения продукции,,78,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины на горизонтальном уровне или в горизонтальном слое за непрерывный или дискретный интервал времени для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/79,Номер образца определения продукции,,79,,"Индивидуальный ансамблевый прогноз, контрольный и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для химических составляющих атмосферы",,,,Operational,PDF
grib2/4/0/80,Номер образца определения продукции,,80,,Анализ или прогноз по горизонтальному уровню или горизонтальному слою на данный момент времени для оптических свойств аэрозоля,,,,Operational,PDF
grib2/4/0/81,Номер образца определения продукции,,81,,"Индивидуальный ансамблевый прогноз, контрольный и возмущенный, по горизонтальному уровню или горизонтальному слою на данный момент времени для оптических свойств аэрозоля",,,,Operational,PDF
grib2/4/0/82,Номер образца определения продукции,,82,,"Средние, аккумулированные и/или экстремальные значения или другие статистически обработанные величины на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале времени для аэрозоля",,,,Operational,PDF
grib2/4/0/83,Номер образца определения продукции,,83,,"Индивидуальный ансамблевый прогноз, контрольный и возмущенный, по горизонтальному уровню или горизонтальному слою в непрерывном или дискретном интервале времени для аэрозоля",,,,Operational,PDF
grib2/4/0/84-90,Номер образца определения продукции,,84-90,,Зарезервированы,,,,Operational,PDF
grib2/4/0/91,Номер образца определения продукции,,91,,Категориальные прогнозы на горизонтальном уровне или в горизонтальном слое в непрерывном или дискретном интервале времени,,,,Operational,PDF
grib2/4/0/92-253,Номер образца определения продукции,,92-253,,Зарезервированы,,,,Operational,PDF
grib2/4/0/254,Номер образца определения продукции,,254,,Последовательность символов в Международном алфавите № 5 МККТТ,,,,Operational,PDF
grib2/4/0/255-999,Номер образца определения продукции,,255-999,,Зарезервированы,,,,Operational,PDF
grib2/4/0/1000,Номер образца определения продукции,,1000,,Разрез анализа или прогноза на данный момент времени,,,,Experimental,PDF
grib2/4/0/1001,Номер образца определения продукции,,1001,,"Разрез анализа или прогноза, усредненного или обработанного другими статистическими методами за интервал времени",,,,Experimental,PDF
grib2/4/0/1002,Номер образца определения продукции,,1002,,"Разрез анализа или прогноза, усредненного или обработанного другими статистическими методами по широте или долготе",,,,Experimental,PDF
grib2/4/0/1003-1099,Номер образца определения продукции,,1003-1099,,Зарезервированы,,,,Operational,PDF
grib2/4/0/1100,Номер образца определения продукции,,1100,,Сетка по Хофмеллеру без усреднения или другой статистической обработки,,,,Experimental,PDF
grib2/4/0/1101,Номер образца определения продукции,,1101,,Сетка по Хофмеллеру с усреднением или другой статистической обработкой,,,,Experimental,PDF
grib2/4/0/1102-32767,Номер образца определения продукции,,1102-32767,,Зарезервированы,,,,Operational,PDF
grib2/4/0/32768-65534,Номер образца определения продукции,,32768-65534,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/0/65535,Номер образца определения продукции,,65535,,Отсутствующее,,,,Operational,PDF
