ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translation_source
grib2/4/2/3/1/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",12,,"Отражательная способность в канале 3,9 микрона",,,%,Operational,PDF
grib2/4/2/3/1/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",13,,Атмосферная дивергенция,,,с-1,Operational,PDF
grib2/4/2/3/1/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",14,,Яркостная температура при облачности,,,K,Operational,PDF
grib2/4/2/3/1/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",15,,Яркостная температура ясного неба,,,K,Operational,PDF
grib2/4/2/3/1/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",16,,Излучение облачного неба (по отношению к волновому числу),,,Вт ⋅ м-1 ⋅ ср-1,Operational,PDF
grib2/4/2/3/1/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",17,,Излучение ясного неба (по отношению к волновому числу),,,Вт ⋅ м-1 ⋅ ср-1,Operational,PDF
grib2/4/2/3/1/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",18,,Зарезервирован,,,,Operational,PDF
grib2/4/2/3/1/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",19,,Скорость ветра,,,м ⋅ с-1,Operational,PDF
grib2/4/2/3/1/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",20,,"Оптическая плотность аэрозоля на длине волны 0,635 мкм",,,Отсутствуют,Operational,PDF
grib2/4/2/3/1/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",21,,"Оптическая плотность аэрозоля на длине волны 0,810 мкм",,,Отсутствуют,Operational,PDF
grib2/4/2/3/1/22,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",22,,"Оптическая плотность аэрозоля на длине волны 1,640 мкм",,,Отсутствуют,Operational,PDF
grib2/4/2/3/1/23,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",23,,Коэффициент Ангстрема,,,Отсутствуют,Operational,PDF
grib2/4/2/3/1/24-26,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",24-26,,Зарезервированы,,,,Operational,PDF
grib2/4/2/3/1/27,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",27,,Двунаправленный коэффициент отражения,(примечание 1),98,Числ.,Operational,PDF
grib2/4/2/3/1/28,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",28,,Яркостная температура,,,К,Operational,PDF
grib2/4/2/3/1/29,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",29,,Масштабированное излучение,(примечание 2),114,Числ.,Operational,PDF
grib2/4/2/3/1/30-97,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",30-97,,Зарезервированы,,,,Operational,PDF
grib2/4/2/3/1/98,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",98,,Коэффициент корреляции между интенсивностью дождя по мультисенсорной оценке осадков (MPE) для совмещенных данных ИК диапазона и микроволновыми данными об интенсивности дождя,,,Числ.,Operational,PDF
grib2/4/2/3/1/99,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",99,,Стандартное отклонение между интенсивностью дождя по мультисенсорной оценке осадков (MPE) для совмещенных данных ИК диапазона и микроволновыми данными об интенсивности дождя,,,кг ⋅ м-2 ⋅ с-1,Operational,PDF
grib2/4/2/3/1/100-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",100-191,,Зарезервированы,,,,Operational,PDF
grib2/4/2/3/1/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/2/3/1/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 3 — Космическая продукция, категория параметра 1: количественная продукция",255,,Отсутствующий,,,,Operational,PDF
