ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/111/35,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",35,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/111/36-39,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",36-39,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/111/40,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/111/41,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",41,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/111/42-45,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",42-45,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/111/46,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",46,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/111/47,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",47,1,Perturbation number,,,,,Operational,Original
grib2/4/111/48,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",48,1,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/111/49-50,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",49-50,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/111/51,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",51,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/111/52,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",52,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/111/53,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",53,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/111/54,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",54,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/111/55,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",55,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/111/56,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",56,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/111/57-60,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",57-60,4,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/111//1,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",,,61-72 Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/111/61,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",61,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,,,,,Operational,Original
grib2/4/111/62,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",62,1,Type of time increment between successive fields used in the statistical processing,,,,,Operational,Original
grib2/4/111/63,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",63,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/111/64-67,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",64-67,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/111/68,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",68,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/111/69-72,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",69-72,4,"Time increment between successive fields, in units defined by the previous octet",,,,,Operational,Original
grib2/4/111//2,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",,,"73-nn These octets are included only if n > 1, where nn = 60 + 12 x n",,,,,Operational,Original
grib2/4/111/73-74,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",73-74,2,"As octets 61 to 72, next innermost step of processing",,,,,Operational,Original
grib2/4/111/75-nn,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",75-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 61 to 72, repeated as necessary",,,,,Operational,Original
