ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/79/22-25,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",22-25,4,Forecast time in units defined by octet 21,(see Note 2),111,,,Operational,Original
grib2/4/79/26,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",26,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/79/27,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",27,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/79/28-31,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",28-31,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/79/32,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",32,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/79/33,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",33,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/79/34-37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",34-37,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/79/38,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",38,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/79/39,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",39,1,Perturbation number,,,,,Operational,Original
grib2/4/79/40,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",40,1,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/79/41-42,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",41-42,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/79/43,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",43,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/79/44,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",44,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/79/45,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",45,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/79/46,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",46,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/79/47,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",47,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/79/48,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",48,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/79/49-52,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",49-52,4,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/79//1,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,53-64   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/79/53,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",53,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/79/54,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",54,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/79/55,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",55,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/79/56-59,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",56-59,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/79/60,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",60,1,Indicator of unit of time for the increment between the successive fields used,(see 		Code table 4.4),,4.4,,Operational,Original
grib2/4/79/61-64,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",61-64,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,101",,,Operational,Original
grib2/4/79//2,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,"65-nn   These octets are included only if n > 1, where nn = 52 + 12 x n",,,,,Operational,Original
grib2/4/79/65-76,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",65-76,12,"As octets 53 to 64, next innermost step of processing",,,,,Operational,Original
grib2/4/79/77-nn,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",77-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 53 to 64, repeated as necessary",,,,,Operational,Original
