ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/12/30,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/12/31-34,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/12/35,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational,Original
grib2/4/12/36,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,36,1,Number of forecasts in the ensemble (N),,,,,Operational,Original
grib2/4/12/37-38,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,37-38,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/12/39,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,39,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/12/40,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,40,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/12/41,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,41,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/12/42,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,42,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/12/43,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,43,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/12/44,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,44,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/12/45-48,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,45-48,4,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/12//1,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,49-60   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/12/49,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,49,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/12/50,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,50,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/12/51,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,51,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/12/52-55,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,52-55,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/12/56,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,56,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/12/57-60,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,57-60,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,97",,,Operational,Original
grib2/4/12//2,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,"61-nn   These octets are included only if n > 1, where nn = 48 + 12 x n",,,,,Operational,Original
grib2/4/12/61-72,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,61-72,12,"As octets 49 to 60, next innermost step of processing",,,,,Operational,Original
grib2/4/12/73-nn,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,73-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 49 to 60, repeated as necessary",,,,,Operational,Original
