ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/127/54,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",54,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/127/55,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",55,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/127/56-59,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",56-59,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/127/60,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",60,1,Type of ensemble forecast,(See Code table 4.6),,4.6,,Operational,Original
grib2/4/127/61,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",61,1,Perturbation Number,,,,,Operational,Original
grib2/4/127/62,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",62,1,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/127/63-64,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",63-64,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/127/65,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",65,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/127/66,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",66,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/127/67,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",67,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/127/68,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",68,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/127/69,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",69,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/127/70,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",70,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/127/71-74,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",71-74,4,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/127//1,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",,,75-86 Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/127/75,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",75,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.1,,Operational,Original
grib2/4/127/76,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",76,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/127/77,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",77,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/127/78-81,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",78-81,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/127/82,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",82,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/127/83-86,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",83-86,4,"Time increment between successive fields, in units defined by the previous octet",,,,,Operational,Original
grib2/4/127//2,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",,,"87-nn   These octets are included only if n > 1, where nn = 75 + 12 x n",,,,,Operational,Original
grib2/4/127/87-98,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",87-98,12,"As octets 75 to 86, next innermost step of processing",,,,,Operational,Original
grib2/4/127/99-nn,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",99-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 75 to 86, repeated as necessary",,,,,Operational,Original
