ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/3/30,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/3/31-34,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/3/35,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational,Original
grib2/4/3/36,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,36,1,Number of forecasts in the ensemble (N),,,,,Operational,Original
grib2/4/3/37,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,37,1,Cluster identifier,,,,,Operational,Original
grib2/4/3/38,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,38,1,Number of cluster to which the high-resolution control belongs,,,,,Operational,Original
grib2/4/3/39,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,39,1,Number of cluster to which the low-resolution control belongs,,,,,Operational,Original
grib2/4/3/40,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,40,1,Total number of clusters,,,,,Operational,Original
grib2/4/3/41,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,41,1,Clustering method,(see Code table 4.8),,4.8,,Operational,Original
grib2/4/3/42-45,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,42-45,4,Northern latitude of cluster domain,,,,,Operational,Original
grib2/4/3/46-49,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,46-49,4,Southern latitude of cluster domain,,,,,Operational,Original
grib2/4/3/50-53,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,50-53,4,Eastern longitude of cluster domain,,,,,Operational,Original
grib2/4/3/54-57,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,54-57,4,Western longitude of cluster domain,,,,,Operational,Original
grib2/4/3/58,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,58,1,Nc - number of forecasts in the cluster,,,,,Operational,Original
grib2/4/3/59,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,59,1,Scale factor of standard deviation in the cluster,,,,,Operational,Original
grib2/4/3/60-63,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,60-63,4,Scaled value of standard deviation in the cluster,,,,,Operational,Original
grib2/4/3/64,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,64,1,Scale factor of distance of the cluster from ensemble mean,,,,,Operational,Original
grib2/4/3/65-68,derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,65-68,4,Scaled value of distance of the cluster from ensemble mean,,,,,Operational,Original
grib2/4/3/69-(68+Nc),derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,69-(68+Nc),,List of Nc ensemble forecast numbers (Nc is given in octet 58),,,,,Operational,Original
