ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/136/58+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",58+NA*5,,Month of start of reference period,,,,,Operational,Original
grib2/4/136/59+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",59+NA*5,,Day of start of reference period,,,,,Operational,Original
grib2/4/136/60+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",60+NA*5,,Hour of start of reference period,,,,,Operational,Original
grib2/4/136/61+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",61+NA*5,,Minute of start of reference period,,,,,Operational,Original
grib2/4/136/62+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",62+NA*5,,Second of start of reference period,,,,,Operational,Original
grib2/4/136/(63+NA*5)-(66+NA*5),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(63+NA*5)-(66+NA*5),,Sample size of reference period,,,,,Operational,Original
grib2/4/136/67+NA*5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",67+NA*5,,Number of reference period time range (NR),(see Note 3),165,,,Operational,Original
grib2/4/136//3,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",,,The next three entries are repeated NR times nr=1:NR,,,,,Operational,Original
grib2/4/136/68+NA*5+(nr-1)*6,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",68+NA*5+(nr-1)*6,,Type of statistical processing for time range for reference period,(see Code table 4.102),,4.102,,Operational,Original
grib2/4/136/69+NA*5+(nr-1)*6,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",69+NA*5+(nr-1)*6,,Indicator of unit of time range for reference period,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/136/(70+NA*5+(nr-1)*6)-(73+NA*5+(nr-1)*6),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(70+NA*5+(nr-1)*6)-(73+NA*5+(nr-1)*6),,Length of time range for reference period,,,,,Operational,Original
grib2/4/136//4,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",,,End of repeated NR sequence,,,,,Operational,Original
grib2/4/136/74+NA*5+(nr-1)*6,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",74+NA*5+(nr-1)*6,,Spatial vicinity type,(see Code table 4.103),,4.103,,Operational,Original
grib2/4/136/75+NA*5+(nr-1)*6,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",75+NA*5+(nr-1)*6,,Number of spatial vicinity values (NSV),,,,,Operational,Original
grib2/4/136//5,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",,,The next entry repeats nsv=1:NSV times,,,,,Operational,Original
grib2/4/136/(76+NA*5+(nr-1)*6+(nsv-1)*4)-(79+NA*5+(nr-1)*6+(nsv-1)*4),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(76+NA*5+(nr-1)*6+(nsv-1)*4)-(79+NA*5+(nr-1)*6+(nsv-1)*4),,Spatial vicinity value,,,,,Operational,Original
grib2/4/136/80+NA*5+(nr-1)*6+(nsv-1)*4,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",80+NA*5+(nr-1)*6+(nsv-1)*4,,Spatial vicinity processing,(see Code table 4.104),,4.104,,Operational,Original
grib2/4/136/(81+NA*5+(nr-1)*6+(nsv-1)*4)-(82+NA*5+(nr-1)*6+(nsv-1)*4),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(81+NA*5+(nr-1)*6+(nsv-1)*4)-(82+NA*5+(nr-1)*6+(nsv-1)*4),,"Spatial vicinity processing argument 1 (e.g., if previous is quantile)",,,,,Operational,Original
grib2/4/136/(83+NA*5+(nr-1)*6+(nsv-1)*4)-(84+NA*5+(nr-1)*6+(nsv-1)*4),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(83+NA*5+(nr-1)*6+(nsv-1)*4)-(84+NA*5+(nr-1)*6+(nsv-1)*4),,"Spatial vicinity processing argument 2 (e.g., if previous is quantile)",,,,,Operational,Original
grib2/4/136/85+NA*5+(nr-1)*6+(nsv-1)*4,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",85+NA*5+(nr-1)*6+(nsv-1)*4,,Spatial vicinity missing data,(see Code table 4.105),,4.105,,Operational,Original
grib2/4/136/86+NA*5+(nr-1)*6+(nsv-1)*4,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",86+NA*5+(nr-1)*6+(nsv-1)*4,,Temporal vicinity processing,(see Code table 4.104),,4.104,,Operational,Original
grib2/4/136/87+NA*5+(nr-1)*6+(nsv-1)*4,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",87+NA*5+(nr-1)*6+(nsv-1)*4,,Temporal vicinity unit,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/136/(88+NA*5+(nr-1)*6+(nsv-1)*4)-(91+NA*5+(nr-1)*6+(nsv-1)*4),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(88+NA*5+(nr-1)*6+(nsv-1)*4)-(91+NA*5+(nr-1)*6+(nsv-1)*4),,Temporal vicinity towards past,,,,,Operational,Original
grib2/4/136/(92+NA*5+(nr-1)*6+(nsv-1)*4)-(95+NA*5+(nr-1)*6+(nsv-1)*4),"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",(92+NA*5+(nr-1)*6+(nsv-1)*4)-(95+NA*5+(nr-1)*6+(nsv-1)*4),,Temporal vicinity towards future,,,,,Operational,Original
