ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/87/51-62,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,51-62,12,Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/87/51,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,51,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/87/52,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,52,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/87/53,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,53,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/87/54-57,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,54-57,4,Length of the time range over which statistical processing is done in units defined by the previous octet,,,,,Operational,Original
grib2/4/87/58,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,58,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/87/59-62,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,59-62,4,Time increment between successive fields in units defined by the previous octet,(see Note 3),7,,,Operational,Original
grib2/4/87//1,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,"63-nn   These octets are included only if n > 1, where nn = 50 + 12 x n",,,,,Operational,Original
grib2/4/87/63-74,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,63-74,12,"As octets 51-62, next innermost step of processing",,,,,Operational,Original
grib2/4/87/75-nn,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,75-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 51 to 62, repeated as necessary.",,,,,Operational,Original
