ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/1/23,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",23,,Ice water mixing ratio,,,kg/kg,Operational,Original
grib2/4/2/0/1/24,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",24,,Rain mixing ratio,,,kg/kg,Operational,Original
grib2/4/2/0/1/25,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",25,,Snow mixing ratio,,,kg/kg,Operational,Original
grib2/4/2/0/1/26,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",26,,Horizontal moisture convergence,,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/1/27,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",27,,Maximum relative humidity,(see Note 1),1,%,Deprecated,Original
grib2/4/2/0/1/28,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",28,,Maximum absolute humidity,(see Note 1),1,kg m-3,Deprecated,Original
grib2/4/2/0/1/29,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",29,,Total snowfall,(see Note 3),2,m,Deprecated,Original
grib2/4/2/0/1/30,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",30,,Precipitable water category,,,(Code table 4.202),Operational,Original
grib2/4/2/0/1/31,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",31,,Hail,,,m,Operational,Original
grib2/4/2/0/1/32,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",32,,Graupel (snow pellets),,,kg/kg,Operational,Original
grib2/4/2/0/1/33,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",33,,Categorical rain,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/34,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",34,,Categorical freezing rain,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/35,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",35,,Categorical ice pellets,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/36,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",36,,Categorical snow,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/37,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",37,,Convective precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/38,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",38,,Horizontal moisture divergence,,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/1/39,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",39,,Per cent frozen precipitation,,,%,Operational,Original
grib2/4/2/0/1/40,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",40,,Potential evaporation,,,kg m-2,Operational,Original
grib2/4/2/0/1/41,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",41,,Potential evaporation rate,(see Note 4),91,W m-2,Operational,Original
grib2/4/2/0/1/42,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",42,,Snow cover,,,%,Operational,Original
grib2/4/2/0/1/43,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",43,,Rain fraction of total cloud water,,,Proportion,Operational,Original
grib2/4/2/0/1/44,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",44,,Rime factor,,,Numeric,Operational,Original
grib2/4/2/0/1/45,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",45,,Total column integrated rain,,,kg m-2,Operational,Original
grib2/4/2/0/1/46,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",46,,Total column integrated snow,,,kg m-2,Operational,Original
grib2/4/2/0/1/47,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",47,,Large scale water precipitation (non-convective),(see Note 3),2,kg m-2,Deprecated,Original
grib2/4/2/0/1/48,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",48,,Convective water precipitation,(see Note 3),2,kg m-2,Deprecated,Original
grib2/4/2/0/1/49,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",49,,Total water precipitation,(see Note 3),2,kg m-2,Deprecated,Original
grib2/4/2/0/1/50,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",50,,Total snow precipitation,(see Note 3),2,kg m-2,Deprecated,Original
grib2/4/2/0/1/51,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",51,,Total column water (Vertically integrated total water (vapour + cloud water/ice)),,,kg m-2,Operational,Original
grib2/4/2/0/1/52,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",52,,Total precipitation rate,(see Note 2),23,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/53,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",53,,Total snowfall rate water equivalent,(see Note 2),23,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/54,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",54,,Large scale precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/55,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",55,,Convective snowfall rate water equivalent,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/56,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",56,,Large scale snowfall rate water equivalent,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/57,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",57,,Total snowfall rate,,,m/s,Operational,Original
grib2/4/2/0/1/58,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",58,,Convective snowfall rate,,,m/s,Operational,Original
grib2/4/2/0/1/59,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",59,,Large scale snowfall rate,,,m/s,Operational,Original
grib2/4/2/0/1/60,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",60,,Snow depth water equivalent,,,kg m-2,Operational,Original
grib2/4/2/0/1/61,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",61,,Snow density,,,kg m-3,Operational,Original
grib2/4/2/0/1/62,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",62,,Snow evaporation,(see Note 8),62,kg m-2,Operational,Original
grib2/4/2/0/1/63,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",63,,Reserved,,,,Operational,Original
grib2/4/2/0/1/64,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",64,,Total column integrated water vapour,,,kg m-2,Operational,Original
grib2/4/2/0/1/65,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",65,,Rain precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/66,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",66,,Snow precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/67,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",67,,Freezing rain precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/68,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",68,,Ice pellets precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/69,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",69,,Total column integrated cloud water,,,kg m-2,Operational,Original
grib2/4/2/0/1/70,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",70,,Total column integrated cloud ice,,,kg m-2,Operational,Original
grib2/4/2/0/1/71,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",71,,Hail mixing ratio,,,kg/kg,Operational,Original
grib2/4/2/0/1/72,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",72,,Total column integrated hail,,,kg m-2,Operational,Original
grib2/4/2/0/1/73,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",73,,Hail precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/74,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",74,,Total column integrated graupel,,,kg m-2,Operational,Original
grib2/4/2/0/1/75,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",75,,Graupel (snow pellets) precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/76,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",76,,Convective rain rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/77,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",77,,Large scale rain rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/78,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",78,,Total column integrated water (all components including precipitation),,,kg m-2,Operational,Original
grib2/4/2/0/1/79,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",79,,Evaporation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/80,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",80,,Total condensate,,,kg/kg,Operational,Original
grib2/4/2/0/1/81,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",81,,Total column-integrated condensate,,,kg m-2,Operational,Original
grib2/4/2/0/1/82,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",82,,Cloud ice mixing-ratio,,,kg/kg,Operational,Original
grib2/4/2/0/1/83,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",83,,Specific cloud liquid water content,,,kg/kg,Operational,Original
grib2/4/2/0/1/84,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",84,,Specific cloud ice water content,,,kg/kg,Operational,Original
grib2/4/2/0/1/85,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",85,,Specific rainwater content,,,kg/kg,Operational,Original
grib2/4/2/0/1/86,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",86,,Specific snow water content,,,kg/kg,Operational,Original
grib2/4/2/0/1/87,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",87,,Stratiform precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/88,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",88,,Categorical convective precipitation,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/89,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",89,,Reserved,,,,Operational,Original
grib2/4/2/0/1/90,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",90,,Total kinematic moisture flux,,,kg kg-1 m s-1,Operational,Original
grib2/4/2/0/1/91,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",91,,u-component (zonal) kinematic moisture flux,,,kg kg-1 m s-1,Operational,Original
grib2/4/2/0/1/92,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",92,,v-component (meridional) kinematic moisture flux,,,kg kg-1 m s-1,Operational,Original
grib2/4/2/0/1/93,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",93,,Relative humidity with respect to water,,,%,Operational,Original
grib2/4/2/0/1/94,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",94,,Relative humidity with respect to ice,,,%,Operational,Original
grib2/4/2/0/1/95,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",95,,Freezing or frozen precipitation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/96,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",96,,Mass density of rain,,,kg m-3,Operational,Original
grib2/4/2/0/1/97,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",97,,Mass density of snow,,,kg m-3,Operational,Original
grib2/4/2/0/1/98,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",98,,Mass density of graupel,,,kg m-3,Operational,Original
grib2/4/2/0/1/99,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",99,,Mass density of hail,,,kg m-3,Operational,Original
grib2/4/2/0/1/100,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",100,,Specific number concentration of rain,,,kg-1,Operational,Original
grib2/4/2/0/1/101,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",101,,Specific number concentration of snow,,,kg-1,Operational,Original
grib2/4/2/0/1/102,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",102,,Specific number concentration of graupel,,,kg-1,Operational,Original
grib2/4/2/0/1/103,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",103,,Specific number concentration of hail,,,kg-1,Operational,Original
grib2/4/2/0/1/104,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",104,,Number density of rain,,,m-3,Operational,Original
grib2/4/2/0/1/105,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",105,,Number density of snow,,,m-3,Operational,Original
grib2/4/2/0/1/106,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",106,,Number density of graupel,,,m-3,Operational,Original
grib2/4/2/0/1/107,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",107,,Number density of hail,,,m-3,Operational,Original
grib2/4/2/0/1/108,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",108,,Specific humidity tendency due to parameterization,,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/1/109,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",109,,Mass density of liquid water coating on hail expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational,Original
grib2/4/2/0/1/110,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",110,,Specific mass of liquid water coating on hail expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/111,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",111,,Mass mixing ratio of liquid water coating on hail expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/112,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",112,,Mass density of liquid water coating on graupel expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational,Original
grib2/4/2/0/1/113,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",113,,Specific mass of liquid water coating on graupel expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/114,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",114,,Mass mixing ratio of liquid water coating on graupel expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/115,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",115,,Mass density of liquid water coating on snow expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational,Original
grib2/4/2/0/1/116,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",116,,Specific mass of liquid water coating on snow expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/117,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",117,,Mass mixing ratio of liquid water coating on snow expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational,Original
grib2/4/2/0/1/118,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",118,,Unbalanced component of specific humidity,,,kg kg-1,Operational,Original
grib2/4/2/0/1/119,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",119,,Unbalanced component of specific cloud liquid water content,,,kg kg-1,Operational,Original
grib2/4/2/0/1/120,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",120,,Unbalanced component of specific cloud ice water content,,,kg kg-1,Operational,Original
grib2/4/2/0/1/121,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",121,,Fraction of snow cover,,,Proportion,Operational,Original
grib2/4/2/0/1/122,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",122,,Precipitation intensity index,,,(Code table 4.247),Operational,Original
grib2/4/2/0/1/123,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",123,,Dominant precipitation type,,,(Code table 4.201),Operational,Original
grib2/4/2/0/1/124,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",124,,Presence of showers,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/125,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",125,,Presence of blowing snow,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/126,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",126,,Presence of blizzard,,,(Code table 4.222),Operational,Original
grib2/4/2/0/1/127,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",127,,Ice pellets (non-water equivalent) precipitation rate,,,m/s,Operational,Original
grib2/4/2/0/1/128,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",128,,Total solid precipitation rate,(see Note 5),115,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/129,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",129,,Effective radius of cloud water,,,m,Operational,Original
grib2/4/2/0/1/130,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",130,,Effective radius of rain,,,m,Operational,Original
grib2/4/2/0/1/131,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",131,,Effective radius of cloud ice,,,m,Operational,Original
grib2/4/2/0/1/132,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",132,,Effective radius of snow,,,m,Operational,Original
grib2/4/2/0/1/133,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",133,,Effective radius of graupel,,,m,Operational,Original
grib2/4/2/0/1/134,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",134,,Effective radius of hail,,,m,Operational,Original
grib2/4/2/0/1/135,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",135,,Effective radius of subgrid liquid clouds,,,m,Operational,Original
grib2/4/2/0/1/136,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",136,,Effective radius of subgrid ice clouds,,,m,Operational,Original
grib2/4/2/0/1/137,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",137,,Effective aspect ratio of rain,,,-,Operational,Original
grib2/4/2/0/1/138,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",138,,Effective aspect ratio of cloud ice,,,-,Operational,Original
grib2/4/2/0/1/139,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",139,,Effective aspect ratio of snow,,,-,Operational,Original
grib2/4/2/0/1/140,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",140,,Effective aspect ratio of graupel,,,-,Operational,Original
grib2/4/2/0/1/141,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",141,,Effective aspect ratio of hail,,,-,Operational,Original
grib2/4/2/0/1/142,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",142,,Effective aspect ratio of subgrid ice clouds,,,-,Operational,Original
grib2/4/2/0/1/143,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",143,,Potential evaporation rate,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/144,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",144,,Specific rain water content (convective),,,kg kg-1,Operational,Original
grib2/4/2/0/1/145,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",145,,Specific snow water content (convective),,,kg kg-1,Operational,Original
grib2/4/2/0/1/146,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",146,,Cloud ice precipitation rate,(see Note 6),31,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/147,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",147,,Character of precipitation,,,(Code table 4.249),Operational,Original
grib2/4/2/0/1/148,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",148,,Snow evaporation rate,(see Note 9),76,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/149,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",149,,Cloud water mixing ratio,,,kg kg-1,Operational,Original
grib2/4/2/0/1/150,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",150,,Column integrated eastward water vapour mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/151,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",151,,Column integrated northward water vapour mass flux,,,kg m-1 s-1, Operational,Original
grib2/4/2/0/1/152,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",152,,Column integrated eastward cloud liquid water mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/153,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",153,,Column integrated northward cloud liquid water mass flux,,,kg m-1 s-1,Operational,Original
