ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/2/0/20/72,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",72,,Column-integrated in-cloud scavenging rate by convective precipitation,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/73,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",73,,Column-integrated below-cloud scavenging rate by convective precipitation,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/74,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",74,,Column-integrated release rate from evaporating convective precipitation,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/75,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",75,,Wildfire flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/76,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",76,,Emission rate,,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/20/77,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",77,,Surface emission flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/78,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",78,,Column integrated eastward mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/20/79,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",79,,Column integrated northward mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/20/80,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",80,,Column integrated divergence of mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/81,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",81,,Column integrated net source,(see Note 3),129,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/82,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",82,,Sink mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/83,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",83,,Source mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/84,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",84,,Volume-mean total column mixing ratio,,,mol mol-1,Operational,Original
grib2/4/2/0/20/85-99,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",85-99,,Reserved,,,,Operational,Original
grib2/4/2/0/20/100,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",100,,Surface area density (aerosol),,,m-1,Operational,Original
grib2/4/2/0/20/101,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",101,,Vertical visual range,,,m,Operational,Original
grib2/4/2/0/20/102,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",102,,Aerosol optical thickness,,,Numeric,Operational,Original
grib2/4/2/0/20/103,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",103,,Single scattering albedo,,,Numeric,Operational,Original
grib2/4/2/0/20/104,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",104,,Asymmetry factor,,,Numeric,Operational,Original
grib2/4/2/0/20/105,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",105,,Aerosol extinction coefficient,,,m-1,Operational,Original
grib2/4/2/0/20/106,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",106,,Aerosol absorption coefficient,,,m-1,Operational,Original
grib2/4/2/0/20/107,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",107,,Aerosol lidar backscatter from satellite,,,m-1 sr-1,Operational,Original
grib2/4/2/0/20/108,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",108,,Aerosol lidar backscatter from the ground,,,m-1 sr-1,Operational,Original
grib2/4/2/0/20/109,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",109,,Aerosol lidar extinction from satellite,,,m-1,Operational,Original
grib2/4/2/0/20/110,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",110,,Aerosol lidar extinction from the ground,,,m-1,Operational,Original
grib2/4/2/0/20/111,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",111,,Angstrom exponent,,,Numeric,Operational,Original
grib2/4/2/0/20/112,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",112,,Absorption aerosol optical thickness,,,Numeric,Operational,Original
grib2/4/2/0/20/113,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",113,,Aerosol backscatter coefficient,,,m-1 sr-1,Operational,Original
grib2/4/2/0/20/114-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",114-191,,Reserved,,,,Operational,Original
grib2/4/2/0/20/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/0/20/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",255,,Missing,,,,Operational,Original
