ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/20/4/10,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",10,,Ponding (drainage) flood,,,Code table 4.253,Operational,na
grib2/4/2/20/4/11,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",11,,Snowmelt flood,,,Code table 4.253,Operational,na
grib2/4/2/20/4/12,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",12,,Surface water flooding,,,Code table 4.253,Operational,na
grib2/4/2/20/4/13,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",13,,Glacial lake outburst flood,,,Code table 4.253,Operational,na
grib2/4/2/20/4/14,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",14,,Black carbon (brown clouds),,,Code table 4.253,Operational,na
grib2/4/2/20/4/15,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",15,,Dust storm or sandstorm,,,Code table 4.253,Operational,na
grib2/4/2/20/4/16,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",16,,Fog,,,Code table 4.253,Operational,na
grib2/4/2/20/4/17,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",17,,Haze,,,Code table 4.253,Operational,na
grib2/4/2/20/4/18,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",18,,Polluted air,,,Code table 4.253,Operational,na
grib2/4/2/20/4/19,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",19,,Sand haze,,,Code table 4.253,Operational,na
grib2/4/2/20/4/20,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",20,,Smoke,,,Code table 4.253,Operational,na
grib2/4/2/20/4/21,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",21,,Ocean acidification,,,Code table 4.253,Operational,na
grib2/4/2/20/4/22,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",22,,Rogue wave,,,Code table 4.253,Operational,na
grib2/4/2/20/4/23,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",23,,Sea water intrusion,,,Code table 4.253,Operational,na
grib2/4/2/20/4/24,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",24,,Sea ice (ice bergs),,,Code table 4.253,Operational,na
grib2/4/2/20/4/25,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",25,,Ice flow,,,Code table 4.253,Operational,na
grib2/4/2/20/4/26,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",26,,Seiche,,,Code table 4.253,Operational,na
grib2/4/2/20/4/27,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",27,,Storm surge,,,Code table 4.253,Operational,na
grib2/4/2/20/4/28,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",28,,Storm tides,,,Code table 4.253,Operational,na
grib2/4/2/20/4/29,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",29,,Tsunami,,,Code table 4.253,Operational,na
grib2/4/2/20/4/30,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",30,,Depression or cyclone (low pressure area) (pressure-related),,,Code table 4.253,Operational,na
grib2/4/2/20/4/31,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",31,,Extra-tropical cyclone (pressure-related),,,Code table 4.253,Operational,na
grib2/4/2/20/4/32,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",32,,Sub-tropical cyclone (pressure-related),,,Code table 4.253,Operational,na
grib2/4/2/20/4/33,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",33,,Acid rain,,,Code table 4.253,Operational,na
grib2/4/2/20/4/34,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",34,,Blizzard,,,Code table 4.253,Operational,na
grib2/4/2/20/4/35,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",35,,Drought,,,Code table 4.253,Operational,na
grib2/4/2/20/4/36,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",36,,Hail,,,Code table 4.253,Operational,na
grib2/4/2/20/4/37,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",37,,Ice storm,,,Code table 4.253,Operational,na
grib2/4/2/20/4/38,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",38,,Snow,,,Code table 4.253,Operational,na
grib2/4/2/20/4/39,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",39,,Snowstorm,,,Code table 4.253,Operational,na
grib2/4/2/20/4/40,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",40,,Cold wave,,,Code table 4.253,Operational,na
grib2/4/2/20/4/41,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",41,,Dzud,,,Code table 4.253,Operational,na
grib2/4/2/20/4/42,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",42,,Freeze,,,Code table 4.253,Operational,na
grib2/4/2/20/4/43,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",43,,Frost (hoar frost),,,Code table 4.253,Operational,na
grib2/4/2/20/4/44,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",44,,Freezing rain (supercooled rain),,,Code table 4.253,Operational,na
grib2/4/2/20/4/45,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",45,,Glaze,,,Code table 4.253,Operational,na
grib2/4/2/20/4/46,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",46,,Ground frost,,,Code table 4.253,Operational,na
grib2/4/2/20/4/47,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",47,,Heatwave,,,Code table 4.253,Operational,na
grib2/4/2/20/4/48,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",48,,Icing (including ice),,,Code table 4.253,Operational,na
grib2/4/2/20/4/49,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",49,,Thaw,,,Code table 4.253,Operational,na
grib2/4/2/20/4/50,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",50,,Avalanche,,,Code table 4.253,Operational,na
grib2/4/2/20/4/51,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",51,,Mud flow,,,Code table 4.253,Operational,na
grib2/4/2/20/4/52,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",52,,Rock slide,,,Code table 4.253,Operational,na
grib2/4/2/20/4/53,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",53,,Derecho,,,Code table 4.253,Operational,na
grib2/4/2/20/4/54,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",54,,Gale (strong gale),,,Code table 4.253,Operational,na
grib2/4/2/20/4/55,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",55,,Squall,,,Code table 4.253,Operational,na
grib2/4/2/20/4/56,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",56,,Subtropical storm,,,Code table 4.253,Operational,na
grib2/4/2/20/4/57,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",57,,"Tropical cyclone (cyclonic wind, rain [storm] surge) (wind-related)",,,Code table 4.253,Operational,na
grib2/4/2/20/4/58,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",58,,Tropical storm (wind-related),,,Code table 4.253,Operational,na
grib2/4/2/20/4/59,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",59,,Tornado,,,Code table 4.253,Operational,na
grib2/4/2/20/4/60,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",60,,Wind,,,Code table 4.253,Operational,na
grib2/4/2/20/4/61-190,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",61-190,,Reserved,,,,Operational,na
grib2/4/2/20/4/191-254,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",191-254,,Reserved for local use,,,-,Operational,na
grib2/4/2/20/4/255,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: meteorological and hydrological hazard indices",255,,Missing,,,-,Operational,na
