ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/252/1023/FLGR,Tile classes and groupings,,1023,FLGR,Flooded grassland,,,,Operational,Original
grib2/4/252/1024/LCZ1,Tile classes and groupings,,1024,LCZ1,Local climate zone 1: compact high-rise (buildings),,,,Operational,Original
grib2/4/252/1025/LCZ2,Tile classes and groupings,,1025,LCZ2,Local climate zone 2: compact midrise (buildings),,,,Operational,Original
grib2/4/252/1026/LCZ3,Tile classes and groupings,,1026,LCZ3,Local climate zone 3: compact low-rise (buildings),,,,Operational,Original
grib2/4/252/1027/LCZ4,Tile classes and groupings,,1027,LCZ4,Local climate zone 4: open high-rise (buildings),,,,Operational,Original
grib2/4/252/1028/LCZ5,Tile classes and groupings,,1028,LCZ5,Local climate zone 5: open midrise (buildings),,,,Operational,Original
grib2/4/252/1029/LCZ6,Tile classes and groupings,,1029,LCZ6,Local climate zone 6: open low-rise (buildings),,,,Operational,Original
grib2/4/252/1030/LCZ7,Tile classes and groupings,,1030,LCZ7,Local climate zone 7: lightweight low-rise (buildings),,,,Operational,Original
grib2/4/252/1031/LCZ8,Tile classes and groupings,,1031,LCZ8,Local climate zone 8: large low-rise (buildings),,,,Operational,Original
grib2/4/252/1032/LCZ9,Tile classes and groupings,,1032,LCZ9,Local climate zone 9: sparsely built (buildings),,,,Operational,Original
grib2/4/252/1033/LCZ10,Tile classes and groupings,,1033,LCZ10,Local climate zone 10: heavy industry (buildings),,,,Operational,Original
grib2/4/252/1034/TEBDU,Tile classes and groupings,,1034,TEBDU,Urban temperate broadleaf deciduous,,,,Operational,Original
grib2/4/252/1035/TRBDU,Tile classes and groupings,,1035,TRBDU,Urban tropical broadleaf deciduous,,,,Operational,Original
grib2/4/252/1036/TEBEU,Tile classes and groupings,,1036,TEBEU,Urban temperate broadleaf evergreen,,,,Operational,Original
grib2/4/252/1037/TRBEU,Tile classes and groupings,,1037,TRBEU,Urban tropical broadleaf evergreen,,,,Operational,Original
grib2/4/252/1038/BONEU,Tile classes and groupings,,1038,BONEU,Urban boreal needleleaf evergreen,,,,Operational,Original
grib2/4/252/1039/TENEU,Tile classes and groupings,,1039,TENEU,Urban temperate needleleaf evergreen,,,,Operational,Original
grib2/4/252/1040/BONDU,Tile classes and groupings,,1040,BONDU,Urban boreal needleleaf deciduous,,,,Operational,Original
grib2/4/252/1041-1500,Tile classes and groupings,,1041-1500,,Reserved for tile class entries for tile models using the ECOCLIMAP-SG land cover survey,(see Note),139,,Operational,Original
grib2/4/252/1501,Tile classes and groupings,,1501,,Nature grouping (NO + ROCK + SNOW + BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB + BOGR + GRAS + TROG + C3W + C3S + C4 + FLTR + FLGR),,,,Operational,Original
grib2/4/252/1502,Tile classes and groupings,,1502,,Non-forest grouping (NO + ROCK + SNOW + BOGR + GRAS + TROG + C3W + C3S + C4 + FLTR + FLGR),,,,Operational,Original
grib2/4/252/1503,Tile classes and groupings,,1503,,Forest grouping (BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB),,,,Operational,Original
grib2/4/252/1504,Tile classes and groupings,,1504,,Non-vegetated grouping (NO + ROCK + SNOW),,,,Operational,Original
grib2/4/252/1505,Tile classes and groupings,,1505,,Trees grouping (BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB + FLTR),,,,Operational,Original
grib2/4/252/1506,Tile classes and groupings,,1506,,Low vegetation grouping (BOGR + GRAS + TROG + C3W + C3S + C4 + FLGR),,,,Operational,Original
grib2/4/252/1507,Tile classes and groupings,,1507,,Non-flooded low vegetation grouping (BOGR + GRAS + TROG + C3W + C3S + C4),,,,Operational,Original
grib2/4/252/1508,Tile classes and groupings,,1508,,Crops grouping (C3W + C3S + C4),,,,Operational,Original
grib2/4/252/1509,Tile classes and groupings,,1509,,Grassland grouping (BOGR + GRAS + TROG),,,,Operational,Original
grib2/4/252/1510,Tile classes and groupings,,1510,,Bare and rock grouping (NO + ROCK),,,,Operational,Original
grib2/4/252/1511,Tile classes and groupings,,1511,,C3 crops grouping (C3W + C3S),,,,Operational,Original
grib2/4/252/1512,Tile classes and groupings,,1512,,Broadleaf forest grouping (BOBD + TEBD + TRBD + TEBE + TRBE + SHRB),,,,Operational,Original
grib2/4/252/1513,Tile classes and groupings,,1513,,Needleleaf forest grouping (BONE + TENE + BOND),,,,Operational,Original
grib2/4/252/1514,Tile classes and groupings,,1514,,Deciduous broadleaf forest grouping (BOBD + TEBD + TRBD + TEBE + SHRB),,,,Operational,Original
grib2/4/252/1515,Tile classes and groupings,,1515,,Temperate grassland grouping (BOGR + GRAS),,,,Operational,Original
grib2/4/252/1516,Tile classes and groupings,,1516,,Non-forest (no FLTR) grouping (NO + ROCK + SNOW + BOGR + GRAS + TROG + C3W + C3S + C4 + FLGR),,,,Operational,Original
grib2/4/252/1517,Tile classes and groupings,,1517,,Broadleaf forest (with FLTR) grouping (BOBD + TEBD + TRBD + TEBE + TRBE + SHRB + FLTR),,,,Operational,Original
grib2/4/252/1518,Tile classes and groupings,,1518,,Broadleaf trees grouping (BOBD + TEBD + TRBD + TEBE + TRBE + FLTR),,,,Operational,Original
grib2/4/252/1519,Tile classes and groupings,,1519,,C3/C4 grasslands grouping (BOGR + GRAS + FLGR),,,,Operational,Original
grib2/4/252/1520,Tile classes and groupings,,1520,,Broadleaf deciduous trees grouping (BOBD + TEBD + TRBD + FLTR),,,,Operational,Original
grib2/4/252/1521,Tile classes and groupings,,1521,,Broadleaf evergreen trees grouping (TEBE + TRBE),,,,Operational,Original
grib2/4/252/1522,Tile classes and groupings,,1522,,Needleleaf evergreen trees grouping (BONE + TENE),,,,Operational,Original
grib2/4/252/1523,Tile classes and groupings,,1523,,LCZ or urban grouping (LCZ1 + LCZ2 + LCZ3 + LCZ4 + LCZ5 + LCZ6 + LCZ7 + LCZ8 + LCZ9 + LCZ10),,,,Operational,Original
grib2/4/252/1524,Tile classes and groupings,,1524,,Inland water grouping (LAKE + RIVE),,,,Operational,Original
grib2/4/252/1525,Tile classes and groupings,,1525,,Urban parks and gardens TEBD grouping (NO + GRAS + TEBDU),,,,Operational,Original
grib2/4/252/1526,Tile classes and groupings,,1526,,Urban parks and gardens TRBD grouping (NO + GRAS + TRBDU),,,,Operational,Original
grib2/4/252/1527,Tile classes and groupings,,1527,,Urban parks and gardens TEBE grouping (NO + GRAS + TEBEU),,,,Operational,Original
grib2/4/252/1528,Tile classes and groupings,,1528,,Urban parks and gardens TRBE grouping (NO + GRAS + TRBEU),,,,Operational,Original
grib2/4/252/1529,Tile classes and groupings,,1529,,Urban parks and gardens BONE grouping (NO + GRAS + BONEU),,,,Operational,Original
grib2/4/252/1530,Tile classes and groupings,,1530,,Urban parks and gardens TENE grouping (NO + GRAS + TENEU),,,,Operational,Original
grib2/4/252/1531,Tile classes and groupings,,1531,,Urban parks and gardens BOND grouping (NO + GRAS + BONDU),,,,Operational,Original
grib2/4/252/1532-2000,Tile classes and groupings,,1532-2000,,Reserved for tile grouping entries for tile models using the ECOCLIMAP-SG land cover survey,(see Note),139,,Operational,Original
grib2/4/252/2001/CRMF,Tile classes and groupings,,2001,CRMF,"Crops, mixed farming",,,,Operational,Original
grib2/4/252/2002/SHGR,Tile classes and groupings,,2002,SHGR,Short grass,,,,Operational,Original
grib2/4/252/2003/EVNE,Tile classes and groupings,,2003,EVNE,Evergreen needleleaf trees,,,,Operational,Original
grib2/4/252/2004/DENE,Tile classes and groupings,,2004,DENE,Deciduous needleleaf trees,,,,Operational,Original
grib2/4/252/2005/DEBR,Tile classes and groupings,,2005,DEBR,Deciduous broadleaf trees,,,,Operational,Original
grib2/4/252/2006/EVBR,Tile classes and groupings,,2006,EVBR,Evergreen broadleaf trees,,,,Operational,Original
grib2/4/252/2007/TAGR,Tile classes and groupings,,2007,TAGR,Tall grass,,,,Operational,Original
grib2/4/252/2008/DESE,Tile classes and groupings,,2008,DESE,Desert,,,,Operational,Original
grib2/4/252/2009/TUND,Tile classes and groupings,,2009,TUND,Tundra,,,,Operational,Original
grib2/4/252/2010/IRCR,Tile classes and groupings,,2010,IRCR,Irrigated crops,,,,Operational,Original
grib2/4/252/2011/SEDE,Tile classes and groupings,,2011,SEDE,Semidesert,,,,Operational,Original
grib2/4/252/2012/ICGL,Tile classes and groupings,,2012,ICGL,Ice caps and glaciers,,,,Operational,Original
grib2/4/252/2013/BOMA,Tile classes and groupings,,2013,BOMA,Bogs and marshes,,,,Operational,Original
grib2/4/252/2014/INWA,Tile classes and groupings,,2014,INWA,Inland water,,,,Operational,Original
grib2/4/252/2015/OCEA,Tile classes and groupings,,2015,OCEA,Ocean,,,,Operational,Original
grib2/4/252/2016/EVSH,Tile classes and groupings,,2016,EVSH,Evergreen shrubs,,,,Operational,Original
grib2/4/252/2017/DESH,Tile classes and groupings,,2017,DESH,Deciduous shrubs,,,,Operational,Original
grib2/4/252/2018/MFWO,Tile classes and groupings,,2018,MFWO,Mixed forest/woodland,,,,Operational,Original
grib2/4/252/2019/INFO,Tile classes and groupings,,2019,INFO,Interrupted forest,,,,Operational,Original
grib2/4/252/2020/WLMI,Tile classes and groupings,,2020,WLMI,Water and land mixtures,,,,Operational,Original
grib2/4/252/2021/BASO,Tile classes and groupings,,2021,BASO,Bare soil,,,,Operational,Original
grib2/4/252/2022/URBA,Tile classes and groupings,,2022,URBA,Urban,,,,Operational,Original
grib2/4/252/2023/LORI,Tile classes and groupings,,2023,LORI,Low-rise building,,,,Operational,Original
grib2/4/252/2024/HIRI,Tile classes and groupings,,2024,HIRI,High-rise building,,,,Operational,Original
grib2/4/252/2025-2500,Tile classes and groupings,,2025-2500,,Reserved for tile class entries for tile models using the GLCC v2.0 BATS Classification survey,(see Note),139,,Operational,Original
grib2/4/252/2501,Tile classes and groupings,,2501,,Low vegetation grouping (CRMF + SHGR + TAGR + TUND + IRCR + SEDE + BOMA + EVSH + DESH + WLMI),,,,Operational,Original
grib2/4/252/2502,Tile classes and groupings,,2502,,High vegetation grouping (EVNE + DENE + DEBR + EVBR + MFWO + INFO),,,,Operational,Original
grib2/4/252/2503-3000,Tile classes and groupings,,2503-3000,,Reserved for tile grouping entries for tile models using the GLCC v2.0 BATS Classification survey,(see Note),139,,Operational,Original
grib2/4/252/3001/PFIC,Tile classes and groupings,,3001,PFIC,Post-flooding or irrigated croplands,,,,Operational,Original
grib2/4/252/3002/RACR,Tile classes and groupings,,3002,RACR,Rainfed croplands,,,,Operational,Original
grib2/4/252/3003/MCVE,Tile classes and groupings,,3003,MCVE,"Mosaic cropland (50%-70%)/vegetation (grassland, shrubland, forest) (20-50%)",,,,Operational,Original
grib2/4/252/3004/MVCR,Tile classes and groupings,,3004,MVCR,"Mosaic vegetation (grassland, shrubland, forest) (50%-70%)/cropland (20%-50%)",,,,Operational,Original
grib2/4/252/3005/COBS,Tile classes and groupings,,3005,COBS,Closed to open (>15%) broadleaved evergreen and/or semi-deciduous forest (>5m),,,,Operational,Original
grib2/4/252/3006/CLBD,Tile classes and groupings,,3006,CLBD,Closed (>40%) broadleaved deciduous forest (>5m),,,,Operational,Original
grib2/4/252/3007/OPBD,Tile classes and groupings,,3007,OPBD,Open (15-40%) broadleaved deciduous forest (>5m),,,,Operational,Original
grib2/4/252/3008/CLNE,Tile classes and groupings,,3008,CLNE,Closed (>40%) needleleaved evergreen forest (>5m),,,,Operational,Original
grib2/4/252/3009/ONDE,Tile classes and groupings,,3009,ONDE,Open (15-40%) needleleaved deciduous or evergreen forest (>5m),,,,Operational,Original
grib2/4/252/3010/COBN,Tile classes and groupings,,3010,COBN,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m),,,,Operational,Original
grib2/4/252/3011/MFSG,Tile classes and groupings,,3011,MFSG,Mosaic forest/shrubland (50%-70%)/grassland (20%-50%),,,,Operational,Original
grib2/4/252/3012/MGFS,Tile classes and groupings,,3012,MGFS,Mosaic grassland (50%-70%)/forest/shrubland (20%-50%),,,,Operational,Original
grib2/4/252/3013/COSH,Tile classes and groupings,,3013,COSH,Closed to open (>15%) shrubland (<5m),,,,Operational,Original
grib2/4/252/3014/COHV,Tile classes and groupings,,3014,COHV,Closed to open (>15%) herbaceous vegetation,,,,Operational,Original
grib2/4/252/3015/SPVE,Tile classes and groupings,,3015,SPVE,"Sparse (<15%) vegetation (woody vegetation, shrubs, grassland)",,,,Operational,Original
grib2/4/252/3016/COBFF,Tile classes and groupings,,3016,COBFF,Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - fresh or brackish water,,,,Operational,Original
grib2/4/252/3017/CLBFF,Tile classes and groupings,,3017,CLBFF,Closed (>40%) broadleaved forest or shrubland permanently flooded - saline or brackish water,,,,Operational,Original
grib2/4/252/3018/COVEF,Tile classes and groupings,,3018,COVEF,"Closed to open (>15%) vegetation (grassland, shrubland, woody vegetation) on regularly flooded or waterlogged soil - fresh, brackish or saline water",,,,Operational,Original
grib2/4/252/3019/ASAA,Tile classes and groupings,,3019,ASAA,Artificial surfaces and associated areas (urban areas >50%),,,,Operational,Original
grib2/4/252/3020/BAAR,Tile classes and groupings,,3020,BAAR,Bare areas,,,,Operational,Original
grib2/4/252/3021/WABO,Tile classes and groupings,,3021,WABO,Water bodies,,,,Operational,Original
grib2/4/252/3022/PESI,Tile classes and groupings,,3022,PESI,Permanent snow and ice,,,,Operational,Original
grib2/4/252/3023-3500,Tile classes and groupings,,3023-3500,,Reserved for tile class entries for tile models using the ESA-GlobCover GCV2009 survey,(see Note),139,,Operational,Original
grib2/4/252/3501,Tile classes and groupings,,3501,,Grouping using the dominant tiles approach (dominant tile varies per gridbox),,,,Operational,Original
grib2/4/252/3502-4000,Tile classes and groupings,,3502-4000,,Reserved for tile grouping entries for tile models using the ESA-GlobCover GCV2009 survey,(see Note),139,,Operational,Original
grib2/4/252/4001/TBECO,Tile classes and groupings,,4001,TBECO,"Tree cover, broadleaved evergreen, closed to open (>15%)",,,,Operational,Original
grib2/4/252/4002/TBDC,Tile classes and groupings,,4002,TBDC,"Tree cover, broadleaved deciduous, closed (>40%)",,,,Operational,Original
grib2/4/252/4003/TBDO,Tile classes and groupings,,4003,TBDO,"Tree cover, broadleaved deciduous, open (15-40%)",,,,Operational,Original
grib2/4/252/4004/TNECO,Tile classes and groupings,,4004,TNECO,"Tree cover, needleleaved evergreen, closed to open (>15%)",,,,Operational,Original
grib2/4/252/4005/TNDCO,Tile classes and groupings,,4005,TNDCO,"Tree cover, needleleaved decidous, closed to open (>15%)",,,,Operational,Original
grib2/4/252/4006/TMLCO,Tile classes and groupings,,4006,TMLCO,"Tree cover, mixed leaftype, closed to open (>15%)",,,,Operational,Original
grib2/4/252/4007/TCOFF,Tile classes and groupings,,4007,TCOFF,"Tree cover, closed to open (>15%), regularly flooded, fresh or brackish water: swamp forests",,,,Operational,Original
grib2/4/252/4008/TCOFS,Tile classes and groupings,,4008,TCOFS,"Tree cover, closed to open (>15%), regularly flooded, saline water: mangrove forests",,,,Operational,Original
grib2/4/252/4009/MTVG,Tile classes and groupings,,4009,MTVG,Mosaic of tree cover and other natural vegetation (crop component possible),,,,Operational,Original
grib2/4/252/4010/TBURN,Tile classes and groupings,,4010,TBURN,"Tree cover, burnt (mainly boreal forests)",,,,Operational,Original
grib2/4/252/4011/SCOE,Tile classes and groupings,,4011,SCOE,"Shrubcover, closed to open (>15%), evergreen (broadleaved or needleleaved)",,,,Operational,Original
grib2/4/252/4012/SCOD,Tile classes and groupings,,4012,SCOD,"Shrubcover, closed to open (>15%), deciduous (broadleaved)",,,,Operational,Original
grib2/4/252/4013/HCCO,Tile classes and groupings,,4013,HCCO,"Herbaceous cover, closed to open (>15%)",,,,Operational,Original
grib2/4/252/4014/SHSC,Tile classes and groupings,,4014,SHSC,Sparse herbaceous or sparse shrub cover,,,,Operational,Original
grib2/4/252/4015/FSHCO,Tile classes and groupings,,4015,FSHCO,"Regularly flooded (>2 month) shrub or herbaceous cover, closed to open",,,,Operational,Original
grib2/4/252/4016/CROP,Tile classes and groupings,,4016,CROP,Cropland (upland crops or inundated/ flooded crops),,,,Operational,Original
grib2/4/252/4017/MCTNV,Tile classes and groupings,,4017,MCTNV,Mosaic of cropland / tree cover/ other natural vegetation,,,,Operational,Original
grib2/4/252/4018/MCSH,Tile classes and groupings,,4018,MCSH,Mosaic of cropland / shrub or herbaceous cover,,,,Operational,Original
grib2/4/252/4019/BAARE,Tile classes and groupings,,4019,BAARE,Bare areas,,,,Operational,Original
grib2/4/252/4020/WBNA,Tile classes and groupings,,4020,WBNA,Water bodies (natural or artificial),,,,Operational,Original
grib2/4/252/4021/SINA,Tile classes and groupings,,4021,SINA,Snow or ice (natural or artificial),,,,Operational,Original
grib2/4/252/4022/URAR,Tile classes and groupings,,4022,URAR,Urban areas,,,,Operational,Original
grib2/4/252/4023-4500,Tile classes and groupings,,4023-4500,,Reserved for tile class entries for tile models using the European Commission-Global Land Cover Project GLC2000 survey,(see Note),139,,Operational,Original
grib2/4/252/4501-5000,Tile classes and groupings,,4501-5000,,Reserved for tile grouping entries for tile models using the European Commission-Global Land Cover Project GLC2000 survey,(see Note),139,,Operational,Original
grib2/4/252/5001-32767,Tile classes and groupings,,5001-32767,,Reserved for additional land cover surveys,,,,Operational,Original
grib2/4/252/32768-65534,Tile classes and groupings,,32768-65534,,Reserved for local use,,,,Operational,Original
grib2/4/252/65535,Tile classes and groupings,,65535,,Missing,,,,Operational,Original
