ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/6/23,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",23,,Cloud ice mixing ratio,(see Note 1),4,kg/kg,Deprecated,PDF
grib2/4/2/0/6/24,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",24,,Sunshine,,,Numeric,Operational,PDF
grib2/4/2/0/6/25,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",25,,Horizontal extent of cumulonimbus (CB),,,%,Operational,PDF
grib2/4/2/0/6/26,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",26,,Height of convective cloud base,,,m,Operational,PDF
grib2/4/2/0/6/27,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",27,,Height of convective cloud top,,,m,Operational,PDF
grib2/4/2/0/6/28,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",28,,Number of cloud droplets per unit mass of air,,,/kg,Operational,PDF
grib2/4/2/0/6/29,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",29,,Number of cloud ice particles per unit mass of air,,,/kg,Operational,PDF
grib2/4/2/0/6/30,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",30,,Number density of cloud droplets,,,m-3,Operational,PDF
grib2/4/2/0/6/31,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",31,,Number density of cloud ice particles,,,m-3,Operational,PDF
grib2/4/2/0/6/32,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",32,,Fraction of cloud cover,,,Numeric,Operational,PDF
grib2/4/2/0/6/33,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",33,,Sunshine duration,,,s,Operational,PDF
grib2/4/2/0/6/34,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",34,,Surface long-wave effective total cloudiness,,,Numeric,Operational,PDF
grib2/4/2/0/6/35,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",35,,Surface short-wave effective total cloudiness,,,Numeric,Operational,PDF
grib2/4/2/0/6/36,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",36,,Fraction of stratiform precipitation cover,,,Proportion,Operational,PDF
grib2/4/2/0/6/37,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",37,,Fraction of convective precipitation cover,,,Proportion,Operational,PDF
grib2/4/2/0/6/38,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",38,,Mass density of cloud droplets,,,kg m-3,Operational,PDF
grib2/4/2/0/6/39,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",39,,Mass density of cloud ice,,,kg m-3,Operational,PDF
grib2/4/2/0/6/40,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",40,,Mass density of convective cloud water droplets,,,kg m-3,Operational,PDF
grib2/4/2/0/6/41-46,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",41-46,,Reserved,,,,Operational,PDF
grib2/4/2/0/6/47,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",47,,Volume fraction of cloud water droplets,(see Note 2),11,Numeric,Operational,PDF
grib2/4/2/0/6/48,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",48,,Volume fraction of cloud ice particles,(see Note 2),11,Numeric,Operational,PDF
grib2/4/2/0/6/49,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",49,,Volume fraction of cloud (ice and/or water),(see Note 2),11,Numeric,Operational,PDF
grib2/4/2/0/6/50,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",50,,Fog,(see Note 3),49,%,Operational,PDF
grib2/4/2/0/6/51,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",51,,Sunshine duration fraction,(see Note 4),131,Proportion,Operational,PDF
grib2/4/2/0/6/52-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",52-191,,Reserved,,,,Operational,PDF
grib2/4/2/0/6/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",192-254,,Reserved for local use,,,,Operational,PDF
grib2/4/2/0/6/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",255,,Missing,,,,Operational,PDF
