ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/3/21,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",21,,Angle of subgrid-scale orography,,,rad,Operational,Original
grib2/4/2/0/3/22,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",22,,Slope of subgrid-scale orography,,,Numeric,Operational,Original
grib2/4/2/0/3/23,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",23,,Gravity wave dissipation,,,W m-2,Operational,Original
grib2/4/2/0/3/24,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",24,,Anisotropy of subgrid-scale orography,,,Numeric,Operational,Original
grib2/4/2/0/3/25,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",25,,Natural logarithm of pressure in Pa,,,Numeric,Operational,Original
grib2/4/2/0/3/26,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",26,,Exner pressure,,,Numeric,Operational,Original
grib2/4/2/0/3/27,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",27,,Updraught mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/3/28,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",28,,Downdraught mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/3/29,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",29,,Updraught detrainment rate,,,kg m-3 s-1,Operational,Original
grib2/4/2/0/3/30,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",30,,Downdraught detrainment rate,,,kg m-3 s-1,Operational,Original
grib2/4/2/0/3/31,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",31,,Unbalanced component of logarithm of surface pressure,,,-,Operational,Original
grib2/4/2/0/3/32,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",32,,Saturation water vapour pressure,,,Pa,Operational,Original
grib2/4/2/0/3/33,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",33,,Geometric altitude above mean sea level,,,m,Operational,Original
grib2/4/2/0/3/34,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",34,,Geometric height above ground level,,,m,Operational,Original
grib2/4/2/0/3/35,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",35,,Column integrated divergence of total mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/3/36,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",36,,Column integrated eastward total mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/3/37,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",37,,Column integrated northward total mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/3/38,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",38,,Standard deviation of filtered subgrid orography,,,m,Operational,Original
grib2/4/2/0/3/39,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",39,,Column integrated mass of atmosphere,,,kg m-2,Operational,Original
grib2/4/2/0/3/40,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",40,,Column integrated eastward geopotential flux,,,W m-1,Operational,Original
grib2/4/2/0/3/41,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",41,,Column integrated northward geopotential flux,,,W m-1,Operational,Original
grib2/4/2/0/3/42,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",42,,Column integrated divergence of water geopotential flux,,,W m-2,Operational,Original
grib2/4/2/0/3/43,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",43,,Column integrated divergence of geopotential flux,,,W m-2,Operational,Original
grib2/4/2/0/3/44,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",44,,Height of zero-degree wet-bulb temperature,,,m,Operational,Original
grib2/4/2/0/3/45,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",45,,Height of one-degree wet-bulb temperature,,,m,Operational,Original
grib2/4/2/0/3/46,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",46,,Pressure departure from hydrostatic state,,,Pa,Operational,Original
grib2/4/2/0/3/47-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",47-191,,Reserved,,,,Operational,Original
grib2/4/2/0/3/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/0/3/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 3: mass",255,,Missing,,,,Operational,Original
