ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/0/60,Product definition template number,,60,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/61,Product definition template number,,61,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/62,Product definition template number,,62,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/63,Product definition template number,,63,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",,,,Operational,PDF
grib2/4/0/64-66,Product definition template number,,64-66,,Reserved,,,,Operational,PDF
grib2/4/0/67,Product definition template number,,67,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,,Operational,PDF
grib2/4/0/68,Product definition template number,,68,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,,Operational,PDF
grib2/4/0/69,Product definition template number,,69,,Reserved,,,,Operational,PDF
grib2/4/0/70,Product definition template number,,70,,Post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/71,Product definition template number,,71,,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/72,Product definition template number,,72,,"Post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/73,Product definition template number,,73,,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/74-75,Product definition template number,,74-75,,Reserved,,,,Operational,PDF
grib2/4/0/76,Product definition template number,,76,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents with source or sink,,,,Operational,PDF
grib2/4/0/77,Product definition template number,,77,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents with source or sink",,,,Operational,PDF
grib2/4/0/78,Product definition template number,,78,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,,Operational,PDF
grib2/4/0/79,Product definition template number,,79,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,,Operational,PDF
grib2/4/0/80,Product definition template number,,80,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink,,,,Operational,PDF
grib2/4/0/81,Product definition template number,,81,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",,,,Operational,PDF
grib2/4/0/82,Product definition template number,,82,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational,PDF
grib2/4/0/83,Product definition template number,,83,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational,PDF
grib2/4/0/84,Product definition template number,,84,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational,PDF
grib2/4/0/85,Product definition template number,,85,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational,PDF
grib2/4/0/86,Product definition template number,,86,,Quantile forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/87,Product definition template number,,87,,Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/88,Product definition template number,,88,,Analysis or forecast at a horizontal level or in a horizontal layer at a specified local time,,,,Operational,PDF
grib2/4/0/89,Product definition template number,,89,,Post-processed quantile forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/90,Product definition template number,,90,,Post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/91,Product definition template number,,91,,Categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/92,Product definition template number,,92,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/93,Product definition template number,,93,,Post-processing analysis or forecast at a horizontal level or in a horizontal layer at a specified local time,,,,Operational,PDF
grib2/4/0/94,Product definition template number,,94,,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/95,Product definition template number,,95,,"Average, accumulation, extreme values or other statistically processed value at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/96,Product definition template number,,96,,"Average, accumulation, extreme values or other statistically processed values of an individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/97,Product definition template number,,97,,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/98,Product definition template number,,98,,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,,Operational,PDF
grib2/4/0/99,Product definition template number,,99,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,,,,Operational,PDF
grib2/4/0/100,Product definition template number,,100,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions",,,,Operational,PDF
grib2/4/0/101,Product definition template number,,101,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,,,,Operational,PDF
grib2/4/0/102,Product definition template number,,102,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",,,,Operational,PDF
grib2/4/0/103,Product definition template number,,103,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for waves selected by period range,,,,Operational,PDF
grib2/4/0/104,Product definition template number,,104,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",,,,Operational,PDF
grib2/4/0/105,Product definition template number,,105,,"Anomalies, significance and other derived products from an analysis or forecast in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/106,Product definition template number,,106,,"Anomalies, significance and other derived products from an individual ensemble forecast, control and perturbed in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/107,Product definition template number,,107,,"Anomalies, significance and other derived products from derived forecasts based on all ensemble members in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/108,Product definition template number,,108,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,,,,Operational,PDF
grib2/4/0/109,Product definition template number,,109,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for generic optical products",,,,Operational,PDF
grib2/4/0/110,Product definition template number,,110,,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",,,,Operational,PDF
grib2/4/0/111,Product definition template number,,111,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for generic optical products",,,,Operational,PDF
grib2/4/0/112,Product definition template number,,112,,"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/113,Product definition template number,,113,,Generalized tiles at a horizontal level or horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/114,Product definition template number,,114,,"Average, accumulation, and/or extreme values or other statistically processed values on generalized tiles at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/115,Product definition template number,,115,,"Individual ensemble forecast, control and perturbed on generalized tiles at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/116,Product definition template number,,116,,"Individual ensemble forecast, control and perturbed on generalized tiles at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/117,Product definition template number,,117,,"Individual large ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/118,Product definition template number,,118,,"Individual large ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational,PDF
grib2/4/0/119,Product definition template number,,119,,Probability forecasts from large ensembles at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/120,Product definition template number,,120,,Probability forecasts from large ensembles at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/121,Product definition template number,,121,,Probability forecasts from large ensembles with spatiotemporal processing based on focal (moving window) statistics at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/122,Product definition template number,,122,,Probability forecasts from large ensembles with spatiotemporal processing based on focal (moving window) statistics at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/123,Product definition template number,,123,,Probability forecasts from large ensembles with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/124,Product definition template number,,124,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for radionuclides,,,,Operational,PDF
grib2/4/0/125,Product definition template number,,125,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for radionuclides",,,,Operational,PDF
grib2/4/0/126,Product definition template number,,126,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",,,,Operational,PDF
grib2/4/0/127,Product definition template number,,127,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",,,,Operational,PDF
grib2/4/0/128,Product definition template number,,128,,Anomalies significance and other derived products from an analysis or forecast in relation to a reference period at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/129,Product definition template number,,129,,"Anomalies significance and other derived products from an individual ensemble forecast, control and perturbed in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/130,Product definition template number,,130,,Anomalies significance and other derived products from derived forecasts based on all ensemble members in relation to a reference period at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/131,Product definition template number,,131,,Anomalies significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/132,Product definition template number,,132,,"Quantile forecasts of anomalies, significance and other derived products in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/133,Product definition template number,,133,,"Post-processed quantile forecasts of anomalies, significance and other derived products in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/134,Product definition template number,,134,,"Quantile forecasts of anomalies, significance and other derived products in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/135,Product definition template number,,135,,"Post-processed quantile forecasts of anomalies, significance and other derived products in relation to a reference period at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/136,Product definition template number,,136,,"Probability forecasts of anomalies, significance and other derived products in relation to a reference period with spatiotemporal processing based on focal (moving window) statistics in relation to a reference period at a horizontal level or in at a point in time",,,,Operational,PDF
grib2/4/0/137,Product definition template number,,137,,Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/138,Product definition template number,,138,,Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/139,Product definition template number,,139,,Reforecast at a horizontal level or in a horizontal layer at a point in time for waves selected by period range,,,,Operational,PDF
grib2/4/0/140,Product definition template number,,140,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",,,,Operational,PDF
grib2/4/0/141,Product definition template number,,141,,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,,,,Operational,PDF
grib2/4/0/142,Product definition template number,,142,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions",,,,Operational,PDF
grib2/4/0/143,Product definition template number,,143,,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",,,,Operatinal,PDF
grib2/4/0/144,Product definition template number,,144,,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,,,,Operational,PDF
grib2/4/0/145,Product definition template number,,145,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",,,,Operational,PDF
grib2/4/0/146,Product definition template number,,146,,Verification scores for analysis or forecast at a horizontal level or in a horizontal layer at a point in time ,,,,Operational,PDF
grib2/4/0/147,Product definition template number,,147,,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/148,Product definition template number,,148,,"Verification scores for individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/149,Product definition template number,,149,,"Verification scores for individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/150,Product definition template number,,150,,Verification scores for derived forecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/151,Product definition template number,,151,,Verification scores for derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/152,Product definition template number,,152,,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",,,,Operational,PDF
grib2/4/0/153,Product definition template number,,153,,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,,Operational,PDF
grib2/4/0/154,Product definition template number,,154,,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/155,Product definition template number,,155,,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/156-253,Product definition template number,,156-253,,Reserved,,,,Operational,PDF
grib2/4/0/254,Product definition template number,,254,,CCITT IA5 character string,,,,Operational,PDF
grib2/4/0/255-999,Product definition template number,,255-999,,Reserved,,,,Operational,PDF
grib2/4/0/1000,Product definition template number,,1000,,Cross-section of analysis and forecast at a point in time,,,,Experimental,PDF
grib2/4/0/1001,Product definition template number,,1001,,Cross-section of averaged or otherwise statistically processed analysis or forecast over a range of time,,,,Experimental,PDF
grib2/4/0/1002,Product definition template number,,1002,,"Cross-section of analysis and forecast, averaged or otherwise statistically processed over latitude or longitude",,,,Experimental,PDF
grib2/4/0/1003-1099,Product definition template number,,1003-1099,,Reserved,,,,Operational,PDF
grib2/4/0/1100,Product definition template number,,1100,,Hovmöller-type grid with no averaging or other statistical processing,,,,Experimental,PDF
grib2/4/0/1101,Product definition template number,,1101,,Hovmöller-type grid with averaging or other statistical processing,,,,Experimental,PDF
grib2/4/0/1102-32767,Product definition template number,,1102-32767,,Reserved,,,,Operational,PDF
grib2/4/0/32768-65534,Product definition template number,,32768-65534,,Reserved for local use,,,,Operational,PDF
grib2/4/0/65535,Product definition template number,,65535,,Missing,,,,Operational,PDF
