ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/2/0/13,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",13,,Plant canopy surface water,,,kg m-2,Operational,na
grib2/4/2/2/0/14,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",14,,Blackadar’s mixing length scale,,,m,Operational,na
grib2/4/2/2/0/15,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",15,,Canopy conductance,,,m/s,Operational,na
grib2/4/2/2/0/16,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",16,,Minimal stomatal resistance,,,s/m,Operational,na
grib2/4/2/2/0/17,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",17,,Wilting point,(see Note 1),1,Proportion,Deprecated,na
grib2/4/2/2/0/18,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",18,,Solar parameter in canopy conductance,,,Proportion,Operational,na
grib2/4/2/2/0/19,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",19,,Temperature parameter in canopy,,,Proportion,Operational,na
grib2/4/2/2/0/20,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",20,,Humidity parameter in canopy conductance,,,Proportion,Operational,na
grib2/4/2/2/0/21,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",21,,Soil moisture parameter in canopy conductance,,,Proportion,Operational,na
grib2/4/2/2/0/22,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",22,,Soil moisture,(see Note 3),8,kg m-3,Deprecated,na
grib2/4/2/2/0/23,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",23,,Column-integrated soil water,(see Note 3),8,kg m-2,Deprecated,na
grib2/4/2/2/0/24,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",24,,Heat flux,,,W m-2,Operational,na
grib2/4/2/2/0/25,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",25,,Volumetric soil moisture,,,m3 m-3,Operational,na
grib2/4/2/2/0/26,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",26,,Wilting point,,,kg m-3,Operational,na
grib2/4/2/2/0/27,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",27,,Volumetric wilting point,,,m3 m-3,Operational,na
grib2/4/2/2/0/28,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",28,,Leaf area index,,,Numeric,Operational,na
grib2/4/2/2/0/29,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",29,,Evergreen forest cover,,,Proportion,Operational,na
grib2/4/2/2/0/30,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",30,,Deciduous forest cover,,,Proportion,Operational,na
grib2/4/2/2/0/31,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",31,,Normalized differential vegetation index (NDVI),,,Numeric,Operational,na
grib2/4/2/2/0/32,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",32,,Root depth of vegetation,,,m,Operational,na
grib2/4/2/2/0/33,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",33,,Water runoff and drainage,(see Note 4),6,kg m-2,Operational,na
grib2/4/2/2/0/34,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",34,,Surface water runoff,(see Note 4),6,kg m-2,Operational,na
grib2/4/2/2/0/35,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",35,,Tile class,,,(Code table 4.243),Operational,na
grib2/4/2/2/0/36,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",36,,Tile fraction,,,Proportion,Operational,na
grib2/4/2/2/0/37,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",37,,Tile percentage,,,%,Operational,na
grib2/4/2/2/0/38,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",38,,Soil volumetric ice content (water equivalent),(see Note 5),51,m3 m-3,Operational,na
grib2/4/2/2/0/39,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",39,,Evapotranspiration rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/40,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",40,,Potential evapotranspiration rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/41,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",41,,Snow melt rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/42,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",42,,Water runoff and drainage rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/43,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",43,,Drainage direction,,,(Code table 4.250),Operational,na
grib2/4/2/2/0/44,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",44,,Upstream area,,,m2,Operational,na
grib2/4/2/2/0/45,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",45,,Wetland cover,,,Proportion,Operational,na
grib2/4/2/2/0/46,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",46,,Wetland type,,,(Code table 4.239),Operational,na
grib2/4/2/2/0/47,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",47,,Irrigation cover,,,Proportion,Operational,na
grib2/4/2/2/0/48,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",48,,C4 crop cover,(see Note 7),125,Proportion,Operational,na
grib2/4/2/2/0/49,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",49,,C4 grass cover,(see Note 7),125,Proportion,Operational,na
grib2/4/2/2/0/50,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",50,,Skin reservoir content,,,kg m-2,Operational,na
grib2/4/2/2/0/51,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",51,,Surface runoff rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/52,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",52,,Subsurface runoff rate,,,kg m-2 s-1,Operational,na
grib2/4/2/2/0/53,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",53,,Low-vegetation cover,,,Proportion,Operational,na
grib2/4/2/2/0/54,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",54,,High-vegetation cover,,,Proportion,Operational,na
grib2/4/2/2/0/55,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",55,,"Leaf area index, low-vegetation",,,m2 m-2,Operational,na
grib2/4/2/2/0/56,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",56,,"Leaf area index, high-vegetation",,,m2 m-2,Operational,na
grib2/4/2/2/0/57,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",57,,Type of low-vegetation,,,Code table 4.234,Operational,na
grib2/4/2/2/0/58,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",58,,Type of high-vegetation,,,Code table 4.234,Operational,na
grib2/4/2/2/0/59,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",59,,Net ecosystem exchange flux,(see Note 8),130,kg m-2 s-1,Operational,na
grib2/4/2/2/0/60,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",60,,Gross primary production flux,(see Note 8),130,kg m-2 s-1,Operational,na
grib2/4/2/2/0/61,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",61,,Ecosystem respiration flux,(see Note 8),130,kg m-2 s-1,Operational,na
grib2/4/2/2/0/62,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",62,,Emissivity,,,Proportion,Operational,na
grib2/4/2/2/0/63,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",63,,Canopy air temperature,,,K,Operational,na
grib2/4/2/2/0/64-191,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",64-191,,Reserved,,,,Operational,na
grib2/4/2/2/0/192-254,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",192-254,,Reserved for local use,,,,Operational,na
grib2/4/2/2/0/255,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",255,,Missing,,,,Operational,na
