Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 1 — Produits hydrologiques,2,,Propriétés des eaux intérieures et des sédiments,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 1 — Produits hydrologiques,3-191,,En réserve,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 1 — Produits hydrologiques,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 1 — Produits hydrologiques,255,,Valeur manquante,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,0,,Végétation/Biomasse,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,1,,Produits spéciaux pour l'agriculture et l'aquaculture,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,2,,Produits pour les transports,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,3,,Produits relatifs aux sols,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,4,,Produits relatifs aux conditions météorologiques propices aux incendies,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,5-191,,En réserve,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 2 — Produits pour la surface des terres,255,,Valeur manquante,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,0,,Produits-image,(voir la note 1),,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,1,,Produits quantitatifs,(voir la note 2),,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,2,,Propriétés des nuages,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,3,,Conditions propres aux règles de vol,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,4,,Cendres volcaniques,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,5,,Température de surface de la mer,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,6,,Rayonnement solaire,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,7-191,,En réserve,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 3 — Produits spatiaux,255,,Valeur manquante,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,0,,Vagues,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,1,,Courants,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,2,,Glace,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,3,,Propriétés en surface,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,4,,Propriétés sous-marines,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,5-190,,En réserve,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,191,,Divers,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.1 — Catégorie de paramètres par domaine de spécialisation des produits,Domaine de spécialisation 10 — Produits océanographiques,255,,Valeur manquante,,,,Operational
