ID,Title_fr,Subtitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/2/10/4/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",12,,Facteur de forme par rapport au profil de température au niveau de la thermocline,,,–,Operational,Original
grib2/4/2/10/4/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",13,,Coefficient d'atténuation du rayonnement solaire par l'eau,,,m-1,Operational,Original
grib2/4/2/10/4/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",14,,Profondeur de l'eau,,,m,Operational,Original
grib2/4/2/10/4/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",15,,Température de l'eau,,,K,Operational,Original
grib2/4/2/10/4/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",16,,Masse volumique de l'eau (rho),,,kg m-3,Operational,Original
grib2/4/2/10/4/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",17,,Anomalie de masse volumique de l'eau (sigma),(voir la note),,kg m-3,Deprecated,Original
grib2/4/2/10/4/18,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",18,,Température potentielle de l'eau (theta),,,K,Operational,Original
grib2/4/2/10/4/19,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",19,,Masse volumique potentielle de l'eau (rho theta),,,kg m-3,Operational,Original
grib2/4/2/10/4/20,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",20,,Anomalie de masse volumique potentielle de l'eau (sigma theta),(voir la note),,kg m-3,Operational,Original
grib2/4/2/10/4/21,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",21,,Salinité pratique,,,Numérique,Operational,Original
grib2/4/2/10/4/22-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",22-191,,En réserve,,,–,Operational,Original
grib2/4/2/10/4/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",192-254,,En réserve pour un usage local,,,–,Operational,Original
grib2/4/2/10/4/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",255,,Valeur manquante,,,–,Operational,Original
