"Title_fr","Subtitle_fr","CodeFlag","Value","MeaningParameterDescription_fr","Note_fr","noteIDs","UnitComments_fr","Status"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","51","","Concentration dans l'air","","","mol m-3","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","52","","Rapport de mélange du volume (fraction dans l'air)","","","mol mol-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","53","","Taux de production chimique brute de la concentration","","","mol m-3 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","54","","Taux de destruction chimique brute de la concentration","","","mol m-3 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","55","","Flux de surface","","","mol m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","56","","Changements de quantité dans l'atmosphère","(voir la note)","","mol s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","57","","Charge totale moyenne annuelle de l'atmosphère","","","mol","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","58","","Perte atmosphérique totale moyennée sur une année","(voir la note)","","mol s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","59","","Concentration en nombre de particules d'aérosol","(voir la note 2)","","m-3","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","60","","Concentration massique des particules d'aérosol","(voir la note 2)","","kg-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","61","","Densité massique maximum sur la colonne","(voir la note 1)","","kg m-3","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","62","","Altitude du maximum de densité massique","","","m","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","63","","Masse volumique par couche moyennée sur la colonne","","","kg m-3","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","64","","Fraction molaire dans l'air sec","","","mol mol-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","65","","Fraction molaire dans l'air humide","","","mol mol-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","66","","Taux de lessivage dans les nuages par les précipitations intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","67","","Taux de lessivage au-dessous des nuages par les précipitations intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","68","","Taux d'émission par évaporation des précipitations intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","69","","Taux de lessivage par les précipitations à grande échelle dans les nuages intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","70","","Taux de lessivage par les précipitations à grande échelle au-dessous des nuages intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","71","","Taux d'émission par évaporation de précipitations à grande échelle intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","72","","Taux de lessivage dans les nuages par les précipitations convectives intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","73","","Taux de lessivage au-dessous des nuages par les précipitations convectives intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","74","","Taux d'émission par évaporation de précipitations convectives intégré sur la colonne","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","75","","Flux thermique lié à un incendie","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","76","","Taux d'émission","","","kg kg-1 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","77","","Flux d'émission en surface","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","78-99","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","100","","Densité de surface (aérosols)","","","m-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","101","","Portée visuelle verticale","","","m","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","102","","Épaisseur optique des aérosols","","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","103","","Albédo à diffusion unique","","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","104","","Coefficient d'asymétrie","","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","105","","Coefficient d'atténuation par les aérosols","","","m-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","106","","Coefficient d'absorption par les aérosols","","","m-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","107","","Rétrodiffusion par les aérosols (lidar, satellite)","","","m-1 sr-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","108","","Rétrodiffusion par les aérosols (lidar, sol)","","","m-1 sr-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","109","","Atténuation par les aérosols (lidar, satellite)","","","m-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","110","","Atténuation par les aérosols (lidar, sol)","","","m-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","111","","Exposant d'Ångström","","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","112-191","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","192-254","","En réserve pour un usage local","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère","255","","Valeur manquante","","","","Operational"
