ID,Title_fr,Subtitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/2/0/4/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",10,,Rayonnement photosynthétiquement actif,,,W m-2,Operational,Original
grib2/4/2/0/4/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",11,,Bilan du rayonnement de courte longueur d'onde par ciel clair,,,W m-2,Operational,Original
grib2/4/2/0/4/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",12,,Rayonnement ultraviolet descendant,,,W m-2,Operational,Original
grib2/4/2/0/4/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",13,,Rayonnement direct de courte longueur d'onde,,,W m-2,Operational,Original
grib2/4/2/0/4/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",14,,Rayonnement diffus de courte longueur d'onde,,,W m-2,Operational,Original
grib2/4/2/0/4/15-49,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",15-49,,En réserve,,,,Operational,Original
grib2/4/2/0/4/50,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",50,,Indice UV** (ciel dégagé),,,Numérique,Operational,Original
grib2/4/2/0/4/51,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",51,,Indice UV**,,,Numérique,Operational,Original
grib2/4/2/0/4/52,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",52,,Flux du rayonnement descendant de courte longueur d'onde par ciel clair,,,W m-2,Operational,Original
grib2/4/2/0/4/53,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",53,,Flux du rayonnement ascendant de courte longueur d'onde par ciel clair,,,W m-2,Operational,Original
grib2/4/2/0/4/54-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",54-191,,En réserve,,,,Operational,Original
grib2/4/2/0/4/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",192-254,,En réserve pour un usage local,,,,Operational,Original
grib2/4/2/0/4/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",255,,Valeur manquante,,,,Operational,Original
