"Title_fr","Subtitle_fr","CodeFlag","Value","MeaningParameterDescription_fr","Note_fr","noteIDs","UnitComments_fr","Status"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","12","","Réflectance dans le canal de 3,9 micron","","","%","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","13","","Divergence de l'atmosphère","","","s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","14","","Température de brillance par ciel nuageux","","","K","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","15","","Température de brillance par ciel clair","","","K","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","16","","Luminance énergétique par ciel nuageux (en fonction du nombre d'ondes)","","","W m-1 sr-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","17","","Luminance énergétique par ciel clair (en fonction du nombre d'ondes)","","","W m-1 sr-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","18","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","19","","Vitesse du vent","","","m s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","20","","Épaisseur optique des aérosols à 0,635 µm","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","21","","Épaisseur optique des aérosols à 0,810 µm","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","22","","Épaisseur optique des aérosols à 1,640 µm","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","23","","Coefficient d'Angström","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","24-26","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","27","","Facteur de réflexion bidirectionnelle","(voir la note 1)","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","28","","Température de luminance","","","K","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","29","","Valeur ajustée de la luminance énergétique","(voir la note 2)","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","30-97","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","98","","Coefficient de corrélation, dans le cas de capteurs multiples (MPE), entre les intensités de pluie obtenues dans l'infrarouge et celles basées sur des données hyperfréquence pour une zone commune de mesure","","","Numérique","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","99","","Écart type, dans le cas de capteurs multiples, entre les intensités de pluie obtenues dans l'infrarouge et celles basées sur des données hyperfréquence pour une zone commune de mesure","","","kg m-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","100-191","","En réserve","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","192-254","","En réserve pour un usage local","","","","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 1: produits quantitatifs","255","","Valeur manquante","","","","Operational"
