ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/252/2009/TUND,Classes et regroupements de carreaux,,2009,TUND,Toundra,,,,Operational,AI
grib2/4/252/2010/IRCR,Classes et regroupements de carreaux,,2010,IRCR,Cultures irriguées,,,,Operational,AI
grib2/4/252/2011/SEDE,Classes et regroupements de carreaux,,2011,SEDE,Semi-désert,,,,Operational,AI
grib2/4/252/2012/ICGL,Classes et regroupements de carreaux,,2012,ICGL,Calottes glaciaires et glaciers,,,,Operational,AI
grib2/4/252/2013/BOMA,Classes et regroupements de carreaux,,2013,BOMA,Tourbières et marécages,,,,Operational,AI
grib2/4/252/2014/INWA,Classes et regroupements de carreaux,,2014,INWA,Eaux continentales,,,,Operational,AI
grib2/4/252/2015/OCEA,Classes et regroupements de carreaux,,2015,OCEA,Océan,,,,Operational,AI
grib2/4/252/2016/EVSH,Classes et regroupements de carreaux,,2016,EVSH,Arbustes à feuillage persistant,,,,Operational,AI
grib2/4/252/2017/DESH,Classes et regroupements de carreaux,,2017,DESH,Arbustes à feuillage caduc,,,,Operational,AI
grib2/4/252/2018/MFWO,Classes et regroupements de carreaux,,2018,MFWO,Forêt/bois mixte,,,,Operational,AI
grib2/4/252/2019/INFO,Classes et regroupements de carreaux,,2019,INFO,Forêt intermittente,,,,Operational,AI
grib2/4/252/2020/WLMI,Classes et regroupements de carreaux,,2020,WLMI,Zone mixte (terrestre et aquatique),,,,Operational,AI
grib2/4/252/2021/BASO,Classes et regroupements de carreaux,,2021,BASO,Sol nu,,,,Operational,AI
grib2/4/252/2022/URBA,Classes et regroupements de carreaux,,2022,URBA,Zones urbaines,,,,Operational,AI
grib2/4/252/2023/LORI,Classes et regroupements de carreaux,,2023,LORI,Bâtiment de faible hauteur,,,,Operational,AI
grib2/4/252/2024/HIRI,Classes et regroupements de carreaux,,2024,HIRI,Immeuble de grande hauteur,,,,Operational,AI
grib2/4/252/2025-2500,Classes et regroupements de carreaux,,2025-2500,,Réservé aux entrées de classe de carreaux pour les modèles de carreaux utilisant l'enquête de classification BATS GLCC v2.0.,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/2501,Classes et regroupements de carreaux,,2501,,Regroupement de végétation basse (CRMF + SHGR + TAGR + TUND + IRCR + SEDE + BOMA + EVSH + DESH + WLMI),,,,Operational,AI
grib2/4/252/2502,Classes et regroupements de carreaux,,2502,,Regroupement de végétation haute (EVNE + DENE + DEBR + EVBR + MFWO + INFO),,,,Operational,AI
grib2/4/252/2503-3000,Classes et regroupements de carreaux,,2503-3000,,Réservé aux entrées de regroupement de carreaux pour les modèles de carreaux utilisant l'enquête de classification BATS GLCC v2.0,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/3001/PFIC,Classes et regroupements de carreaux,,3001,PFIC,Terres agricoles post-inondation ou irriguées,,,,Operational,AI
grib2/4/252/3002/RACR,Classes et regroupements de carreaux,,3002,RACR,Terres cultivées non irriguées,,,,Operational,AI
grib2/4/252/3003/MCVE,Classes et regroupements de carreaux,,3003,MCVE,"Terres agricoles en mosaïque (50%-70%)/végétation (prairie, broussailles, forêt) (20-50%)",,,,Operational,AI
grib2/4/252/3004/MVCR,Classes et regroupements de carreaux,,3004,MVCR,"Végétation en mosaïque (prairie, broussailles, forêt) (50%-70%)/terres cultivées (20%-50%)",,,,Operational,AI
grib2/4/252/3005/COBS,Classes et regroupements de carreaux,,3005,COBS,Forêt fermée à ouverte (>15 %) à feuilles larges sempervirentes et/ou semi-décidues (>5 m),,,,Operational,AI
grib2/4/252/3006/CLBD,Classes et regroupements de carreaux,,3006,CLBD,Forêt fermée (>40%) de feuillus caducs (>5m),,,,Operational,AI
grib2/4/252/3007/OPBD,Classes et regroupements de carreaux,,3007,OPBD,Forêt ouverte (15-40%) de feuillus caducifoliés (>5m),,,,Operational,AI
grib2/4/252/3008/CLNE,Classes et regroupements de carreaux,,3008,CLNE,Forêt fermée (>40%) de conifères persistants (>5m),,,,Operational,AI
grib2/4/252/3009/ONDE,Classes et regroupements de carreaux,,3009,ONDE,Forêt ouverte (15-40%) de conifères feuillus ou persistants (>5m),,,,Operational,AI
grib2/4/252/3010/COBN,Classes et regroupements de carreaux,,3010,COBN,"Forêt mixte de feuillus et de conifères, fermée à ouverte (>15%) (>5m)",,,,Operational,AI
grib2/4/252/3011/MFSG,Classes et regroupements de carreaux,,3011,MFSG,Forêt/mosaïque de broussailles (50%-70%)/prairie (20%-50%),,,,Operational,AI
grib2/4/252/3012/MGFS,Classes et regroupements de carreaux,,3012,MGFS,Mosaïque de prairies (50%-70%)/forêts/arbustes (20%-50%),,,,Operational,AI
grib2/4/252/3013/COSH,Classes et regroupements de carreaux,,3013,COSH,De fermé à ouvert (>15%) de broussailles (<5m),,,,Operational,AI
grib2/4/252/3014/COHV,Classes et regroupements de carreaux,,3014,COHV,Fermé à ouvert (>15 %) de végétation herbacée,,,,Operational,AI
grib2/4/252/3015/SPVE,Classes et regroupements de carreaux,,3015,SPVE,"Végétation clairsemée (<15%) (végétation ligneuse, arbustes, prairies)",,,,Operational,AI
grib2/4/252/3016/COBFF,Classes et regroupements de carreaux,,3016,COBFF,Forêt de feuillus fermée à ouverte (>15 %) régulièrement inondée (semi-permanente ou temporaire) - eau douce ou saumâtre,,,,Operational,AI
grib2/4/252/3017/CLBFF,Classes et regroupements de carreaux,,3017,CLBFF,Forêt fermée (>40%) de feuillus ou broussailles inondées en permanence - eau salée ou saumâtre,,,,Operational,AI
grib2/4/252/3018/COVEF,Classes et regroupements de carreaux,,3018,COVEF,"Végétation fermée à ouverte (>15 %) (prairie, broussailles, végétation ligneuse) sur sol régulièrement inondé ou engorgé - eau douce, saumâtre ou salée",,,,Operational,AI
grib2/4/252/3019/ASAA,Classes et regroupements de carreaux,,3019,ASAA,Surfaces artificielles et zones associées (zones urbaines >50%),,,,Operational,AI
grib2/4/252/3020/BAAR,Classes et regroupements de carreaux,,3020,BAAR,Surfaces dénudées,,,,Operational,AI
grib2/4/252/3021/WABO,Classes et regroupements de carreaux,,3021,WABO,Étendues d'eau,,,,Operational,AI
grib2/4/252/3022/PESI,Classes et regroupements de carreaux,,3022,PESI,Neige et glace permanentes,,,,Operational,AI
grib2/4/252/3023-3500,Classes et regroupements de carreaux,,3023-3500,,Réservé aux entrées de classe de carreaux pour les modèles de carreaux utilisant l'enquête ESA-GlobCover GCV2009.,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/3501,Classes et regroupements de carreaux,,3501,,Regroupement en utilisant l'approche des tuiles dominantes (la tuile dominante varie par boîte de grille),,,,Operational,AI
grib2/4/252/3502-4000,Classes et regroupements de carreaux,,3502-4000,,Réservé aux entrées de regroupement de carreaux pour les modèles de carreaux utilisant l'enquête ESA-GlobCover GCV2009.,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/4001/TBECO,Classes et regroupements de carreaux,,4001,TBECO,"Couverture arborée, feuillus persistants, fermée à ouverte (>15%).",,,,Operational,AI
grib2/4/252/4002/TBDC,Classes et regroupements de carreaux,,4002,TBDC,"Couverture arborée, feuillus caducs, fermée (>40%)",,,,Operational,AI
grib2/4/252/4003/TBDO,Classes et regroupements de carreaux,,4003,TBDO,"Couverture arborée, feuillus caducs, ouverte (15-40%)",,,,Operational,AI
grib2/4/252/4004/TNECO,Classes et regroupements de carreaux,,4004,TNECO,"Couverture arborée, à feuilles persistantes en aiguilles, fermée à ouverte (>15%).",,,,Operational,AI
grib2/4/252/4005/TNDCO,Classes et regroupements de carreaux,,4005,TNDCO,"Couvert arboré, à feuilles en aiguilles et caduques, fermé à ouvert (>15%).",,,,Operational,AI
grib2/4/252/4006/TMLCO,Classes et regroupements de carreaux,,4006,TMLCO,"Couverture arborée, type de feuillage mixte, fermé à ouvert (>15 %)",,,,Operational,AI
grib2/4/252/4007/TCOFF,Classes et regroupements de carreaux,,4007,TCOFF,"Couverture arborée, fermée à ouverte (>15 %), régulièrement inondée, eau douce ou saumâtre : forêts marécageuses",,,,Operational,AI
grib2/4/252/4008/TCOFS,Classes et regroupements de carreaux,,4008,TCOFS,"Couverture arborée, fermée à ouverte (>15 %), régulièrement inondée, eau salée : forêts de mangroves",,,,Operational,AI
grib2/4/252/4009/MTVG,Classes et regroupements de carreaux,,4009,MTVG,Mosaïque de couvert arboré et d'autres végétations naturelles (composante agricole possible),,,,Operational,AI
grib2/4/252/4010/TBURN,Classes et regroupements de carreaux,,4010,TBURN,"Couverture arborée, brûlée (principalement les forêts boréales)",,,,Operational,AI
grib2/4/252/4011/SCOE,Classes et regroupements de carreaux,,4011,SCOE,"Couverture arbustive, fermée à ouverte (>15 %), persistante (à feuilles larges ou à aiguilles).",,,,Operational,AI
grib2/4/252/4012/SCOD,Classes et regroupements de carreaux,,4012,SCOD,"Couverture arbustive, fermée à ouverte (>15 %), feuillue (à larges feuilles)",,,,Operational,AI
grib2/4/252/4013/HCCO,Classes et regroupements de carreaux,,4013,HCCO,"Couverture herbacée, fermée à ouverte (>15%)",,,,Operational,AI
grib2/4/252/4014/SHSC,Classes et regroupements de carreaux,,4014,SHSC,Couverture clairsemée herbacée ou arbustive clairsemée,,,,Operational,AI
grib2/4/252/4015/FSHCO,Classes et regroupements de carreaux,,4015,FSHCO,"Couvert arbustif ou herbacé régulièrement inondé (>2 mois), fermé à ouvert",,,,Operational,AI
grib2/4/252/4016/CROP,Classes et regroupements de carreaux,,4016,CROP,Terres cultivées (cultures de haute terre ou cultures inondées/ submergées),,,,Operational,AI
grib2/4/252/4017/MCTNV,Classes et regroupements de carreaux,,4017,MCTNV,Mosaïque de terres cultivées / couvert arboré / autre végétation naturelle,,,,Operational,AI
grib2/4/252/4018/MCSH,Classes et regroupements de carreaux,,4018,MCSH,Mosaïque de terres cultivées / couverture arbustive ou herbacée,,,,Operational,AI
grib2/4/252/4019/BAARE,Classes et regroupements de carreaux,,4019,BAARE,Surfaces dénudées,,,,Operational,AI
grib2/4/252/4020/WBNA,Classes et regroupements de carreaux,,4020,WBNA,Corps d'eau (naturels ou artificiels),,,,Operational,AI
grib2/4/252/4021/SINA,Classes et regroupements de carreaux,,4021,SINA,Neige ou glace (naturelle ou artificielle),,,,Operational,AI
grib2/4/252/4022/URAR,Classes et regroupements de carreaux,,4022,URAR,Zones urbaines,,,,Operational,AI
grib2/4/252/4023-4500,Classes et regroupements de carreaux,,4023-4500,,Réservé aux entrées de classe de tuiles pour les modèles de tuiles utilisant l'enquête GLC2000 du projet de couverture terrestre mondiale de la Commission européenne.,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/4501-5000,Classes et regroupements de carreaux,,4501-5000,,Réservé aux entrées de regroupement de tuiles pour les modèles de tuiles utilisant l'enquête GLC2000 du projet de couverture terrestre globale de la Commission européenne.,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",139,,Operational,AI
grib2/4/252/5001-32767,Classes et regroupements de carreaux,,5001-32767,,Réservé pour des enquêtes supplémentaires sur la couverture terrestre,,,,Operational,AI
grib2/4/252/32768-65534,Classes et regroupements de carreaux,,32768-65534,,En réserve pour un usage local,,,,Operational,AI
grib2/4/252/65535,Classes et regroupements de carreaux,,65535,,Valeur manquante,,,,Operational,AI
