ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/0/55,,Numéro du modèle de définition du produit,55,,"Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/56,,Numéro du modèle de définition du produit,56,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques (caduc)",,,,Operational,Original
grib2/4/0/57,,Numéro du modèle de définition du produit,57,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",,,,Operational,Original
grib2/4/0/58,,Numéro du modèle de définition du produit,58,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",,,,Operational,Original
grib2/4/0/59,,Numéro du modèle de définition du produit,59,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques (version corrigée du modèle 4.56)",,,,Operational,Original
grib2/4/0/60,,Numéro du modèle de définition du produit,60,,"Reprévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/61,,Numéro du modèle de définition du produit,61,,"Reprévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/62,,Numéro du modèle de définition du produit,62,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives à la dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/63,,Numéro du modèle de définition du produit,63,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative à la dynamique spatio-temporelle de mosaïques",,,,Operational,Original
grib2/4/0/64-66,,Numéro du modèle de définition du produit,64-66,,En réserve,,,,Operational,Original
grib2/4/0/67,,Numéro du modèle de définition du produit,67,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",,,,Operational,Original
grib2/4/0/68,,Numéro du modèle de définition du produit,68,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux constituants chimiques de l'atmosphère découlant d'une fonction de distribution",,,,Operational,Original
grib2/4/0/69,,Numéro du modèle de définition du produit,69,,En réserve,,,,Operational,Original
grib2/4/0/70,,Numéro du modèle de définition du produit,70,,"Analyse ou prévision post-traitement pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/71,,Numéro du modèle de définition du produit,71,,"Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/72,,Numéro du modèle de définition du produit,72,,"Valeurs moyennes post-traitement, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/73,,Numéro du modèle de définition du produit,73,,"Prévision d'ensemble post-traitement prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/74-75,,Numéro du modèle de définition du produit,74-75,,En réserve,,,,Operational,Original
grib2/4/0/76,,Numéro du modèle de définition du produit,76,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/77,,Numéro du modèle de définition du produit,77,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/78,,Numéro du modèle de définition du produit,78,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/79,,Numéro du modèle de définition du produit,79,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/80,,Numéro du modèle de définition du produit,80,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",,,,Operational,Original
grib2/4/0/81,,Numéro du modèle de définition du produit,81,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",,,,Operational,Original
grib2/4/0/82,,Numéro du modèle de définition du produit,82,,"Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",,,,Operational,Original
grib2/4/0/83,,Numéro du modèle de définition du produit,83,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",,,,Operational,Original
grib2/4/0/84-90,,Numéro du modèle de définition du produit,84-90,,En réserve,,,,Operational,Original
grib2/4/0/91,,Numéro du modèle de définition du produit,91,,"Prévision catégorielle pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/92-253,,Numéro du modèle de définition du produit,92-253,,En réserve,,,,Operational,Original
grib2/4/0/254,,Numéro du modèle de définition du produit,254,,Chaîne de caractères CCITT IA5,,,,Operational,Original
grib2/4/0/255-999,,Numéro du modèle de définition du produit,255-999,,En réserve,,,,Operational,Original
grib2/4/0/1000,,Numéro du modèle de définition du produit,1000,,"Coupe d'une analyse et d'une prévision, à un moment donné",,,,Operational,Original
grib2/4/0/1001,,Numéro du modèle de définition du produit,1001,,"Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",,,,Operational,Original
grib2/4/0/1002,,Numéro du modèle de définition du produit,1002,,"Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",,,,Operational,Original
grib2/4/0/1003-1099,,Numéro du modèle de définition du produit,1003-1099,,En réserve,,,,Operational,Original
grib2/4/0/1100,,Numéro du modèle de définition du produit,1100,,Grille de type Hovmöller sans moyenne ou autre traitement statistique,,,,Operational,Original
grib2/4/0/1101,,Numéro du modèle de définition du produit,1101,,Grille de type Hovmöller avec moyenne ou autre traitement statistique,,,,Operational,Original
grib2/4/0/1102-32767,,Numéro du modèle de définition du produit,1102-32767,,En réserve,,,,Operational,Original
grib2/4/0/32768-65534,,Numéro du modèle de définition du produit,32768-65534,,En réserve pour un usage local,,,,Operational,Original
grib2/4/0/65535,,Numéro du modèle de définition du produit,65535,,Valeur manquante,,,,Operational,Original
