ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translated_by
grib2/4/2/10/4/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",12,,Factor de forma respecto del perfil de temperatura en la termoclina,,,—,Operational,Original
grib2/4/2/10/4/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",13,,Coeficiente de atenuación del agua respecto de la radiación solar,,,m-1,Operational,Original
grib2/4/2/10/4/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",14,,Profundidad del agua,,,m,Operational,Original
grib2/4/2/10/4/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",15,,Temperatura del agua,,,K,Operational,Original
grib2/4/2/10/4/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",16,,Densidad del agua (rho),,,kg m-3,Operational,Original
grib2/4/2/10/4/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",17,,Anomalía de la densidad del agua (sigma),(véase la nota 1),,kg m-3,Deprecated,Original
grib2/4/2/10/4/18,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",18,,Temperatura potencial del agua (theta),,,K,Operational,Original
grib2/4/2/10/4/19,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",19,,Densidad potencial del agua (rho theta),,,kg m-3,Operational,Original
grib2/4/2/10/4/20,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",20,,Anomalía de la densidad potencial del agua (sigma theta),(véase la nota 1),,kg m-3,Operational,Original
grib2/4/2/10/4/21,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",21,,Salinidad práctica,,,Numérica,Operational,Original
grib2/4/2/10/4/22,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",22,,Contenido calorífico en la columna de agua,,,J m-2,Operational,Original
grib2/4/2/10/4/23,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",23,,Velocidad del agua hacia el este,,,m s-1,Operational,Original
grib2/4/2/10/4/24,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",24,,Velocidad del agua hacia el norte,,,m s-1,Operational,Original
grib2/4/2/10/4/25,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",25,,Componente x de la velocidad del agua,(véase la nota 2),,m s-1,Operational,Original
grib2/4/2/10/4/26,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",26,,Componente y de la velocidad del agua,(véase la nota 2),,m s-1,Operational,Original
grib2/4/2/10/4/27,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",27,,Velocidad del agua ascendente,,,m s-1,Operational,Original
grib2/4/2/10/4/28-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",28-191,,Reservados,,,,Operational,Original
grib2/4/2/10/4/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/10/4/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 4: propiedades subsuperficiales",255,,Valor faltante,,,,Operational,Original
