Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",11,,Flujo másico de sedimentación,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",12,,Flujo másico de deposición seca,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",13,,Transferencia de hidrófobo a hidrófilo,,,kg m-1 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",14,,Transferencia de SO2 (dióxido de azufre) a sulfato SO4 (sulfato),,,kg m-1 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",15,,Velocidad de la deposición seca,,,m s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",16,,Coeficiente de mezclado másico con relación al aire seco,,,kg kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",17,,Coeficiente de mezclado másico con relación al aire húmedo,,,kg kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",18-49,,Reservados,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",50,,Cantidad en la atmósfera,,,mol,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",51,,Concentración en el aire,,,mol m-3,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",52,,Coeficiente de mezclado en volumen (fracción en el aire),,,mol mol-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",53,,Tasa de producción bruta de concentración de sustancias químicas,,,mol m-3 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",54,,Tasa de destrucción bruta de concentración de sustancias químicas,,,mol m-3 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",55,,Flujo en superficie,,,mol m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",56,,Cambios de la cantidad presente en la atmósfera,(véase la nota),,mol s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",57,,Carga promedia anual total de la atmósfera,,,mol,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",58,,Pérdida atmosférica total promediada anualmente,(véase la nota 1),,mol s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",59,,Concentración numérica de aerosoles,(véase la nota 2),,m-3,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",60,,Concentración numérica específica de aerosoles,(véase la nota 2),,kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",61,,Densidad másica máxima en la capa,(véase la nota 1),,kg m-3,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",62,,Altura de la densidad másica máxima,,,m,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",63,,Concentración media en el aire en la columna de la capa,,,kg m-3,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",64,,Fracción molar con relación al aire seco,,,mol mol-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",65,,Fracción molar con relación al aire húmedo,,,mol mol-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",66,,Tasa de depuración de contaminantes en las nubes por precipitación integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",67,,Tasa de depuración de contaminantes debajo de las nubes por precipitación integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",68,,Tasa de emisión a partir de la precipitación que se evapora integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",69,,Tasa de depuración de contaminantes en las nubes por precipitación a gran escala integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",70,,Tasa de depuración de contaminantes debajo de las nubes por precipitación a gran escala integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",71,,Tasa de emisión a partir de la precipitación que se evapora a gran escala integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",72,,Tasa de depuración de contaminantes en las nubes por precipitación convectiva integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",73,,Tasa de depuración de contaminantes debajo de las nubes por precipitación convectiva integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",74,,Tasa de emisión a partir de la precipitación convectiva que se evapora integrada en columna,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",75,,Flujo másico en caso de incendio forestal,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",76,,Tasa de emisión,,,kg kg-1 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",77,,Flujo de emisión en superficie,,,kg m-2 s-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",78-99,,Reservados,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",100,,Densidad superficial (aerosoles),,,m-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",101,,Alcance visual vertical,,,m,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",102,,Espesor óptico de los aerosoles,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",103,,Albedo de dispersión simple,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",104,,Factor de asimetría,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",105,,Coeficiente de extinción del aerosol,,,m-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",106,,Coeficiente de absorción del aerosol,,,m-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",108,,Retrodispersión de aerosol efectuada con lidar desde el suelo,,,m-1 sr-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",109,,Extinción de aerosol mediante lidar desde satélites,,,m-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",110,,Extinción de aerosol mediante lidar desde el suelo,,,m-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",111,,Exponente de Angstrom,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",112-191,,Reservados,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",192-254,,Reservado para uso local,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 20: componentes químicos atmosféricos",255,,Valor faltante,,,,Operational
