ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translated_by
grib2/4/2/0/2/30,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",30,,Velocidad de rozamiento,,,m s-1,Operational,Original
grib2/4/2/0/2/31,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",31,,Coeficiente de difusión turbulenta de la cantidad de movimiento,,,m² s-1,Operational,Original
grib2/4/2/0/2/32,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",32,,Velocidad vertical de la coordenada eta,,,s-1,Operational,Original
grib2/4/2/0/2/33,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",33,,Alcance del viento,,,m,Operational,Original
grib2/4/2/0/2/34,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",34,,Componente de viento normal,(véase la nota 2),,m s-1,Operational,Original
grib2/4/2/0/2/35,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",35,,Componente de viento tangencial,(véase la nota 2),,m s-1,Operational,Original
grib2/4/2/0/2/36,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",36,,Función de amplitud para la envolvente de la onda Rossby para el viento meridional,(véase la nota 3),,m s-1,Operational,Original
grib2/4/2/0/2/37,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",37,,Tensión superficial de la turbulencia hacia el norte,(véanse la notas 4 y 7),,N m-2 s,Deprecated,Original
grib2/4/2/0/2/38,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",38,,Tensión superficial de la turbulencia hacia el este,(véanse la notas 4 y 7),,N m-2 s,Deprecated,Original
grib2/4/2/0/2/39,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",39,,Patrón de evolución del viento del oeste debidoa parametrización,,,m s-2,Operational,Original
grib2/4/2/0/2/40,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",40,,Patrón de evolución del viento del sur debido a parametrización,,,m s-2,Operational,Original
grib2/4/2/0/2/41,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",41,,Componente-u del viento geostrófico,,,m s-1,Operational,Original
grib2/4/2/0/2/42,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",42,,Componente-v del viento geostrófico,,,m s-1,Operational,Original
grib2/4/2/0/2/43,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",43,,Dirección del viento geostrófico,,,Grado verdadero,Operational,Original
grib2/4/2/0/2/44,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",44,,Velocidad del viento geostrófico,,,m s-1,Operational,Original
grib2/4/2/0/2/45,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",45,,Componente no equilibrado de divergencia,,,s-1,Operational,Original
grib2/4/2/0/2/46,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",46,,Advección por vorticidad,,,s-2,Operational,Original
grib2/4/2/0/2/47-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",47-191,,Reservados,,,,Operational,Original
grib2/4/2/0/2/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 2: impulso",192-254,,Reservados para uso local,,,,Operational,Original
