Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,170,,Nivel del océano definido por la diferencia de temperatura potencial del agua entre las proximidades de la superficie y el nivel (véase la nota 7),,,K,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,171-173,,Reservadas,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,174,,"Superficie superior del hielo en mar, lago o río",,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,175,,"Superficie superior del hielo, cubierto de nieve, en mar, lago o río",,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,176,,"Superficie inferior (parte inferior) del hielo en mar, lago o río",,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,177,,Suelo profundo (de profundidad indefinida),,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,178,,Reservada,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,179,,Superficie superior de hielo de glaciar y capa de hielo,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,180,,Hielo de glaciar o capa de hielo profundo (de profundidad indefinida),,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,181,,Fracción de tierras de placa de cuadrícula como superficie modelo,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,182,,Fracción de agua de placa de cuadrícula como superficie modelo,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,183,,"Fracción de hielo en mar, lago o río de placa de cuadrícula como superficie modelo",,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,184,,Fracción de hielo de glaciar o capa de hielo de placa de cuadrícula como superficie modelo,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,185-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.5 – Tipos y unidades de las superficies especificadas,,255,,Valor faltante,,,,Operational
