noteID,note_fr,translated_by
30,"Les longueurs de groupes ajustées, si elles sont indiquées, sont codées pour chaque groupe. Il convient cependant de prendre la longueur vraie du dernier groupe (non ajustée) indiquée dans le modèle de représentation des données.",Original
31,"Les longueurs des groupes n’ont pas de signification dans le cas d’une compression par ligne, les groupes étant alors des lignes de cordonnées (il suffit d’utiliser la Section de définition de la grille et peut–être la Section de la table binaire); il convient alors, pour des besoins de cohérence, de coder par 0 la largeur et la référence du champ associé.",Original
32,"Les longueurs des groupes n’ont pas de signification dans le cas d’une compression par ligne; il convient alors, pour des besoins de cohérence, de coder par 0 la largeur du champ associé. Il n’est donc pas obligatoire que le logiciel de décodage comprenne un test particulier pour la compression par ligne capable de coder et de décoder les descripteurs de groupes.",Original
33,Les heures supérieures à 65534 sont codées 65534.,Original
34,"Si carré latin 1 = carré latin 2, la projection est sur un cône tangent.",Original
35,"Au besoin, la largeur des groupes et/ou la largeur des champs des références de groupe peuvent être agrandies pour éviter les ambiguïtés entre le ou les indicateur(s) de valeur manquante et les données vraies.",Original
36,"Étant donné un nombre de modes (N) > 1, alors x N champs de nombre de modes l = 1, …, N définissent la distribution. x représente le nombre de variables dans la distribution.",Original
37,"Quand l’octet 20 du modèle de représentation des données 5.41 précise que les données sont condensées sur 1, 2, 4, 8 ou 16 bits, il convient de coder l’image comme une image en niveaux de gris. Quand l’octet 20 indique 24 bits, il convient de coder l’image comme une image en couleur RVB (rouge-vert-bleu) avec une profondeur de 8 bits pour chaque composante. Enfin, quand l’octet 20 indique 32, il y a lieu de coder l’image comme une image en couleur RVB (rouge-vert-bleu) avec une précision de l’alpha, une profondeur de 8 bits étant attribuée à chacune des quatre composantes.",Original
38,"Si l’option de remplacement des valeurs manquantes primaires est utilisée, tous les bits correspondants à ces valeurs dans le groupe approprié sont mis à 1 au niveau des données comprimées.",Original
39,"Si l’option de remplacement des valeurs manquantes secondaires est utilisée, tous les bits correspondants à ces valeurs dans le groupe approprié sont mis à 1, à l’exception du dernier qui est mis à 0, au niveau des données comprimées.",Original
40,"Lorsqu’une (des) valeur(s) de remplacement est (sont) indiquée(s), elle(s) se présente(nt) sous la même forme que la (les) valeur(s) entrant normalement dans le champ (virgule flottante codée selon le mode IEEE 32 bits ou entier).",Original
41,"Dans la plupart des cas, le produit de Ni (octets 31 à 34) par Nj (octets 35 à 38) donne le nombre total de points de grille. Cela peut cependant ne pas être vrai quand le bit 8 des indicateurs du mode d’exploration (octet 72) est mis à 1.",Original
42,"On suppose que le satellite se trouve dans sa position nominale, c’est–à–dire visant directement le point à sa verticale.",Original
43,Il est recommandé de ne pas utiliser ce modèle. Il convient d’employer à la place le modèle de définition du produit 4.48 avec une gamme de longueurs d’onde optique mise à valeur manquante.,Original
45,Il est recommandé d’utiliser des incréments de direction sans signe.,Original
46,"Il s’agit de l’angle entre l’axe des y dans le sens ascendant et le méridien 180 °E quand le point à la verticale du satellite correspond avec le pôle Nord; ou le méridien 0° quand le point à la verticale du satellite correspond avec le pôle Sud.",Original
47,JPEG 2000 ne doit pas être utilisé lorsque les données sont représentées sous forme d’image en mode point ou sur une grille quasi régulière.,Original
48,"Codes de nomenclature associés aux types de données, ainsi qu’aux paramètres de stockage et de traitement. Pour de plus amples informations, voir Rosenhauer, Mathis. «Flags.» libaec – Bibliothèque de codage entropique adaptatif. Centre de calcul allemand pour le climat (Deutsches Klimarechenzentrum, DKRZ), 12 mai 2016. Web. 13 juin 2016. <http://gitlab.dkrz.de/k202009/libaec/blob/v0.3.3/README.md#flags>.",Original
49,"Angle limité à l’intervalle de 0 à 90 degrés; si l’angle d’orientation de la grille est différent de 0 ou de 90 degrés, alors Di = Dj.",Original
50,"Angle limité à l’intervalle de 0 à 90 degrés; si l’angle d’orientation de la grille est différent de 0 ou de 90 degrés, alors Di = Dj.",Original
51,LoV est la valeur du méridien parallèle à l’axe des y (ou aux colonnes de la grille) le long duquel la valeur des y augmente avec la latitude (l’orientation selon la longitude peut ou non figurer sur une grille donnée).,Original
52,Le traitement des valeurs manquantes explicites constitue une solution de remplacement à l’utilisation de tables binaires dans la Section 6 et vise à réduire la taille globale des messages GRIB.,Original
53,"La traitement des largeurs en une référence et des incréments, associé à celui des longueurs sous forme de valeurs ajustées par incrément, permet de réduire la taille des descripteurs (ce qui importe en matière de gains de compression).",Original
54,Matrices réservées à l'exploration dans le sens +i (de gauche à droite) et dans le sens –j (de haut en bas).,Original
55,"La présence de tables binaires matricielles est indiquée par l'octet 22. Lorsque c'est le cas, pour chaque point de grille est précisée une table binaire avec les données qui sont définies par la table binaire principale dans la Section 6, d'une longueur de (NRxNC) bits: un bit mis à 1 indique un élément de donnée à l'emplacement correspondant de la matrice. Les tables binaires sont présentées de bout en bout sans indication de changement d'octet, la dernière table binaire est suivie, s'il y lieu, de bits mis à 0 pour compléter tout octet partiellement utilisé.",Original
56,"Pour la représentation des valeurs négatives de E et de D, il convient d’appliquer la règle 92.1.5.",Original
57,"Le nombre d’octets associés à chaque valeur de la sous-série non compressée (I) est défini dans la table de code 5.7, en fonction de la valeur réelle indiquée par l’octet 35 du modèle de représentation des données 5.51.",Original
58,"Le nombre de dalles utilisées (NUT) correspond au nombre de dalles spatiales différentes qui servent à définir la structure de la couverture d’un point. Chacune de ces dalles ayant une ou plusieurs caractéristiques A(NAT(ITN)), (ITN=1,…,NUT) (valeur inchangée, surface couverte de neige, etc.), on obtient NT = ∑ NUT NAT (ITN) champs (à savoir le nombre total de paires de dalles ou de caractéristiques, que ITN=1 définit l’octet 13) avec les indices (ITN, IAN) ayant la signification suivante (IAN = {1,…, NAT(ITN)}): 1,1 Première dalle – première caractéristique (ex.: valeur inchangée) …. …. 1,NAT(1) Première dalle – NAT pour la caractéristique de la première dalle (dernier, ex. surface",Original
59,Les octets 69-72 indiquent tous 1 (indicateur manquant) pour signaler une projection orthographique (depuis l'infini).,Original
60,Le mot «fraction» ou le mot «pourcentage» doit être utilisé explicitement dans le nom du paramètre pour désigner un terme de normalisation N = 1 dans le premier cas et N = 100 dans le second.,Original
61,"Le minimum absolu est négatif dans la plupart des cas; s’il est positif, le premier bit est mis à 0, s’il est négatif; le premier bit est mis à 1.",Original
62,"Le format PNG ne permet de conserver que certaines profondeurs de bits pour une image, si bien qu’il faut préciser quelles profondeurs peuvent être utilisées et comment il convient de les traiter. Pour les images en niveaux de gris, le format PNG accepte des profondeurs à 1, 2, 4, 8 ou 16 bits. Les images en couleur RVB (rouge-vert-bleu) peuvent avoir des profondeurs de 8 ou 16 bits et comprendre un degré alpha facultatif. Voici quelles sont les valeurs acceptées pour l’octet 20: 1, 2, 4, 8 ou 16 – image en niveaux de gris 24 – image en couleur RVB (8 bits par composante) 32 – image en couleur RVB avec degré alpha facultatif (8 bits par composante).",Original
63,Référence: heure de référence (section 1) + échéance de la prévision (modèle de définition du produit) + décalage et incréments par rapport à l’heure de référence (modèle de définition de la grille).,Original
64,"Au sujet de la notation dont il est question à la note 1) du modèle de représentation des données 5.3, au premier ordre, les valeurs enregistrées dans les octets 6–ww sont g1 et gmin. Au deuxième ordre, les valeurs enregistrées sont h1, h2, et hmin.",Original
65,La règle 92.1.6 s’applique à ce cas.,Original
66,"La suppression de la partie réelle du coefficient (0,0) des données comprimées sert à réduire la variabilité des coefficients, afin d’améliorer l’exactitude de la compression.",Original
67,"Les longueurs de groupes ajustées, si elles sont indiquées, sont codées pour chaque groupe. Il convient cependant de prendre la longueur vraie du dernier groupe (non ajustée) indiquée dans le modèle de représentation des données.",Original
68,"Pour plus d'informations, voir le modèle des données 7.2 et les notes y relatives.",Original
69,"Pour plus d'informations, voir le modèle des données 7.3 et les notes y relatives.",Original
71,"La table de code 5.2 propose quelques fonctions simples pouvant s’appliquer à ces coordonnées. Lorsque la fonction est plus complexe, les coordonnées sont notées explicitement, c’est–à–dire que le jeu de valeurs figure réellement dans le message à la place des coefficients. Cela est indiqué par le chiffre de code 0 de la table de code 5.2, le nombre des valeurs explicites codées étant égal à la dimension appropriée de la matrice pour laquelle les valeurs sont présentées et ces valeurs sont fournies après l’octet 36 à la place des coefficients.",Original
72,"La différenciation spatiale constitue un prétraitement qui intervient avant la séparation en groupes au moment du codage. Elle sert à réduire la taille de champs suffisamment réguliers, quand elle est associée à un programme de séparation en groupes décrit par le modèle de représentation des données 5.2. Au premier ordre, un champ initial de valeurs f est remplacé par un nouveau champ de valeurs g, dans lequel g1 = f1, g2 = f2 – f1, …, gn = fn – fn–1. Au deuxième ordre, le champ de valeur g est remplacé à son tour par un nouveau champ de valeurs h, dans lequel h1 = f1, h2 = f2, h3 = g3 – g2, …, hn = gn – gn–1. Pour que les valeurs restent positives, le minimum absolu du champ résultant (soit gmin soit hmin) est supprimé. Au moment du décodage, après décompression des chaînes de bits, on extrait les valeurs ajustées initiales en ajoutant le minimum absolu et en effectuant une somme récursive. En ce qui concerne la différenciation d’ordre n, les n premières valeurs de la table non man– quantes sont mises à 0 dans la table comprimée. Les valeurs fictives ne sont pas utilisées dans la décompression. Pour plus d’informations, voir le modèle des données 7.3 et les notes y relatives.",Original
73,La dimension angulaire apparente de la Terre est donnée par 2 arcsin ((106)/Nr).,Original
74,"Le facteur de compression M:1 (exemple: 20:1) précise que le flux de données codées est inférieur à un nombre de bits équivalent à ((1/M) x profondeur x nombre de points de données), la profondeur étant indiquée par l’octet 20 et le nombre de points de données par les octets 6 à 9 de la section de représentation des données.",Original
75,"La norme recommandée par le Consultative Committee for Space Data Systems pour la compression sans perte de données est celle qu’appliquent les agences spatiales pour la compression des données scientifiques transmises par les satellites et autres engins spatiaux. Il s’agit d’un algorithme de compression prédictive très rapide fondé sur l’algorithme Rice étendu. Il utilise le codage de Golomb‒Rice qui est un codage entropique. La séquence d’erreurs de prévision est divisée en blocs, et chaque bloc est comprimé par le biais d’un algorithme à deux passes. La première passe permet de déterminer la meilleure méthode de codage pour l’ensemble du bloc. Lors de la seconde passe, les informations fournies par le marqueur de la méthode de chiffrement retenue sont codées en tant qu’informations auxiliaires au même titre que les erreurs de prévision. Les méthodes de chiffrement sont les suivantes:",Original
76,"Une compression complexe vise essentiellement à subdiviser un champ de valeurs en NG groupes contenant des valeurs de même taille. Il est pour cela nécessaire de conserver suffisamment d’information pour retrouver la longueur des groupes au décodage. Les longueurs des NG groupes correspondant à un champ quelconque peuvent être décrites comme suit: Ln = ref + Kn x len_inc, n = 1,NG, où ref est donné par les octets 38–41 et len_inc par l’octet 42. Les NG valeurs de K (les longueurs ajustées des groupes) sont enregistrées dans la Section des données, chacune avec le nombre de bits qui lui correspond indiqué par l’octet 47. Le dernier groupe constituant un cas spécial qu’il n’est pas possible de préciser à l’aide de cette corrélation, la longueur du dernier groupe est enregistrée dans les octets 43–46.",Original
77,L’exposant de 3 indiquant le nombre de divisions sur les côtés du triangle ne peut recevoir pour valeur que 0 ou 1.,Original
78,La longueur d’un groupe (L) est le nombre des valeurs que le groupe contient.,Original
79,La largeur d’un groupe est le nombre des bits utilisés pour chacune des valeurs que le groupe contient.,Original
80,"Il est possible de calculer les résolutions angulaires horizontale et verticale du capteur (Rx et Ry), nécessaires à l'équation de navigation, à l'aide des équations suivantes: Rx = 2 x arcsin ((106)/Nr)/dx; Ry = 2 x arcsin ((106)/Nr)/dy",Original
81,Le centre d’origine des données d’entrée prend la valeur du «centre d’origine» du message GRIB initial utilisé pour le post-traitement.,Original
82,L’indicateur pour le traitement des données d’entrée prend la valeur de l’«indicateur du processus d’analyse ou de prévision» du message GRIB initial utilisé pour le post-traitement.,Original
83,"Ce modèle permet d’ajuster les données aux points de grille pour obtenir la précision voulue, le cas échéant, et soustraire la valeur de référence du champ mis à l’échelle comme c’est le cas pour le modèle de représentation des données 5.0. Les champs de données aux points de grille peuvent ensuite être traités comme une image en niveaux de gris et être codés au format JPEG 2000. Pour décondenser les champs de données, le flux de données au format JPEG 2000 est décodé en une image et les champs d’origine sont obtenus à partir des données image comme cela est décrit dans la note 4) de la règle 92.9.4.",Original
84,La norme JPEG 2000 précise que la profondeur de bits doit se situer entre 1 et 38 bits.,Original
85,"Les longitudes Ni et les latitudes Nj sont codées dans les octets placés immédiatement après le modèle de définition de la grille, à savoir respectivement dans les octets 49 à ii et dans les octets ii+1 à jj, où ii = 48 + 4Ni et jj = 48 + 4Ni + 4Nj.",Original
86,"Le numéro indiqué se rapporte à une grille bien précise, nécessaire à la formulation des opérateurs différentiels. La grille peut comprendre un centre et un polygone choisi arbitrairement autour du centre. Les variables du modèle pouvant être définies aux sommets des polygones ou aux milieux des côtés des polygones, les descriptions de grilles varient quelque peu en fonction des centres et des polygones qui les entourent. Pour chaque grille dépendante, il faut établir la longitude et la latitude du centre et des sommets délimitant le polygone. Dans la figure qui suit, le polygone de base est un triangle dont les sommets sont les centres d’hexagones et les milieux des côtés, les centres de quadrilatères.",Original
87,Le nombre de parallèles entre un pôle et l’équateur est utilisé pour établir l’écartement variable (gaussien) des parallèles; cette valeur est toujours donnée.,Original
88,"Même si la norme JPEG 2000 précise qu’une image est stockée à partir du coin supérieur gauche, l’ordre des points de données devrait demeurer celui précisé par l’indicateur du mode d’exploration (voir la table d’indicateurs 3.4) utilisé dans le modèle de définition de la grille correspondant. En admettant que le logiciel de décodage traite les données d’image dans l’ordre de la trame (de gauche à droite, ligne par ligne), l’utilisateur, quand il code l’image, doit fixer la largeur de l’image à Ni (ou Nx) et sa hauteur à Nj (ou Ny) si le bit 3 de l’indicateur du mode d’exploration égale zéro (points adjacents dans la direction i (x)). Quand le bit 3 de l’indicateur du mode d’exploration égale 1 (points adjacents dans la direction j (y)), il peut se révéler judicieux de fixer la largeur de l’image à Nj (ou Ny) et sa hauteur à Ni (ou Nx).",Original
89,"Même si la norme PNG précise qu’une image est stockée à partir du coin supérieur gauche, de ligne en ligne et de gauche à droite, l’ordre des points de données devrait demeurer celui précisé par l’indicateur du mode d’exploration (voir la table d’indicateurs 3.4) utilisé dans le modèle de définition de la grille correspondant. L’utilisateur, quand il code l’image, doit fixer la largeur de l’image à Ni (ou Nx) et sa hauteur à Nj (ou Ny) si le bit 3 de l’indicateur du mode d’exploration égale zéro (points adjacents dans la direction i (x)). Quand le bit 3 de l’indicateur du mode d’exploration égale 1 (points adjacents dans la direction j (y)), il peut se révéler judicieux de fixer la largeur de l’image à Nj (ou Ny) et sa hauteur à Ni (ou Nx).",Original
90,"La grille est basée sur un icosaèdre, soit un solide à 20 faces et 12 sommets. Les triangles se combinent en nd quadrangles, appelés losanges (exemple: si nd = 10, deux triangles de l’icosaèdre forment un losange et si nd = 5, quatre triangles de l’icosaèdre forment un losange). On utilise deux valeurs de résolution appelées n2 and n3 pour décrire la division de chaque côté du triangle. Chaque côté du triangle est divisé en ni parties égales (ni = 3n3 x 2n2, n3 étant égal soit à 0 soit à 1). Dans l’exemple figurant dans le supplément I du code GRIB, la numérotation des losanges vus depuis le pôle sur les deux hémisphères se fait dans le sens antihoraire. Les losanges 1 à 5 sont numérotés dans l’hémisphère Nord et les losanges 6 à 10 le sont dans l’hémisphère Sud.",Original
91,"La représentation pentagonale de la résolution est généralisée. Certaines troncatures courantes constituent des cas particuliers: Triangulaires M=J=K K=J+M Rhomboïdales Trapézoïdales K = J, K > M",Original
92,"En choisissant de positionner le minimum absolu après les valeurs de données initiales, on réduit le traitement logiciel.",Original
93,"Ce modèle permet d’ajuster les données aux points de grille pour obtenir la précision voulue, le cas échéant, et soustraire la valeur de référence du champ mis à l’échelle comme c’est le cas pour le modèle de représentation des données 5.0. Les champs de données aux points de grille peuvent ensuite être traités comme une image en niveaux de gris et être codés au format JPEG 2000. Pour décondenser les champs de données, le flux de données au format JPEG 2000 est décodé en une image et les champs d’origine sont obtenus à partir des données image comme cela est décrit dans la note 4) de la règle 92.9.4.",Original
94,"Ce modèle permet d’ajuster les données aux points de grille pour obtenir la précision voulue, le cas échéant, et soustraire la valeur de référence du champ mis à l’échelle comme c’est le cas pour le modèle de représentation des données 5.0. Les champs de données aux points de grille peuvent ensuite être traités comme une image et être codés au format PNG. Pour décondenser les champs de données, le flux de données au format PNG est décodé en une image et les champs d’origine sont obtenus à partir des données d’image comme cela est décrit dans la note 4) de la règle 92.9.4.",Original
95,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 46, 58, 70, ...).",Original
96,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 48, 60, 72, ...).",Original
97,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 50, 62, 74, ...).",Original
98,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévision initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 51, 62, 73, ...).",Original
99,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 51, 63, 75, ...).",Original
100,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 53, 65, 77, ...).",Original
101,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 54, 66, 78, …).",Original
102,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévision initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 56, 68, 80, ...).",Original
103,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 57, 69, 81, …).",Original
104,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 61, 72, ...).",Original
105,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévision initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 62, 74, ...).",Original
106,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévision initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 63, 65, 77, ...).",Original
107,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 63, 75, ...).",Original
108,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévision initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au type d’incrément de temps (à savoir l’un des octets 78, 90, 112, ...).",Original
109,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets 82, 94, 106, ...).",Original
111,L’heure de référence dans la section 1 et l’heure de la prévision déterminent toutes deux le début de l’intervalle de temps complet,Original
112,"Les coefficients restants sont multipliés par (n x (n+1))P, mis à l’échelle et comprimés. L’opérateur associé à cette multiplication est dérivé de l’opérateur laplacien sur la sphère.",Original
113,"Les coefficients restants sont multipliés par (n2+m2)P, mis à l’échelle et compressés. L’opérateur associé à cette multiplication est dérivé de l’opérateur laplacien.",Original
114,Les indicateurs de résolution (bits 3–4 du tableau des indicateurs 3.3) ne s’appliquent pas à ce cas.,Original
115,L’équation d’extraction pour un coefficient de nombre d’ondes n est donc la suivante: Y = (R + X x 2E) x 10–D x (m2+n2)–P dans laquelle X est la valeur ajustée et compressée associée au coefficient.,Original
