noteID,note_fr,translated_by
51,"For parameter 38 (Parameter category 0), ice volume is expressed as if the ice content were melted to liquid water and then its volume measured in the liquid state. This may be understood in the same manner as water equivalent snow depth.",
52,Se référer au Guide de l’analyse et de la prévision des vagues (OMM-N° 702) pour obtenir davantage de,PDF_extraction
53,"Higher values indicate that heat stress is important. Interpretation of values can vary among organizations and use. See example in the ISO certification (ISO 7243, 1989; 2017; Parsons, 2013).",
54,"Le niveau de la hauteur formulé en coordonnées hybrides (chiffre de code 118) se définit comme suit: z(k) = A(k) + B(k) x orog (k = 1, ..., N niveaux; orog = orographie; z(k) = hauteur en mètres au niveau k)",Original
55,"Le niveau barique formulé en coordonnées hybrides, pour lequel il y a lieu d’utiliser le chiffre de code 119 et non plus 105, se définit comme suit: p(k) = A(k) + B(k) x sp (k = 1, ... , N niveaux; sp = pression en surface; p(k) = pression au niveau k)",PDF_extraction
56,"Direction i: d’ouest en est le long d’un parallèle, ou de gauche à droite le long d’un axe X.",PDF_extraction
57,Ice internal pressure or stress (Pa m) is the integrated pressure across the vertical thickness of a layer of ice. It is produced when concentrated ice reacts to external forces such as wind and ocean currents.,
58,"Lorsque l’un ou l’autre des bits 5, 6, 7 et 8 est mis à 1, Di et Dj ne sont pas facultatifs.",PDF_extraction
59,"Lorsque le bit numéro 4 est mis à 1, la première ligne explorée est indiquée par les indicateurs précédents.",PDF_extraction
60,"In astronomy, sky transparency means the effect on the viewing experience caused by the scattering of light through atmospheric water vapour, aerosols or other constituents. Ideal transparency conditions produce a black night sky conducive to viewing faint astronomical objects, almost like being in outer space. In poor transparency conditions, which may occur even in cloud-free conditions, the deep sky background is greyish (not black), faint details are washed out and contrast is reduced.",
61,Initialized analysis increment represents initialized analysis minus analysis,
62,It is recommended to use parameter 148.,
63,"Le «minimum de tous les membres de l'ensemble» et le «maximum de tous les membres de l'ensemble» renvoient au groupe des membres de l'ensemble, et non à un intervalle de temps; ils ne doivent pas être confondus avec le maximum et le minimum décrits dans le modèle de définition du produit 4.8.",Original
65,"Direction j: du sud au nord le long d’un méridien, ou de bas en haut le long d’un axe Y.",PDF_extraction
66,"La1 et Lo1 définissent la première ligne, qui est une ligne impaire.",PDF_extraction
67,"L'indice de grande anomalie se définit comme suit: {(nombre de membres dont l'anomalie est supérieure à 0,5 x SD) – (nombre de membres dont l'anomalie est inférieure à -0,5 x SD)} / (nombre de membres) à chaque point de grille, SD étant l'écart type climatologique observé.",Original
68,"Negative values associated to this coordinate will indicate depth below ground surface. If values are all below surface, use of entry 106 is recommended, with positive coordinate values instead.",
69,Normal flux is on a surface lifted to be normal to sun rays.,
70,Les numéros 31 à 40 sont obsolètes.,PDF_extraction
71,Les paramètres portant le numéro 10 et plus peuvent être combinés avec les modèles de définition du produit 4.40 à 4.43 et avec la table de code commune C-14 (table de code 4.230) pour représenter n’importe quel type de radio-isotope.,PDF_extraction
72,Performs a budget interpolation at the grid point nearest to the nominal grid point.,
73,"La couverture neigeuse télédétectée est exprimée en tant que champ de valeurs sans dimension. Sont actuellement admises les valeurs suivantes: 50 pour «pas de neige/pas de nuages», 100 pour «nuages» et 250 pour «neige». Voir la table de code 4.215",PDF_extraction
74,"Seeing means the steadiness or turbulence of the atmosphere in the context of astronomical observation. Turbulence causes rapid random fluctuations of the optical path through the atmosphere. The twinkling of stars, for example, occurs in poor seeing conditions.",
75,"Par altitude sigma on entend le niveau vertical du modèle qui correspond à la coordonnée suivant le terrain basée sur l'altitude (Gal-Chen et Somerville, 1975). Sa valeur est la suivante: (altitude du niveau – altitude du terrain) / (altitude du niveau supérieur – altitude du terrain), qui est ≥ 0 et ≤ 1.",Original
76,Snow evaporation is the accumulated amount of water that has evaporated from snow from within the snow covered area of a grid-box.,
77,"L’équivalent en eau de la couverture de neige exprimé en pourcentage par rapport à la normale est indiqué en pourcentage de l’unité normale. Par exemple, une valeur de 110 indique 110 % de l’équivalent en eau normale de la neige pour une hauteur de neige donnée. (à suivre)",PDF_extraction
78,Supercooled large droplets (SLD) are defined as those with a diameter greater than 50 microns.,
79,Surface roughness for heat is a measure of the surface resistance to heat transfer.,
80,Surface roughness for moisture is a measure of the surface resistance to moisture transfer.,
81,Temperature at the base of the thermal skin layer.,
82,Temperature of the water across a very small depth (approximately the upper 20 micrometers).,
83,Temperature of the water column free of diurnal temperature variability or equal to the ST sub-skin in the absence of any diurnal signal.,
84,"Quand une coordonnée généralisée de la hauteur verticale est précisée, cela suppose que la Section 4 ne présente aucune valeur de coordonnée, mais qu'un message externe 3D-GRIB fournit en mètres la hauteur de chacun des points de grille du modèle (voir les notes s'appliquant à la Section 4 dans la partie ci-dessus intitulée Spécifications du contenu des octets); ce message GRIB contiendra le champ correspondant à: domaine de spécialisation = 0, catégorie = 3, paramètre = 6 (altitude).",Original
85,Le système de coordonnées verticales ETA consiste à normaliser la pression à un point donné d'un niveau spécifique par la pression du niveau moyen de la mer à ce point.,Original
87,"The Fosberg index denotes the potential influence of weather on a wildland fire. It takes into account the combined effects of temperature, wind speed, relative humidity and precipitation. Higher values indicate a higher potential impact.",
90,"The listed units for this parameter appear not to be appropriate for evapotranspiration. Instead, it is recommended to use parameter 39 with statistical process 1 (accumulation) in order to report evapotranspiration in units of kg m-2.",
91,"The listed units for this parameter appear to be inappropriate for the potential evaporation rate. Instead, it is recommended to use parameter 143.",
92,"The original data value (Y in the note 4 of Regulation 92.9.4) has units of Code table 4.2 multiplied by second, unless otherwise noted on Code table 4.2.",
93,The original data value has squared units of Code table 4.2.,
94,"The original data value is a non-dimensional number from 0 to 1, where 0 indicates no confidence and 1 indicates maximal confidence.",
95,The original data value is a non-dimensional number without units.,
96,The original data value is defined by Code table 4.244,
97,The original data value is non-dimensional number without units.,
98,"The ratio of the radiant flux reflected by a surface to that reflected into the same reflected-beam geometry and wavelength range by an ideal (lossless) and diffuse(Lambertian) standard surface, irradiated under the same conditions.",
99,"The sea-ice level represents a sea-ice model level for which the depth is not constant across the model domains. The depth in metres of the level is provided by another GRIB message with the parameter “sea-ice thickness” with discipline 10, category 2 and parameter number 1.",
100,"Le niveau du sol représente celui d'un modèle pour lequel la profondeur du sol n'est pas constante sur l'ensemble du domaine. La profondeur, en mètres, est fournie par un autre message GRIB à l'aide du paramètre «profondeur du sol» (domaine de spécialisation 2, catégorie 3, numéro de paramètre 27).",Original
101,The solar flux per unit area received from a solid angle of 2π sr on a horizontal surface.,
102,"The solar flux per unit area received from a solid angle of 2π sr, except for the solid angle of the sun's disc, on a horizontal surface.",
103,The solar flux per unit area received from the solid angle of the sun's disc on a surface normal to the sun direction.,
104,"The total lightning flash density is the sum of cloud-to-ground and cloud-to-cloud lightning flash densities (see Lopez, P., 2016: A lightning parameterization for the ECMWF Integrated Forecasting System, Monthly Weather Review, 144, 3057-3075).",
105,The value for the constant direction increment Di (or Dx) in the accompanying grid definition template should be set to all ones (missing).,
106,Theoretical temperature at the precise air-sea interface.,
107,"This category is no longer populated. Please use ""Product discipline 0 -  Meteorological products, parameter category 20: atmospheric chemical constituents"".",
108,Cette table de code est obsolète. Veuillez-vous référer à la table de code commune C-0.,Original
109,This method assumes that each field really represents box averages/maxima/minima where each box extends halfway to its neighboring grid point in each direction to represent averages/maxima/minima of values from the source grid with no interpolation.,
110,"This parameter is described in more detail by (a) Lee, S. and I.M. Held, 1993: Baroclinic wave packets in models and observations. J. Atmos. Sci., 50:1413-1428, (b) Chang, E.K.M., 1993: Downstream development of baroclinic waves as inferred from regression analysis. J. Atmos. Sci., 50:2038-2053, (c) Archambault, H.M., D. Keyser and L.F. Bosart, 2010: Relationships between large-scale regime transitions and major cool-season precipitation events in the northeastern United States. Mon Wea. Review, 138:3454-3473, and(d) Zimin, A.V., I. Szunyogh, B.R. Hung and E. Orr, 2006: Extracting envelopes of non-zonally propagating Rossby wave packets. Mon. Wea. Review, 134:1329-1333.",
111,Time integral of diffuse solar irradiance.,
112,Time integral of direct solar irradiance.,
113,Time integral of global solar irradiance.,
114,"Top of atmosphere radiance observed by a sensor, multiplied by pi and divided by the in-band solar irradiance.",
115,"Total solid precipitation includes the sum of all types of solid water, e.g. graupel, snow and hail.",
116,"Values of N(m) for common truncation cases: Triangular: M = J = K, N(m) = J Rhomboidal: K = J + M, N(m) = J + m Trapezoidal: K = J, K > M, N(m) = J",
117,WGS-84 is a geodetic system that uses IAG-GRS80 as a basis.,
118,"Quand il s’agit d’ajouter une nouvelle catégorie dans la table de code 4.1, si plusieurs domaines peuvent s’appliquer, il convient de choisir celui qui correspond à l’utilisation prévue du produit.",PDF_extraction
119,"Quand il s’agit d’ajouter un nouveau paramètre à la table de code 4.2, si plusieurs catégories peuvent s’appliquer, il convient de choisir celle qui correspond à l’utilisation prévue du produit. Le domaine de spécialisation et la catégorie sont des éléments importants dans la définition d’un produit, un paramètre de même nom pouvant se retrouver dans plusieurs catégories. À titre d’exemple, la «température de l’eau» dans le domaine de spécialisation 10 (produits océanographiques), catégorie 4 (propriétés sous-marines) sert à indiquer la température de l’eau dans les océans ou en haute mer, ce qui n’est pas le cas pour la «température de l’eau» dans le domaine de spécialisation 1 (produits hydrologiques), catégorie 2 (propriétés des eaux intérieures et des sédiments), qui sert à indiquer la température de l’eau dans les lacs d’eau douce et dans les cours d’eau.",PDF_extraction
120,"Lorsqu’une valeur non manquante est utilisée dans cette table de code, la valeur initiale des données est une valeur relative à la qualité associée au paramètre défini par les octets 10 et 11 du modèle de définition du produit.",PDF_extraction
121,"With respect to code figures 0, 1, 3, 6 and 7, coordinates can only be unambiguously interpreted, if the coordinate reference system in which they are embedded is known. Therefore, defining the shape of the Earth alone without coordinate system axis origins is ambiguous. Generally, the prime meridian defined in the geodetic system WGS-84 can be safely assumed to be the longitudinal origin. However, because these code figures do not specify the longitudinal origin explicitly, it is suggested to contact the originating centre if high precision coordinates are needed, in order to obtain the precise details of the coordinate system used (effective as from 16 November 2016).",
122,<<note has images of formulas>>,
123,"The lightning potential index (LPI, Number 1), as defined by Lynn et al. 2010, is derived from grid-scale (resolved) model information in convection permitting models. In contrast, the subgrid-scale lightning potential index is derived from subgrid-scale information (from parameterized convection) for models with coarser resolution.",
124,"Number 33 (Geometric altitude above mean sea level) or number 34 (Geometric height above ground level) should be used instead of number 6 (Geometric height), because it does not indicate whether this is referring to height above mean sea level or height above ground.",
125,A C4 plant is a type of plant that uses a specific photosynthesis mechanism (C4 photosynthesis) in order to avoid photorespiration. Other types of plants are C3 and CAM.,
126,"Total (atmospheric) energy is the sum of internal energy, potential energy, kinetic energy and latent heat. Same applies to energy fluxes.",
127,The water enthalpy (flux) is the enthalpy (flux) associated with the temperature of the water mass.,
128,The water potential energy flux is the flux of potential energy associated with the water mass.,
129,The net source is the sum of all the atmospheric (chemical) processes creating and destroying chemical constituents or aerosols in the column.,
130,"This parameter can be used with templates for chemical constituents to specify a chemical species if needed, for instance: Net ecosystem CO2 exchange flux or Net ecosystem CH4 exchange flux.",
131,This parameter is the amount of sunshine in seconds over a given length of time in seconds. Sunshine is defined as a radiation intensity above 120 W m-2.,
132,"A duct layer is an atmospheric layer with a refractivity which leads to a trapping of electromagnetic waves. In a trapping layer the refractivity leads to a bending of EM waves, which is stronger than the Earth's curvature.",
133,"The Charnock parameter accounts for increased aerodynamic roughness as wave heights grow due to increasing surface stress. It depends on the wind speed, wave age and other aspects of the sea state and is used to calculate how much the waves slow down the wind.",
134,Parameters are normalized by being divided by the product of air density and the square of the friction velocity.,
135,"No additional parameter needed, NA in templates 4.105, 4.106 and 4.107 should be set to 0.",
136,Confidence interval for the significance test is needed (NA=1).,
137,EFI is defined in https://doi.org/10.1256/qj.02.152. No additional parameter needed (NA=0).,
138,SOT is defined in https://doi.org/10.1256/qj.02.152. Lower and upper quantile used for the SOT need to be defined (NA=2) in this order: start of the tail (10 or 90 usually) then end of tail (1 or 99 respectively).,
139,"This table is divided into blocks of 1000 entries: 1-1000, 1001-2000, 2001-3000, etc. Each block corresponds to a specific land cover survey listed in Code table 4.242 and is subsequently divided into 2 ranges of 500 entries (apart for the first 1000 entries which are designed to be generic and not bound to a specific land cover survey). The first 500 entries are reserved for native classification types of the given survey while the remaining 500 are using for groupings of native classification types.",
140,Parameters 37 and 38 are deprecated. It is recommended to use 63 and 64 instead.,
141,See Appendix XYZ.,
142,"In the ring ordering scheme, the 12 rhomboids are not considered and the scanning mode applies to the grid in its entirety.",
143,"In the nested ordering scheme, the 12 rhomboids are scanned in order defined in Gorsky et al., 2015. The flag bits then refer to how the points are scanned within a rhomboid.",
144,This is the Julian day of the year that surface melt begins.,
145,This is the Julian day of the year that surface freeze begins.,
146,"For code number 102 the drought index encoded in the message is specified by the table entries from discipline 0 and parameter category 22 with the corresponding parameter number. The statistical processing period of the drought index is defined by the keys ""length of time range"" and ""indicator of unit of time for the increment""",
147,"Descriptions of the drought indices in discipline 0, Meteorological products, category 22 are available in the Handbook of Drought Indicators and Indices (WMO-No. 1173) [https://library.wmo.int/idurl/4/55169]. The indices are specified by setting discipline and parameter category/number to the specific index to be encoded. Drought indicators are calculated over different time ranges, prescribed by the 'Length of time range' and 'Indicator of unit for time range' parameters in templates 4.107, 4.108, 4.109 and 4.112. All standardized drought indices are calculated according to the Standardized Precipitation Index User Guide (WMO-No. 1090)[https://library.wmo.int/idurl/4/39629].",
148,"This entry is intended to be used with templates 4.112 and 4.123. Instead of having the probability of the exceedance of the anomaly (code number 0) of the limits specified in the message, it specifies probabilities which were calculated for the forecast and for the reference dataset with the given specification listed in the metadata. The anomaly is calculated between the two derived probabilities.",
149,This level differs from entry 13 which is vertically accumulated from the surface while this entry is not.,
150,For use with downstream models (from NWP) such as dispersion modelling or air quality.,
151,Use the radionuclide release start date as baseline to determine activity arrival or activity end.,
152,The following additional arguments must be specified: • Circle - 1 argument for the radius in metres; • Rectangle - 2 arguments for the length in (1) west-east and (2) south-north in metres; • Square - 1 argument for the length of the equal-length sides in metres; • Wedge - 3 arguments for (1) radius in metres and (2) start and (3) end radius in arithmetic degrees with 0 on the positive axis along west-east and counted counter-clockwise;  • Span of grid cells - 2 arguments for the number of grid cells in (1) west-east and (2) south-north so that the span is i+/-x and j+/-y.,
153,The option quantile needs two additional arguments: (1) the total number of quantiles and (2) the quantile value.,
154,These parameters are intended to be used with templates 4.121 and 4.122 in which the spatio-temporal criteria are used to get a categorical yes/no per grid point of each ensemble member.,
155,"Scale factor of lower limit, scaled value of lower limit, scale factor of upper limit and scaled value of upper limit must be set to missing. This entry is intended for, but not limited to, entries 5 to 7 in Code table 4.2, discipline 0, category 191.",
156,Heat net flux is the sum of latent heat net flux and sensible heat net flux.,
157,Data for demonstrational purposes only.,
158,Forecast from machine learning (ML) model.,
159,"Combination of different forecast products to produce a smooth, continuous forecast by applying weights to each individual prediction system which depend on the lead time and forecast skill (for example, seamless prediction using nowcasting to short-range and medium-range).",
160,Ensemble members are initialized from different initial conditions.,
161,Combination of 7 and 8.,
162,"Ben Bouallègue, Z. On the Verification of the Crossing-point Forecast. Tellus A: Dynamic Meteorology and Oceanography 2021, 73 (1), 1-10. https://doi.org/10.1080/16000870.2021.1913007.",
163,In relation to local coordinate axes at a (grid) cell edge.,
164,"When using entry 10, the lower limit is used to encode the quantile q (must be an integer between 0 and Q) while the upper limit is used to encode the total number of quantiles Q. This defines the probability of the parameter falling within quantile q. For instance, to encode the probability of falling within the 10th percentile, then q=10 and Q=100; to encode the probability of falling within the 1st tercile, then q=1 and Q=3.",
165,"Model physics are perturbed (for example, with methods like SPPT, SPP and SKEB.",
166,"This Anomaly entry should only be used as part of a verification/score field. To properly encode an anomaly and specify the corresponding climatology, please use one of the templates designed specifically for anomalies.",
167,The hazard index can be locally defined by the centre.,
168,This level has no defined location along the vertical axis. Scale factor and scaled values of first and second fixed surface should be set to 'missing' if not used.,
169,"Buizza, R., M. Miller, and T. N. Palmer, 1999: Stochastic representation of model uncertainties in the ECMWF ensemble prediction system. Quart. J. Roy. Meteor. Soc., 125, 2887-2908",
170,"Lang STK, Lock S-J, Leutbecher M, Bechtold P, Forbes RM. Revision of the Stochastically Perturbed Parametrisations model uncertainty scheme in the Integrated Forecasting System. Q J R Meteorol Soc. 2021; 147: 1364–1381. https://doi.org/10.1002/qj.3978",
171,"Shutts, G., 2004. A stochastic kinetic energy backscatter algorithm for use in ensemble prediction systems. Technical Memorandum 449, ECMWF.  Shutts, G., 2005: A kinetic energy backscatter algorithm for use in ensemble prediction systems.  Quart. J. Roy. Meteor. Soc., 131, 3079-3102.",
172,"Du, Jun & Berner, Judith & Buizza, R. & Charron, Martin & Houtekamer, Pieter & Hou, Dingchen & Jankov, Isidora & Mu, Mu & Wang, Xuguang & Wei, Mozheng & Yuan, Huiling. (2018). Ensemble Methods for Meteorological Predictions. 10.1007/978-3-642-40457-3_13-1",
173,"Li J., J. Du and Y. Liu, 2015: A comparison of initial condition-, multi-physics- and stochastic physics-based ensembles in predicting Beijing “7.21” excessive storm rain event. Acta Meteorologica Sinica, 73(1), 50-71, DOI: 10.11676/qxxb2015.008",
174,"Hou, D., Z. Toth, and Y. Zhu, 2006: A Stochastic Parameterization Scheme within NCEP Global Ensemble Forecast System. 18th AMS conference on Probability and Statistics. Atlanta, GA, Jan. 29-Feb. 2, 2006; Hou, D., Z. Toth, Y. Zhu, and W. Yang, 2008: Impact of a Stochastic Perturbation Scheme on NCEP Global Ensemble Forecast System. 19th AMS conference on Probability and Statistics.  New Orleans, LA, 20-24 Jan. 2008",
175,"Spatially analyzed quality indicator, according to OPERA II (Holleman I., Michelson D., Galli G., Germann U., and Peura M., 2006: Quality information for radars and radar data. OPERA II deliverable OPERA_2005_19), normalized to between 0 (poorest quality) to 1 (best quality).",
176,'Undetected' means that the received radar signal is at or below noise level.,
177,‘No data’ describes that a data point is out of range or in a blanked sector.,
178,‘Implausible data / outliers’ refers to values that are not physically plausible.,
179,"BFI2D is calculated by dividing the BFI by an expression that increases with the directional spread and decreases with the peakedness. It comes from the consideration that an increase of the directional spread reduces the excess of kurtosis, which is not taken into account in the BFI alone. Mori, N., M. Onorato, and P. A. E. M. Janssen, 2011: On the Estimation of the Kurtosis in Directional Sea States for Freak Wave Forecasting. J. Phys. Oceanogr., 41, 1484–1497, https://doi.org/10.1175/2011JPO4542.1",
180,"Crest-trough correlation is an estimate of the auto-correlation between the crest heights and the trough depths. In narrow-banded seas this parameter is quite high, because crests and troughs are approximately the same size. Gemmrich, J., Cicon, L. Generation mechanism and prediction of an observed extreme rogue wave. Sci Rep 12, 1718 (2022). https://doi.org/10.1038/s41598-022-05671-4",
181,"This is a metric that quantifies the wave-induced mechanical fatigue on the sea-ice pack (0 means broken, 1 means solid). This metric only makes sense in the presence of sea ice.",
182,The x- and y- components of the wave radiative stress to sea-ice are not necessarily equivalent to the u- and v- components (eastward/northward). The x- and y- components strictly follow the defined coordinate system which may or may not follow the eastward and northward directions.,
183,"The atmospheric surface momentum flux is what the atmosphere is losing at the surface of the ocean. The surface momentum flux into the ocean is the momentum flux that is entering the ocean and driving the ocean circulation. The difference is that part of the atmospheric momentum flux goes into the waves and not into the ocean circulation or part of the momentum contained in the wave field that is transferred to the ocean when waves break. In short, the ocean surface has waves which modulate the momentum transfer between the atmosphere and the ocean interior.",
184,Probability that a fire will be observed in the grid box.,
185,"Probability that a lightning strike will ignite a fire, leading to a detectable fire in the grid box.",
186,Water surface elevation in the river and floodplains defined by the model as base elevation.,
187,Water flow from the groundwater storage to the main river channel.,
188,The amount of water stored in the main river channel and on the floodplain within a grid cell. The term storage refers to the total volume of water. This entry is the sum of entries 11 and 12.,
189,River flow velocity computed along the river network. It represents the mean speed of water movement in a cross-section of the river channel.,
190,Mean mass diameter is the diameter of a particle representing the mean mass of the particle size distribution.,
191,"Estimated maximum diameter is the empirical estimate of the maximum particle size, based on a particle size distribution or its moments.",
