ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/47/38-41,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",38-41,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/47/42,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Тип второй фиксированной поверхности(см. кодовую таблицу 4.5),,,4.5,,Operational,PDF
grib2/4/47/43,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",43,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/47/44-47,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",44-47,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/47/48,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",48,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/47/49,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",49,1,Номер возмущения,,,,,Operational,PDF
grib2/4/47/50,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",50,1,Количество прогнозов в ансамбле,,,,,Operational,PDF
grib2/4/47/51-52,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",51-52,2,Год окончания всего временного интервала,,,,,Operational,PDF
grib2/4/47/53,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",53,1,Месяц окончания всего временного интервала,,,,,Operational,PDF
grib2/4/47/54,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",54,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/47/55,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",55,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/47/56,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",56,1,Минута окончания всего временного интервала (продолж.) (Образец определения продукции 4.47 — продолж.),,,,,Operational,PDF
grib2/4/47/57,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",57,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/47/58,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",58,1,n — количество спецификаций временного диапазона,описывающих временные интервалы,,,,Operational,PDF
grib2/4/47/59-62,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",59-62,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/47//1,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",,,Спецификация наиболее удаленного (или единственного) временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/47/63,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",63,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/47/64,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",64,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/47/65,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",65,1,Указатель единицы времени для временного диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/47/66-69,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",66-69,4,Продолжительность временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/47/70,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",70,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4),,,4.4,,Operational,PDF
grib2/4/47/71-74,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",71-74,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 3 и 4),"7,107",,,Operational,PDF
grib2/4/47//2,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",,,Эти октеты включаются,только если n > 1,,,,Operational,PDF
grib2/4/47/75-86,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",75-86,12,Как в октетах 63-74,следующий наиболее удаленный шаг обработки,,,,Operational,PDF
grib2/4/47/87-nn,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",87-nn,,Дополнительные спецификации временного диапазона,включенные в соответствии с величиной n. Содержание,,,,Operational,PDF
