ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/11/41,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",41,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/11/42,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/11/43,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",43,1,Минута окончания всего временного интервала,,,,,Operational,PDF
grib2/4/11/44,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",44,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/11/45,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",45,1,n — количество спецификаций временного диапазона,описывающих временные интервалы,,,,Operational,PDF
grib2/4/11/46-49,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",46-49,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/11//1,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",,,Спецификация наиболее удаленного (или единственного) временного диапазона,за кото рый проводится статистическая обработка,,,,Operational,PDF
grib2/4/11/50,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",50,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/11/51,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",51,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/11/52,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",52,1,Указатель единицы времени для временного диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/11/53-56,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",53-56,4,Продолжительность временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/11/57,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",57,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4),,,4.4,,Operational,PDF
grib2/4/11/58-61,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",58-61,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 3 и 4) (продолж.) (Образец определения продукции 4.11 — продолж.),"7,99",,,Operational,PDF
grib2/4/11//2,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",,,Эти октеты включаются только,если n > 1,,,,Operational,PDF
grib2/4/11/62-73,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",62-73,12,Как в октетах 50–61,следующий наиболее удаленный шаг обработки,,,,Operational,PDF
grib2/4/11/74-nn,"Образец определения продукции 4.11 — индивидуальный ансамблевый прогноз, проконтро-",74-nn,,Дополнительные спецификации временного диапазона,включенные в соответствии с величиной n. Содержание как в октетах 50–61,,,,Operational,PDF
