ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/9/35,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,35,1,Номер вероятности прогноза,,,,,Operational,PDF
grib2/4/9/36,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,36,1,Общее количество вероятностей прогноза,,,,,Operational,PDF
grib2/4/9/37,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,37,1,Тип вероятности,см. кодовую таблицу 4.9,,4.9,,Operational,PDF
grib2/4/9/38,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,38,1,Масштабный коэффициент нижнего предела,,,,,Operational,PDF
grib2/4/9/39-42,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,39-42,4,Масштабированная величина нижнего предела,,,,,Operational,PDF
grib2/4/9/43,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,43,1,Масштабированный коэффициент верхнего предела,,,,,Operational,PDF
grib2/4/9/44-47,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,44-47,4,Масштабированная величина верхнего предела,,,,,Operational,PDF
grib2/4/9/48-49,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,48-49,2,Год окончания всего временного интервала,,,,,Operational,PDF
grib2/4/9/50,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,50,1,Месяц окончания всего временного интервала (продолж.) (Образец определения продукции 4.9 — продолж.),,,,,Operational,PDF
grib2/4/9/51,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,51,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/9/52,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,52,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/9/53,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,53,1,Минута окончания всего временного интервала,,,,,Operational,PDF
grib2/4/9/54,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,54,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/9/55,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,55,1,n — количество спецификаций временного диапазона,описывающих временные интервалы,,,,Operational,PDF
grib2/4/9/56-59,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,56-59,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/9/60-71,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,60-71,,Спецификация наиболее удаленного (или единственного) временного диапазона,за который проводится статистическая обработка,,,,,PDF
grib2/4/9/60,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,60,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного интервала (см. кодовую таблицу 4.10),,,,Operational,PDF
grib2/4/9/61,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,61,1,Тип инкремента времени между последовательными полями,используемыми в статистическом процессе (см. кодовую таблиц 4.11),,,,Operational,PDF
grib2/4/9/62,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,62,1,Указатель единицы времени для временного диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,,,Operational,PDF
grib2/4/9/63-66,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,63-66,4,Продолжительность временного диапазона,за который проводится статистическая обработка в единицах,,,,Operational,PDF
grib2/4/9/67,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,67,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4),,,,,Operational,PDF
grib2/4/9/68-71,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,68-71,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 3 и 4),"7,95",,,Operational,PDF
grib2/4/9/72-nn,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,72-nn,,Эти октеты включаются только,если n > 1,,,,,PDF
grib2/4/9/72-83,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,72-83,12,Как в октетах 60–71,следующий наиболее удаленный шаг обработки,,,,Operational,PDF
grib2/4/9/84-nn,Образец определения продукции 4.9 — вероятностные прогнозы по горизонтальному,84-nn,,Дополнительные спецификации временного диапазона,включенные в соответствии с величиной n. Содержание как в октетах 60–71,,,,Operational,PDF
