"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","38-39","","Año","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","40","","Mes","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","41","","Día","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","42","","Hora","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","43","","Minuto","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","44","","Segundo","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","45","","n - Número de especificaciones para los lapsos de tiempo que describen los intervalos de tiempo empleados para calcular el campo estadísticamente procesado","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","46-49","","Número total de valores de datos faltantes en el cálculo estadístico","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","","","50-61 Especificación del lapso de tiempo más remoto (o lapso de tiempo único) para el que se hacen cálculos estadísticos","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","50","","Proceso estadístico utilizado para calcular el campo procesado a partir del campo, en cada incremento de tiempo, durante el lapso de tiempo","(véase la Tabla de cifrado 4.10)","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","51","","Tipo de incremento de tiempo entre campos sucesivos empleado en el cálculo estadístico","(véase la Tabla de cifrado 4.11)","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","52","","Indicador de la unidad de tiempo empleada para el lapso de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","53-56","","Duración del lapso de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","57","","Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos utilizados","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","58-61","","Incremento de tiempo entre campos sucesivos en unidades definidas por el octeto precedente (véanse las notas 3 y 4)","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","","","62-nn  Estos octetos se incluyen solo si n > 1, donde nn = 49 + 12 x n","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","62-73","","Mismo contenido que el de los octetos 50 a 61 para la etapa siguiente del cálculo","","","","","Operational"
"Modelo de definición del producto 4.78 – Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un intervalo de tiempo continuo o discontinuo, para componentes químicos atmosféricos con fuente o sumidero","74-nn","","Especificaciones adicionales del lapso de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 50 a 61, repetido en caso necesario","","","","","Operational"
