"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","52",,"Hora",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","53",,"Minuto",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","54",,"Segundo",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","55",,"n - Número de las especificaciones que describen los intervalos de tiempo empleados para el cálculo estadístico del campo",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","56-59",,"Número total de valores de datos faltantes en el cálculo estadístico",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",,,"60-71  Especificación del intervalo de tiempo más remoto (o intervalo de tiempo único) para el que se hacen cálculos estadísticos",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","60",,"Proceso estadístico empleado para calcular el campo procesado a partir del campo a cada incremento de tiempo durante el intervalo temporal","(véase la Tabla de cifrado 4.10)",,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","61",,"Tipo de incremento de tiempo entre los campos sucesivos empleado para el cálculo esta- dístico","(véase la Tabla de cifrado 4.11)",,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","62",,"Indicador de la unidad de tiempo empleada para el intervalo de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)",,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","63-66",,"Duración del intervalo de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","67",,"Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos","(véase la Tabla de cifrado 4.4)",,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","68-71",,"Incremento de tiempo entre los campos sucesivos, expresado en la unidad indicada por el octeto precedente (véanse las notas 3 y 4)",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",,,"72-nn  Estos octetos figurarán únicamente si n > 1, donde nn = 59 + 12 x n",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","72-83",,"Mismo contenido que el de los octetos 60 a 71, para la etapa siguiente del cálculo",,,,,"Operational"
"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles","84-nn",,"Especificaciones adicionales del intervalo de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 60 a 71, repetido en caso necesario.",,,,,"Operational"
