"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","44-47","","Hora de la predicción expresada en la unidad definida por el octeto 42","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","48","","Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","49","","Factor de escala de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","50-53","","Valor ajustado de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","54","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","55","","Factor de escala de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","56-59","","Valor ajustado de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","60","","Tipo de predicción por conjuntos","(véase la Tabla de cifrado 4.6)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","61","","Número de la perturbación","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","62","","Número de previsiones en el conjunto","","","","","Operational"
