"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","27",,"Identificador del proceso de producción de la predicción (definido por el centro de origen)",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","28-29",,"Límite (horas) de recogida de datos después de la hora de referencia","(véase la nota 1)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","30",,"Límite (minutos) de recogida de datos después de la hora de referencia",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","31",,"Indicador de la unidad del intervalo de tiempo","(véase la Tabla de cifrado 4.4)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","32-35",,"Hora de la predicción, en unidades definidas mediante el octeto 31","(véase la nota 2)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","36",,"Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","37",,"Factor de escala de la primera superficie especificada",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","38-41",,"Valor a escala de la primera superficie especificada",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","42",,"Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","43",,"Factor de escala de la segunda superficie especificada",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","44-47",,"Valor a escala de la segunda superficie especificada",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","48",,"Tipo de predicción de conjunto","(véase la Tabla de cifrado 4.6)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","49",,"Número de la perturbación",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","50",,"Número de previsiones en el conjunto",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","51-52",,"Año de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","53",,"Mes de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","54",,"Día de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","55",,"Hora de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","56",,"Minuto de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","57",,"Segundo de finalización del intervalo de tiempo completo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","58",,"n - Número de las especificaciones que describen los intervalos de tiempo empleados para el cálculo estadístico del campo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","59-62",,"Número total de valores de datos faltantes en el cálculo estadístico",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",,,"63-74     Especificación del intervalo de tiempo más remoto (o intervalo de tiempo único) para el que se hacen cálculos estadísticos",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","63",,"Proceso estadístico empleado para calcular el campo procesado a partir del campo a cada incremento de tiempo durante el intervalo temporal","(véase la Tabla de cifrado 4.10)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","64",,"Tipo de incremento de tiempo entre los campos sucesivos empleado para el cálculo estadístico","(véase la Tabla de cifrado 4.11)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","65",,"Indicador de la unidad de tiempo empleada para el intervalo de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","66-69",,"Duración del intervalo de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","70",,"Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos","(véase la Tabla de cifrado 4.4)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","71-74",,"Incremento de tiempo entre los campos sucesivos, expresado en la unidad indicada por el octeto precedente (véanse las notas 3 y 4)",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles",,,"75-nn     Estos octetos figurarán únicamente si n > 1, donde nn = 62 + 12 x n",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","75-86",,"Mismo contenido que el de los octetos 63 a 74, para la etapa siguiente del cálculo",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","87-nn",,"Especificaciones adicionales del intervalo de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 63 a 74, repetido en caso necesario",,,,,"Operational"
