"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","28","","Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","29-30","","Límite (horas) de recogida de datos después de la hora de referencia","(véase la nota 1)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","31","","Límite (minutos) de recogida de datos después de la hora de referencia","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","32","","Indicador de la unidad del lapso de tiempo","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","33-36","","Hora de la predicción expresada en la unidad definida por el octeto 31","(véase la nota 2)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","37","","Tipo de la primera superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","38","","Factor de escala de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","39-42","","Valor ajustado de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","43","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","44","","Factor de escala de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","45-48","","Valor ajustado de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","49-50","","Año","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","51","","Mes","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","52","","Día","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","53","","Hora","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","54","","Minuto","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","55","","Segundo","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","56","","n - Número de especificaciones para los lapsos de tiempo que describen los intervalos de tiempo empleados para calcular el campo estadísticamente procesado","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","57-60","","Número total de valores de datos faltantes en el cálculo estadístico","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","","","61-72  Especificación del lapso de tiempo más remoto (o lapso de tiempo único) para el que se hacen cálculos estadísticos","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","61","","Proceso estadístico utilizado para calcular el campo procesado a partir del campo, en cada incremento de tiempo, durante el lapso de tiempo","(véase la Tabla de cifrado 4.10)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","62","","Tipo de incremento de tiempo entre campos sucesivos empleado en el cálculo estadístico","(véase la Tabla de cifrado 4.11)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","63","","Indicador de la unidad de tiempo empleada para el lapso de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","64-67","","Duración del lapso de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","68","","Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos utilizados","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","69-72","","Incremento de tiempo entre campos sucesivos en unidades definidas por el octeto precedente (véanse las notas 3 y 4)","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","","","73-nn  Estos octetos se incluyen solo si n > 1, donde nn = 60 + 12 x n","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","73-84","","Mismo contenido que el de los octetos 61 a 72 para la etapa siguiente del cálculo","","","","","Operational"
"Modelo de definición del producto 4.82 - Valores promedios, acumulados y/o extremos, u otros procesados estadísticamente, en una superficie o capa horizontal, durante un lapso de tiempo continuo o discontinuo, para aerosoles con fuente o sumidero","85-nn","","Especificaciones adicionales del lapso de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 61 a 72, repetido en caso necesario","","","","","Operational"
