"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","28-31","","Valor ajustado de la primera superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","32","","Tipo de la segunda superficie especificada","(véase la Tabla de cifrado 4.5)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","33","","Factor de escala de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","34-37","","Valor ajustado de la segunda superficie especificada","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","38","","Tipo de predicción por conjuntos","(véase la Tabla de cifrado 4.6)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","39","","Número de la perturbación","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","40","","Número de previsiones en el conjunto","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","41-42","","Año del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","43","","Mes del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","44","","Día del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","45","","Hora del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","46","","Minuto del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","47","","Segundo del final del intervalo total de tiempo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","48","","n - Número de especificaciones para los lapsos de tiempo que describen los intervalos de tiempo empleados para calcular el campo estadísticamente procesado","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","49-52","","Número total de valores de datos faltantes en el cálculo estadístico","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","","","53-64  Especificación del lapso de tiempo más remoto (o lapso de tiempo único) para el que se hacen cálculos estadísticos","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","53","","Proceso estadístico utilizado para calcular el campo procesado a partir del campo, en cada incremento de tiempo, durante el lapso de tiempo","(véase la Tabla de cifrado 4.10)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","54","","Tipo de incremento de tiempo entre campos sucesivos empleado en el cálculo estadístico","(véase la Tabla de cifrado 4.11)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","55","","Indicador de la unidad de tiempo empleada para el lapso de tiempo para el cual se hace el cálculo estadístico","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","56-59","","Duración del lapso de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","60","","Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos utilizados","(véase la Tabla de cifrado 4.4)","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","61-64","","Incremento de tiempo entre campos sucesivos en unidades definidas por el octeto precedente (véanse las notas 3 y 4)","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","","","65-nn  Estos octetos se incluyen solo si n > 1, donde nn = 52 + 12 x n","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","65-76","","Mismo contenido que el de los octetos 53 a 64 para la etapa siguiente del cálculo","","","","","Operational"
"Modelo de definición del producto 4.79 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo de componentes químicos atmosféricos con fuente o sumidero","77-nn","","Especificaciones adicionales del lapso de tiempo, incluidas en función del valor de n. El contenido es el mismo que el de los octetos 53 a 64, repetido en caso necesario","","","","","Operational"
