ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/1100/56-59,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,56-59,,Lo2 - longitud del último punto de la retícula,véase la nota 1,,,,Experimental,Original
grib2/3/1100/60,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,60,,Tipo de línea horizontal,véase la Tabla de cifrado 3.20,,,,Experimental,Original
grib2/3/1100/61-64,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,61-64,,NT - Número de pasos de tiempo,,,,,Experimental,Original
grib2/3/1100/65,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,65,,Unidad de la diferencia con respecto a la hora de referencia,véase la Tabla de cifrado 4.4,,,,Experimental,Original
grib2/3/1100/66-69,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,66-69,,Diferencia de la primera hora con relación a la hora de referencia,valor negativo cuando se emplea 1 para el primer bit,,,,Experimental,Original
grib2/3/1100/70,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,70,,Tipo de incremento de tiempo,véase la Tabla de cifrado 4.11,,,,Experimental,Original
grib2/3/1100/71,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,71,,Unidad de incremento del tiempo,véase la Tabla de cifrado 4.4,,,,Experimental,Original
grib2/3/1100/72-75,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,72-75,,Incremento del tiempo,valor negativo cuando se emplea 1 para el primer bit,,,,Experimental,Original
grib2/3/1100//1,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,,,76-82 Última fecha/hora,,,,,Experimental,Original
grib2/3/1100/76-77,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,76-77,,Año,,,,,Experimental,Original
grib2/3/1100/78,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,78,,Mes,,,,,Experimental,Original
grib2/3/1100/79,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,79,,Día,,,,,Experimental,Original
grib2/3/1100/80,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,80,,Hora,,,,,Experimental,Original
grib2/3/1100/81,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,81,,Minuto,,,,,Experimental,Original
grib2/3/1100/82,Modelo de definición de la retícula 3.1100 — Retícula de diagrama de Hovmöller con puntos equidistantes en el eje horizontal,82,,Segundo,,,,,Experimental,Original
