Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",25-28,,Valeur ajustée - première surface spécifiée,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",29,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",30,,Facteur d'échelle - deuxième surface spécifiée,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",31-34,,Valeur ajustée - deuxième surface spécifiée,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",35,,Valeur du percentile (de 100 % à 0 %),,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",36-37,,Année,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",38,,Mois,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",39,,Jour,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",40,,Heure,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",41,,Minute,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",42,,Seconde,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",43,,n Nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",44-47,,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,48-59   Spécification de l'intervalle de temps le plus éloigné (ou intervalle de temps unique) sur lequel porte le calcul statistique,,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",48,,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",49,,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",50,,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique,(voir la table de code 4.4),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",51-54,,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent",,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",55,,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs,(voir la table de code 4.4),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",56-59,,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent",(voir la note 3),,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,"60-nn   Ces octets figurent dans le message uniquement si n>1, nn = 45 + 12 x n",,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",60-71,,"Même contenu que les octets 48 à 59, pour l'étape suivante du calcul",,,,,Experimental
"Modèle de définition du produit 4.10 — Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",72-nn,,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets 48 à 59, répétés au besoin.",,,,,Experimental
