ID,Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/3/24,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",24,,Facteur d'échelle - première surface spécifiée,,,,,Operational,Original
grib2/4/3/25-28,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",25-28,,Valeur ajustée - première surface spécifiée,,,,,Operational,Original
grib2/4/3/29,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",29,,Type de la deuxième surface spécifiée,(voir la table de code 4.5),,,,Operational,Original
grib2/4/3/30,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",30,,Facteur d'échelle - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/3/31-34,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",31-34,,Valeur ajustée - deuxième surface spécifiée,,,,,Operational,Original
grib2/4/3/35,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",35,,Prévision dérivée,(voir la table de code 4.7),,,,Operational,Original
grib2/4/3/36,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",36,,Nombre de prévisions dans l'ensemble (N),,,,,Operational,Original
grib2/4/3/37,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",37,,Indicateur de groupe,,,,,Operational,Original
grib2/4/3/38,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",38,,Numéro du groupe auquel appartient la commande de haute résolution,,,,,Operational,Original
grib2/4/3/39,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",39,,Numéro du groupe auquel appartient la commande de basse résolution,,,,,Operational,Original
grib2/4/3/40,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",40,,Nombre total de groupes,,,,,Operational,Original
grib2/4/3/41,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",41,,Méthode de groupement,(voir la table de code 4.8),,,,Operational,Original
grib2/4/3/42-45,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",42-45,,Latitude Nord du domaine du groupe,,,,,Operational,Original
grib2/4/3/46-49,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",46-49,,Latitude Sud du domaine du groupe,,,,,Operational,Original
grib2/4/3/50-53,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",50-53,,Longitude Est du domaine du groupe,,,,,Operational,Original
grib2/4/3/54-57,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",54-57,,Longitude Ouest du domaine du groupe,,,,,Operational,Original
grib2/4/3/58,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",58,,Nc - Nombre de prévisions dans le groupe,,,,,Operational,Original
grib2/4/3/59,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",59,,Facteur d'échelle - écart type dans le groupe,,,,,Operational,Original
grib2/4/3/60-63,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",60-63,,Valeur ajustée - écart type dans le groupe,,,,,Operational,Original
grib2/4/3/64,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",64,,Facteur d'échelle - écart entre le groupe et la moyenne de l'ensemble,,,,,Operational,Original
grib2/4/3/65-68,"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",65-68,,Valeur ajustée - écart entre le groupe et la moyenne de l'ensemble,,,,,Operational,Original
grib2/4/3/69-(68+Nc),"Modèle de définition du produit 4.3 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",69-(68+Nc),,Liste des N prévisions d'ensemble (Nc est donné à l'octet 58),,,,,Operational,Original
