Title_fr,OctetNo,OctetCount,Contents_fr,Note_fr,noteIDs,codeTable,flagTable,Status
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",,,"24-   Répéter les 11 octets qui suivent pour chaque bande prise en compte (nb = 1, NB)",,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(24+11(nb-1))-(25+11(nb-1)),,Séries des satellites - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(26+11(nb-1))-(27+11(nb-1)),,Numéros des satellites - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(28+11(nb-1))-(29+11(nb-1)),,Types d'instruments - bande nb (table de code établie par le centre d'origine/ de production),,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(30+11(nb-1)),,Facteur d'échelle du nombre d'ondes central - bande nb,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(31+11(nb-1))-(34+11(nb-1)),,Valeur ajustée du nombre d'ondes central – bande nb (unité: m-1),,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(24+11NB),,Type de la prévision d'ensemble,(voir la table de code 4.6),,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(25+11NB),,Numéro de la perturbation,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(26+11NB),,Nombre de prévisions dans l'ensemble,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(27+11NB)-(28+11NB),,Fin de l'intervalle de temps complet - Année,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(29+11NB),,Fin de l'intervalle de temps complet - Mois,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(30+11NB),,Fin de l'intervalle de temps complet - Jour,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(31+11NB),,Fin de l'intervalle de temps complet - Heure,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(32+11NB),,Fin de l'intervalle de temps complet - Minute,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(33+11NB),,Fin de l'intervalle de temps complet - Seconde,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(34+11NB),,n - Nombre des spécifications décrivant les intervalles de temps sur lesquels porte le calcul statistique du champ,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(35+11NB)-(38+11NB),,Nombre total de valeurs manquantes dans le calcul statistique,,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(39+11NB)-,,"Répéter les 12 octets qui suivent pour chaque spécification d'intervalle de temps (i = 1, n)",,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(39+11NB+12(i-1)),,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps,(voir la table de code 4.10),,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(40+11NB+12(i-1)),,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique,(voir la table de code 4.11),,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(41+11NB+12(i-1)),,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(42+11NB+12(i-1))-(45+11NB+12(i-1)),,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent",,,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(46+11NB+12(i-1)),,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs,(voir la table de code 4.4),,,,Operational
"Modèle de définition du produit 4.34 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",(47+11NB+12(i-1))-(50+11NB+12(i-1)),,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent",(voir les notes 3 et 4),,,,Operational
